Cod_Infracao;UF;Quantidade
5479;ALAGOAS;21
5479;AMAZONAS;82
5479;AMAPA;9
5479;BAHIA;301
5479;CEARA;478
5479;DISTRITO FEDERAL;206
5479;ESPIRITO SANTO;82
5479;GOIAS;24
5479;MARANHAO;79
5479;MATO GROSSO;13
5479;MATO GROSSO DO SUL;10
5479;MINAS GERAIS;227
5479;PARA;26
5479;PARAIBA;69
5479;PARANA;106
5479;PERNAMBUCO;194
5479;PIAUI;78
5479;RIO DE JANEIRO;1128
5479;RIO GRANDE DO NORTE;157
5479;RIO GRANDE DO SUL;35
5479;RONDONIA;10
5479;RORAIMA;17
5479;SANTA CATARINA;95
5479;SAO PAULO;407
5479;SERGIPE;99
5479;TOCANTINS;6
5487;ACRE;74
5487;ALAGOAS;368
5487;AMAZONAS;444
5487;AMAPA;157
5487;BAHIA;1624
5487;CEARA;1128
5487;DISTRITO FEDERAL;85
5487;ESPIRITO SANTO;377
5487;GOIAS;99
5487;MARANHAO;835
5487;MATO GROSSO;164
5487;MATO GROSSO DO SUL;245
5487;MINAS GERAIS;2031
5487;PARA;733
5487;PARAIBA;318
5487;PARANA;659
5487;PERNAMBUCO;689
5487;PIAUI;359
5487;RIO DE JANEIRO;1909
5487;RIO GRANDE DO NORTE;227
5487;RIO GRANDE DO SUL;147
5487;RONDONIA;29
5487;RORAIMA;30
5487;SANTA CATARINA;197
5487;SAO PAULO;1657
5487;SERGIPE;456
5487;TOCANTINS;97
5495;ALAGOAS;3
5495;AMAZONAS;12
5495;BAHIA;12
5495;CEARA;30
5495;DISTRITO FEDERAL;38
5495;ESPIRITO SANTO;27
5495;GOIAS;8
5495;MARANHAO;43
5495;MATO GROSSO;1
5495;MATO GROSSO DO SUL;18
5495;MINAS GERAIS;31
5495;PARA;8
5495;PARAIBA;11
5495;PARANA;17
5495;PERNAMBUCO;13
5495;PIAUI;59
5495;RIO DE JANEIRO;27
5495;RIO GRANDE DO NORTE;5
5495;RIO GRANDE DO SUL;5
5495;RONDONIA;3
5495;RORAIMA;2
5495;SANTA CATARINA;4
5495;SAO PAULO;70
5495;SERGIPE;6
5495;TOCANTINS;5
5509;ACRE;11
5509;ALAGOAS;64
5509;AMAZONAS;58
5509;AMAPA;19
5509;BAHIA;276
5509;CEARA;261
5509;DISTRITO FEDERAL;82
5509;ESPIRITO SANTO;443
5509;GOIAS;35
5509;MARANHAO;137
5509;MATO GROSSO;117
5509;MATO GROSSO DO SUL;61
5509;MINAS GERAIS;3251
5509;PARA;161
5509;PARAIBA;124
5509;PARANA;336
5509;PERNAMBUCO;300
5509;PIAUI;97
5509;RIO DE JANEIRO;1727
5509;RIO GRANDE DO NORTE;49
5509;RIO GRANDE DO SUL;199
5509;RONDONIA;34
5509;RORAIMA;8
5509;SANTA CATARINA;264
5509;SAO PAULO;1789
5509;SERGIPE;31
5509;TOCANTINS;34
5517;ALAGOAS;8
5517;AMAZONAS;36
5517;BAHIA;100
5517;CEARA;5
5517;DISTRITO FEDERAL;1
5517;ESPIRITO SANTO;4
5517;MATO GROSSO DO SUL;2
5517;MINAS GERAIS;70
5517;PARA;1
5517;PARAIBA;11
5517;PARANA;7
5517;PERNAMBUCO;7
5517;RIO DE JANEIRO;48
5517;RIO GRANDE DO NORTE;1
5517;RIO GRANDE DO SUL;5
5517;RONDONIA;1
5517;SANTA CATARINA;8
5517;SAO PAULO;30
5517;SERGIPE;3
5525;ACRE;45
5525;ALAGOAS;68
5525;AMAZONAS;137
5525;AMAPA;8
5525;BAHIA;303
5525;CEARA;1318
5525;DISTRITO FEDERAL;331
5525;ESPIRITO SANTO;386
5525;GOIAS;122
5525;MARANHAO;74
5525;MATO GROSSO;191
5525;MATO GROSSO DO SUL;133
5525;MINAS GERAIS;1612
5525;PARA;149
5525;PARAIBA;53
5525;PARANA;774
5525;PERNAMBUCO;413
5525;PIAUI;31
5525;RIO DE JANEIRO;388
5525;RIO GRANDE DO NORTE;91
5525;RIO GRANDE DO SUL;474
5525;RONDONIA;28
5525;RORAIMA;19
5525;SANTA CATARINA;924
5525;SAO PAULO;3061
5525;SERGIPE;63
5525;TOCANTINS;23
5533;SANTA CATARINA;1
5533;SAO PAULO;2
5541;ACRE;132
5541;ALAGOAS;556
5541;AMAZONAS;1697
5541;AMAPA;220
5541;BAHIA;27947
5541;CEARA;9739
5541;DISTRITO FEDERAL;1145
5541;ESPIRITO SANTO;3506
5541;GOIAS;1011
5541;MARANHAO;705
5541;MATO GROSSO;852
5541;MATO GROSSO DO SUL;1678
5541;MINAS GERAIS;68392
5541;PARA;613
5541;PARAIBA;1370
5541;PARANA;32782
5541;PERNAMBUCO;11320
5541;PIAUI;401
5541;RIO DE JANEIRO;10091
5541;RIO GRANDE DO NORTE;670
5541;RIO GRANDE DO SUL;3927
5541;RONDONIA;191
5541;RORAIMA;90
5541;SANTA CATARINA;15685
5541;SAO PAULO;63561
5541;SERGIPE;605
5541;TOCANTINS;131
5550;ACRE;397
5550;ALAGOAS;684
5550;AMAZONAS;1027
5550;AMAPA;47
5550;BAHIA;1814
5550;CEARA;17805
5550;DISTRITO FEDERAL;2649
5550;ESPIRITO SANTO;2560
5550;GOIAS;841
5550;MARANHAO;1976
5550;MATO GROSSO;653
5550;MATO GROSSO DO SUL;777
5550;MINAS GERAIS;19767
5550;PARA;857
5550;PARAIBA;1670
5550;PARANA;4695
5550;PERNAMBUCO;6068
5550;PIAUI;2156
5550;RIO DE JANEIRO;10744
5550;RIO GRANDE DO NORTE;663
5550;RIO GRANDE DO SUL;2663
5550;RONDONIA;111
5550;RORAIMA;73
5550;SANTA CATARINA;3860
5550;SAO PAULO;27044
5550;SERGIPE;1753
5550;TOCANTINS;170
5568;ACRE;86
5568;ALAGOAS;799
5568;AMAZONAS;103
5568;AMAPA;30
5568;BAHIA;3498
5568;CEARA;1196
5568;DISTRITO FEDERAL;1171
5568;ESPIRITO SANTO;609
5568;GOIAS;896
5568;MARANHAO;185
5568;MATO GROSSO;1768
5568;MATO GROSSO DO SUL;556
5568;MINAS GERAIS;9799
5568;PARA;184
5568;PARAIBA;483
5568;PARANA;2157
5568;PERNAMBUCO;1162
5568;PIAUI;259
5568;RIO DE JANEIRO;3125
5568;RIO GRANDE DO NORTE;106
5568;RIO GRANDE DO SUL;1187
5568;RONDONIA;100
5568;RORAIMA;23
5568;SANTA CATARINA;1954
5568;SAO PAULO;11756
5568;SERGIPE;171
5568;TOCANTINS;68
5576;ACRE;2
5576;AMAZONAS;3
5576;AMAPA;1
5576;BAHIA;8
5576;CEARA;23
5576;DISTRITO FEDERAL;3
5576;ESPIRITO SANTO;12
5576;GOIAS;2
5576;MARANHAO;7
5576;MATO GROSSO;7
5576;MATO GROSSO DO SUL;5
5576;MINAS GERAIS;85
5576;PARA;4
5576;PARAIBA;3
5576;PARANA;17
5576;PERNAMBUCO;6
5576;PIAUI;1
5576;RIO DE JANEIRO;103
5576;RIO GRANDE DO NORTE;3
5576;RIO GRANDE DO SUL;6
5576;SANTA CATARINA;11
5576;SAO PAULO;119
5576;SERGIPE;4
5584;ALAGOAS;2
5584;AMAPA;4
5584;BAHIA;5
5584;CEARA;2
5584;DISTRITO FEDERAL;1
5584;ESPIRITO SANTO;6
5584;MARANHAO;7
5584;MATO GROSSO;4
5584;MATO GROSSO DO SUL;5
5584;MINAS GERAIS;52
5584;PARANA;20
5584;PERNAMBUCO;4
5584;RIO DE JANEIRO;48
5584;RIO GRANDE DO SUL;17
5584;RONDONIA;2
5584;SANTA CATARINA;7
5584;SAO PAULO;163
5584;SERGIPE;1
5592;ACRE;3
5592;ALAGOAS;50
5592;AMAZONAS;48
5592;AMAPA;7
5592;BAHIA;172
5592;CEARA;45
5592;DISTRITO FEDERAL;11
5592;ESPIRITO SANTO;27
5592;GOIAS;11
5592;MARANHAO;46
5592;MATO GROSSO;21
5592;MATO GROSSO DO SUL;80
5592;MINAS GERAIS;608
5592;PARA;17
5592;PARAIBA;8
5592;PARANA;305
5592;PERNAMBUCO;127
5592;PIAUI;5
5592;RIO DE JANEIRO;333
5592;RIO GRANDE DO NORTE;19
5592;RIO GRANDE DO SUL;173
5592;RONDONIA;23
5592;RORAIMA;4
5592;SANTA CATARINA;99
5592;SAO PAULO;1335
5592;SERGIPE;135
5592;TOCANTINS;2
5606;ALAGOAS;2
5606;AMAZONAS;1
5606;AMAPA;1
5606;BAHIA;13
5606;CEARA;4
5606;DISTRITO FEDERAL;18
5606;ESPIRITO SANTO;7
5606;GOIAS;5
5606;MARANHAO;1
5606;MATO GROSSO;4
5606;MATO GROSSO DO SUL;3
5606;MINAS GERAIS;67
5606;PARA;4
5606;PARAIBA;1
5606;PARANA;17
5606;PERNAMBUCO;1
5606;PIAUI;1
5606;RIO DE JANEIRO;999
5606;RIO GRANDE DO NORTE;2
5606;RIO GRANDE DO SUL;13
5606;RONDONIA;1
5606;SANTA CATARINA;12
5606;SAO PAULO;62
5606;SERGIPE;1
5614;ACRE;2
5614;ALAGOAS;10
5614;AMAZONAS;1
5614;AMAPA;38
5614;BAHIA;38
5614;CEARA;18
5614;DISTRITO FEDERAL;24
5614;ESPIRITO SANTO;12
5614;GOIAS;20
5614;MARANHAO;4
5614;MATO GROSSO;67
5614;MATO GROSSO DO SUL;33
5614;MINAS GERAIS;207
5614;PARA;54
5614;PARAIBA;21
5614;PARANA;163
5614;PERNAMBUCO;25
5614;PIAUI;4
5614;RIO DE JANEIRO;386
5614;RIO GRANDE DO NORTE;19
5614;RIO GRANDE DO SUL;59
5614;RONDONIA;4
5614;RORAIMA;4
5614;SANTA CATARINA;172
5614;SAO PAULO;331
5614;SERGIPE;4
5614;TOCANTINS;2
5622;ACRE;11
5622;ALAGOAS;47
5622;AMAZONAS;35
5622;AMAPA;19
5622;BAHIA;188
5622;CEARA;999
5622;DISTRITO FEDERAL;46
5622;ESPIRITO SANTO;100
5622;GOIAS;18
5622;MARANHAO;52
5622;MATO GROSSO;40
5622;MATO GROSSO DO SUL;55
5622;MINAS GERAIS;592
5622;PARA;27
5622;PARAIBA;104
5622;PARANA;309
5622;PERNAMBUCO;296
5622;PIAUI;66
5622;RIO DE JANEIRO;937
5622;RIO GRANDE DO NORTE;27
5622;RIO GRANDE DO SUL;233
5622;RONDONIA;15
5622;RORAIMA;7
5622;SANTA CATARINA;268
5622;SAO PAULO;1795
5622;SERGIPE;127
5622;TOCANTINS;5
5630;ACRE;1
5630;ALAGOAS;6
5630;AMAZONAS;15
5630;AMAPA;1
5630;BAHIA;25
5630;CEARA;76
5630;DISTRITO FEDERAL;22
5630;ESPIRITO SANTO;12
5630;GOIAS;8
5630;MARANHAO;93
5630;MATO GROSSO;7
5630;MATO GROSSO DO SUL;20
5630;MINAS GERAIS;204
5630;PARA;8
5630;PARAIBA;6
5630;PARANA;124
5630;PERNAMBUCO;204
5630;PIAUI;1378
5630;RIO DE JANEIRO;91
5630;RIO GRANDE DO NORTE;15
5630;RIO GRANDE DO SUL;19
5630;SANTA CATARINA;84
5630;SAO PAULO;262
5630;SERGIPE;21
5630;TOCANTINS;3
5649;AMAPA;1
5649;BAHIA;62
5649;GOIAS;1
5649;MINAS GERAIS;4
5649;PARANA;1
5649;PERNAMBUCO;1
5649;RIO DE JANEIRO;2
5649;RIO GRANDE DO SUL;1
5649;SAO PAULO;6
5649;SERGIPE;1
5657;ALAGOAS;5
5657;AMAZONAS;6
5657;AMAPA;3
5657;BAHIA;14
5657;CEARA;5
5657;DISTRITO FEDERAL;3
5657;ESPIRITO SANTO;11
5657;GOIAS;7
5657;MARANHAO;1
5657;MATO GROSSO;4
5657;MATO GROSSO DO SUL;6
5657;MINAS GERAIS;80
5657;PARA;2
5657;PARAIBA;3
5657;PARANA;34
5657;PERNAMBUCO;7
5657;RIO DE JANEIRO;12
5657;RIO GRANDE DO SUL;25
5657;RONDONIA;1
5657;SANTA CATARINA;26
5657;SAO PAULO;132
5657;SERGIPE;1
5665;ACRE;2
5665;ALAGOAS;100
5665;AMAZONAS;143
5665;AMAPA;1
5665;BAHIA;33
5665;CEARA;1040
5665;DISTRITO FEDERAL;55
5665;ESPIRITO SANTO;84
5665;GOIAS;25
5665;MARANHAO;67
5665;MATO GROSSO;10
5665;MATO GROSSO DO SUL;17
5665;MINAS GERAIS;879
5665;PARA;20
5665;PARAIBA;34
5665;PARANA;404
5665;PERNAMBUCO;139
5665;PIAUI;10
5665;RIO DE JANEIRO;4013
5665;RIO GRANDE DO NORTE;22
5665;RIO GRANDE DO SUL;189
5665;RONDONIA;1
5665;RORAIMA;5
5665;SANTA CATARINA;180
5665;SAO PAULO;1803
5665;SERGIPE;25
5665;TOCANTINS;3
5673;ACRE;13
5673;ALAGOAS;41
5673;AMAZONAS;66
5673;AMAPA;314
5673;BAHIA;210
5673;CEARA;1706
5673;DISTRITO FEDERAL;277
5673;ESPIRITO SANTO;164
5673;GOIAS;4079
5673;MARANHAO;226
5673;MATO GROSSO;626
5673;MATO GROSSO DO SUL;208
5673;MINAS GERAIS;2902
5673;PARA;1780
5673;PARAIBA;100
5673;PARANA;2122
5673;PERNAMBUCO;927
5673;PIAUI;1403
5673;RIO DE JANEIRO;6330
5673;RIO GRANDE DO NORTE;1016
5673;RIO GRANDE DO SUL;693
5673;RONDONIA;14
5673;RORAIMA;86
5673;SANTA CATARINA;1120
5673;SAO PAULO;13650
5673;SERGIPE;33
5673;TOCANTINS;108
5681;ACRE;16
5681;ALAGOAS;42
5681;AMAZONAS;28
5681;AMAPA;1
5681;BAHIA;372
5681;CEARA;82
5681;DISTRITO FEDERAL;15914
5681;ESPIRITO SANTO;50
5681;GOIAS;3347
5681;MARANHAO;100
5681;MATO GROSSO;234
5681;MATO GROSSO DO SUL;138
5681;MINAS GERAIS;1688
5681;PARA;274
5681;PARAIBA;40
5681;PARANA;314
5681;PERNAMBUCO;85
5681;PIAUI;76
5681;RIO DE JANEIRO;842
5681;RIO GRANDE DO NORTE;84
5681;RIO GRANDE DO SUL;163
5681;RONDONIA;83
5681;RORAIMA;10
5681;SANTA CATARINA;313
5681;SAO PAULO;992
5681;SERGIPE;31
5681;TOCANTINS;157
5690;ACRE;1
5690;BAHIA;26
5690;CEARA;4
5690;DISTRITO FEDERAL;288
5690;ESPIRITO SANTO;2
5690;GOIAS;60
5690;MARANHAO;3
5690;MATO GROSSO;4
5690;MATO GROSSO DO SUL;6
5690;MINAS GERAIS;575
5690;PARA;6
5690;PARAIBA;5
5690;PARANA;11
5690;PERNAMBUCO;51
5690;PIAUI;6
5690;RIO DE JANEIRO;184
5690;RIO GRANDE DO NORTE;8
5690;RIO GRANDE DO SUL;10
5690;RONDONIA;1
5690;SANTA CATARINA;4
5690;SAO PAULO;80
5690;SERGIPE;4
5690;TOCANTINS;8
5703;ACRE;17
5703;ALAGOAS;21
5703;AMAZONAS;45
5703;AMAPA;16
5703;BAHIA;184
5703;CEARA;34
5703;DISTRITO FEDERAL;74
5703;ESPIRITO SANTO;148
5703;GOIAS;418
5703;MARANHAO;309
5703;MATO GROSSO;210
5703;MATO GROSSO DO SUL;267
5703;MINAS GERAIS;2001
5703;PARA;56
5703;PARAIBA;14
5703;PARANA;15212
5703;PERNAMBUCO;136
5703;PIAUI;13
5703;RIO DE JANEIRO;1228
5703;RIO GRANDE DO NORTE;20
5703;RIO GRANDE DO SUL;686
5703;RONDONIA;50
5703;RORAIMA;5
5703;SANTA CATARINA;2309
5703;SAO PAULO;8670
5703;SERGIPE;13
5703;TOCANTINS;46
5711;ACRE;5
5711;ALAGOAS;2
5711;AMAZONAS;81
5711;BAHIA;82
5711;CEARA;20
5711;DISTRITO FEDERAL;109
5711;ESPIRITO SANTO;63
5711;GOIAS;143
5711;MARANHAO;10
5711;MATO GROSSO;88
5711;MATO GROSSO DO SUL;75
5711;MINAS GERAIS;488
5711;PARA;18
5711;PARAIBA;16
5711;PARANA;576
5711;PERNAMBUCO;72
5711;PIAUI;5
5711;RIO DE JANEIRO;94
5711;RIO GRANDE DO NORTE;4
5711;RIO GRANDE DO SUL;309
5711;RONDONIA;10
5711;RORAIMA;1
5711;SANTA CATARINA;510
5711;SAO PAULO;4211
5711;SERGIPE;10
5711;TOCANTINS;13
5720;ACRE;29
5720;ALAGOAS;28
5720;AMAZONAS;95
5720;AMAPA;15
5720;BAHIA;313
5720;CEARA;939
5720;DISTRITO FEDERAL;135
5720;ESPIRITO SANTO;81
5720;GOIAS;101
5720;MARANHAO;97
5720;MATO GROSSO;74
5720;MATO GROSSO DO SUL;52
5720;MINAS GERAIS;661
5720;PARA;67
5720;PARAIBA;154
5720;PARANA;310
5720;PERNAMBUCO;501
5720;PIAUI;82
5720;RIO DE JANEIRO;219
5720;RIO GRANDE DO NORTE;54
5720;RIO GRANDE DO SUL;223
5720;RONDONIA;23
5720;RORAIMA;32
5720;SANTA CATARINA;616
5720;SAO PAULO;1218
5720;SERGIPE;282
5720;TOCANTINS;14
5738;ACRE;61
5738;ALAGOAS;374
5738;AMAZONAS;260
5738;AMAPA;36
5738;BAHIA;1341
5738;CEARA;2477
5738;DISTRITO FEDERAL;267
5738;ESPIRITO SANTO;585
5738;GOIAS;235
5738;MARANHAO;1027
5738;MATO GROSSO;253
5738;MATO GROSSO DO SUL;209
5738;MINAS GERAIS;2957
5738;PARA;785
5738;PARAIBA;420
5738;PARANA;1006
5738;PERNAMBUCO;1050
5738;PIAUI;618
5738;RIO DE JANEIRO;1576
5738;RIO GRANDE DO NORTE;171
5738;RIO GRANDE DO SUL;428
5738;RONDONIA;89
5738;RORAIMA;56
5738;SANTA CATARINA;707
5738;SAO PAULO;6563
5738;SERGIPE;606
5738;TOCANTINS;60
5746;ACRE;55
5746;ALAGOAS;163
5746;AMAZONAS;111
5746;AMAPA;17
5746;BAHIA;2233
5746;CEARA;1230
5746;DISTRITO FEDERAL;638
5746;ESPIRITO SANTO;1210
5746;GOIAS;1131
5746;MARANHAO;184
5746;MATO GROSSO;616
5746;MATO GROSSO DO SUL;739
5746;MINAS GERAIS;26212
5746;PARA;361
5746;PARAIBA;438
5746;PARANA;7657
5746;PERNAMBUCO;2902
5746;PIAUI;143
5746;RIO DE JANEIRO;3729
5746;RIO GRANDE DO NORTE;290
5746;RIO GRANDE DO SUL;1929
5746;RONDONIA;98
5746;RORAIMA;17
5746;SANTA CATARINA;4831
5746;SAO PAULO;24420
5746;SERGIPE;163
5746;TOCANTINS;142
5762;DISTRITO FEDERAL;1
5762;ESPIRITO SANTO;1
5762;GOIAS;2
5762;MARANHAO;1
5762;MINAS GERAIS;1
5762;PARANA;4
5762;PERNAMBUCO;3
5762;RIO GRANDE DO NORTE;1
5762;RIO GRANDE DO SUL;3
5762;RONDONIA;2
5762;SANTA CATARINA;1
5762;SAO PAULO;14
5770;ACRE;4
5770;ALAGOAS;12
5770;AMAZONAS;4
5770;AMAPA;6
5770;BAHIA;43
5770;CEARA;7
5770;DISTRITO FEDERAL;53
5770;ESPIRITO SANTO;16
5770;GOIAS;11
5770;MARANHAO;8
5770;MATO GROSSO;14
5770;MATO GROSSO DO SUL;8
5770;MINAS GERAIS;45
5770;PARA;3
5770;PARAIBA;5
5770;PARANA;42
5770;PERNAMBUCO;15
5770;RIO DE JANEIRO;51
5770;RIO GRANDE DO NORTE;14
5770;RIO GRANDE DO SUL;39
5770;RONDONIA;5
5770;RORAIMA;1
5770;SANTA CATARINA;66
5770;SAO PAULO;128
5770;SERGIPE;13
5770;TOCANTINS;3
5789;ACRE;1
5789;BAHIA;3
5789;CEARA;1
5789;DISTRITO FEDERAL;3
5789;ESPIRITO SANTO;2
5789;MATO GROSSO DO SUL;1
5789;MINAS GERAIS;2
5789;PARA;2
5789;PARAIBA;1
5789;PARANA;3
5789;PERNAMBUCO;2
5789;RIO DE JANEIRO;3
5789;RIO GRANDE DO SUL;4
5789;RONDONIA;1
5789;SANTA CATARINA;7
5789;SAO PAULO;5
5797;ACRE;1
5797;ALAGOAS;15
5797;AMAZONAS;3
5797;AMAPA;5
5797;BAHIA;49
5797;CEARA;12
5797;DISTRITO FEDERAL;35
5797;ESPIRITO SANTO;31
5797;GOIAS;33
5797;MARANHAO;10
5797;MATO GROSSO;31
5797;MATO GROSSO DO SUL;12
5797;MINAS GERAIS;188
5797;PARA;29
5797;PARAIBA;4
5797;PARANA;66
5797;PERNAMBUCO;36
5797;PIAUI;10
5797;RIO DE JANEIRO;92
5797;RIO GRANDE DO NORTE;5
5797;RIO GRANDE DO SUL;44
5797;RONDONIA;12
5797;RORAIMA;3
5797;SANTA CATARINA;143
5797;SAO PAULO;253
5797;SERGIPE;10
5797;TOCANTINS;7
5800;ACRE;2
5800;ALAGOAS;5
5800;AMAZONAS;6
5800;BAHIA;29
5800;CEARA;14
5800;DISTRITO FEDERAL;38
5800;ESPIRITO SANTO;40
5800;GOIAS;32
5800;MARANHAO;1
5800;MATO GROSSO;31
5800;MATO GROSSO DO SUL;20
5800;MINAS GERAIS;292
5800;PARA;4
5800;PARAIBA;18
5800;PARANA;102
5800;PERNAMBUCO;14
5800;PIAUI;6
5800;RIO DE JANEIRO;70
5800;RIO GRANDE DO NORTE;3
5800;RIO GRANDE DO SUL;246
5800;RONDONIA;7
5800;RORAIMA;1
5800;SANTA CATARINA;265
5800;SAO PAULO;9267
5800;SERGIPE;30
5819;ACRE;72
5819;ALAGOAS;77
5819;AMAZONAS;348
5819;AMAPA;129
5819;BAHIA;1815
5819;CEARA;1727
5819;DISTRITO FEDERAL;1119
5819;ESPIRITO SANTO;275
5819;GOIAS;658
5819;MARANHAO;756
5819;MATO GROSSO;198
5819;MATO GROSSO DO SUL;129
5819;MINAS GERAIS;2157
5819;PARA;652
5819;PARAIBA;255
5819;PARANA;1038
5819;PERNAMBUCO;834
5819;PIAUI;150
5819;RIO DE JANEIRO;3331
5819;RIO GRANDE DO NORTE;256
5819;RIO GRANDE DO SUL;645
5819;RONDONIA;102
5819;RORAIMA;51
5819;SANTA CATARINA;1309
5819;SAO PAULO;9023
5819;SERGIPE;466
5819;TOCANTINS;42
5827;ALAGOAS;4
5827;AMAZONAS;2
5827;BAHIA;71
5827;CEARA;52
5827;DISTRITO FEDERAL;12
5827;ESPIRITO SANTO;17
5827;GOIAS;2
5827;MARANHAO;1
5827;MATO GROSSO;1
5827;MATO GROSSO DO SUL;3
5827;MINAS GERAIS;119
5827;PARA;3
5827;PARAIBA;4
5827;PARANA;45
5827;PERNAMBUCO;23
5827;PIAUI;2
5827;RIO DE JANEIRO;63
5827;RIO GRANDE DO NORTE;2
5827;RIO GRANDE DO SUL;27
5827;SANTA CATARINA;31
5827;SAO PAULO;267
5827;SERGIPE;7
5835;ACRE;75
5835;ALAGOAS;160
5835;AMAZONAS;168
5835;AMAPA;119
5835;BAHIA;769
5835;CEARA;378
5835;DISTRITO FEDERAL;186
5835;ESPIRITO SANTO;221
5835;GOIAS;457
5835;MARANHAO;256
5835;MATO GROSSO;377
5835;MATO GROSSO DO SUL;330
5835;MINAS GERAIS;1362
5835;PARA;501
5835;PARAIBA;171
5835;PARANA;902
5835;PERNAMBUCO;510
5835;PIAUI;152
5835;RIO DE JANEIRO;769
5835;RIO GRANDE DO NORTE;181
5835;RIO GRANDE DO SUL;697
5835;RONDONIA;145
5835;RORAIMA;62
5835;SANTA CATARINA;1221
5835;SAO PAULO;4536
5835;SERGIPE;181
5835;TOCANTINS;114
5843;ACRE;6
5843;ALAGOAS;26
5843;AMAZONAS;703
5843;AMAPA;6
5843;BAHIA;2624
5843;CEARA;215
5843;DISTRITO FEDERAL;2308
5843;ESPIRITO SANTO;73
5843;GOIAS;161
5843;MARANHAO;21
5843;MATO GROSSO;40
5843;MATO GROSSO DO SUL;51
5843;MINAS GERAIS;1171
5843;PARA;23
5843;PARAIBA;18
5843;PARANA;606
5843;PERNAMBUCO;145
5843;PIAUI;11
5843;RIO DE JANEIRO;275
5843;RIO GRANDE DO NORTE;85
5843;RIO GRANDE DO SUL;422
5843;RONDONIA;8
5843;RORAIMA;11
5843;SANTA CATARINA;439
5843;SAO PAULO;11567
5843;SERGIPE;55
5843;TOCANTINS;8
5851;ALAGOAS;3
5851;AMAZONAS;43
5851;AMAPA;1
5851;BAHIA;9
5851;CEARA;320
5851;DISTRITO FEDERAL;97
5851;ESPIRITO SANTO;26
5851;GOIAS;23
5851;MARANHAO;8
5851;MATO GROSSO;6
5851;MATO GROSSO DO SUL;6
5851;MINAS GERAIS;236
5851;PARA;4
5851;PARAIBA;5
5851;PARANA;138
5851;PERNAMBUCO;172
5851;PIAUI;1
5851;RIO DE JANEIRO;37
5851;RIO GRANDE DO NORTE;8
5851;RIO GRANDE DO SUL;57
5851;RONDONIA;1
5851;SANTA CATARINA;46
5851;SAO PAULO;601
5851;SERGIPE;22
5860;ALAGOAS;2
5860;AMAZONAS;2
5860;AMAPA;2
5860;BAHIA;8
5860;CEARA;13
5860;DISTRITO FEDERAL;53
5860;ESPIRITO SANTO;4
5860;GOIAS;7
5860;MARANHAO;4
5860;MATO GROSSO;1
5860;MATO GROSSO DO SUL;3
5860;MINAS GERAIS;29
5860;PARA;11
5860;PARAIBA;7
5860;PARANA;21
5860;PERNAMBUCO;21
5860;PIAUI;1
5860;RIO DE JANEIRO;26
5860;RIO GRANDE DO NORTE;5
5860;RIO GRANDE DO SUL;26
5860;RONDONIA;2
5860;SANTA CATARINA;21
5860;SAO PAULO;184
5860;SERGIPE;10
5878;ACRE;4
5878;ALAGOAS;22
5878;BAHIA;50
5878;CEARA;9
5878;DISTRITO FEDERAL;60
5878;ESPIRITO SANTO;66
5878;GOIAS;17
5878;MARANHAO;3
5878;MATO GROSSO;11
5878;MATO GROSSO DO SUL;16
5878;MINAS GERAIS;195
5878;PARAIBA;2
5878;PARANA;103
5878;PERNAMBUCO;15
5878;PIAUI;1
5878;RIO DE JANEIRO;44
5878;RIO GRANDE DO NORTE;5
5878;RIO GRANDE DO SUL;66
5878;RONDONIA;3
5878;SANTA CATARINA;94
5878;SAO PAULO;796
5878;SERGIPE;5
5878;TOCANTINS;1
5886;CEARA;1
5886;ESPIRITO SANTO;1
5886;MINAS GERAIS;2
5886;PARA;10
5886;SANTA CATARINA;1
5886;SAO PAULO;2
5894;DISTRITO FEDERAL;1
5894;MINAS GERAIS;4
5894;PARA;1
5894;PARAIBA;1
5894;PARANA;5
5894;PERNAMBUCO;23
5894;RIO DE JANEIRO;2
5894;RIO GRANDE DO SUL;2
5894;SANTA CATARINA;10
5894;SAO PAULO;14
5908;ACRE;1
5908;ALAGOAS;21
5908;AMAZONAS;1
5908;AMAPA;4
5908;BAHIA;53
5908;CEARA;122
5908;DISTRITO FEDERAL;197
5908;ESPIRITO SANTO;32
5908;GOIAS;41
5908;MARANHAO;13
5908;MATO GROSSO;23
5908;MATO GROSSO DO SUL;7
5908;MINAS GERAIS;216
5908;PARA;36
5908;PARAIBA;16
5908;PARANA;74
5908;PERNAMBUCO;69
5908;PIAUI;7
5908;RIO DE JANEIRO;1039
5908;RIO GRANDE DO NORTE;27
5908;RIO GRANDE DO SUL;49
5908;RONDONIA;8
5908;RORAIMA;2
5908;SANTA CATARINA;56
5908;SAO PAULO;1476
5908;SERGIPE;4
5908;TOCANTINS;4
5916;BAHIA;3
5916;CEARA;1
5916;ESPIRITO SANTO;1
5916;MARANHAO;1
5916;MATO GROSSO;2
5916;MINAS GERAIS;16
5916;PARANA;17
5916;PERNAMBUCO;1
5916;PIAUI;1
5916;RIO GRANDE DO SUL;7
5916;SANTA CATARINA;18
5916;SAO PAULO;23
5916;SERGIPE;3
5924;ALAGOAS;5
5924;BAHIA;11
5924;CEARA;5
5924;DISTRITO FEDERAL;4
5924;ESPIRITO SANTO;3
5924;GOIAS;3
5924;MARANHAO;1
5924;MATO GROSSO;8
