UF;Cod_Infração;Quantidade
MINAS GERAIS;5479;129
PARA;5479;46
PARAIBA;5479;146
PARANA;5479;91
PERNAMBUCO;5479;595
PIAUI;5479;36
RIO DE JANEIRO;5479;449
RIO GRANDE DO NORTE;5479;376
RIO GRANDE DO SUL;5479;26
RONDONIA;5479;15
RORAIMA;5479;3
SANTA CATARINA;5479;71
SAO PAULO;5479;269
SERGIPE;5479;17
TOCANTINS;5479;14
ACRE;5487;44
ALAGOAS;5487;42
AMAZONAS;5487;416
AMAPA;5487;31
BAHIA;5487;1282
CEARA;5487;1151
DISTRITO FEDERAL;5487;85
ESPIRITO SANTO;5487;229
GOIAS;5487;545
MARANHAO;5487;295
MATO GROSSO;5487;146
MATO GROSSO DO SUL;5487;153
MINAS GERAIS;5487;1117
PARA;5487;805
PARAIBA;5487;569
PARANA;5487;429
PERNAMBUCO;5487;764
PIAUI;5487;204
RIO DE JANEIRO;5487;1123
RIO GRANDE DO NORTE;5487;386
RIO GRANDE DO SUL;5487;160
RONDONIA;5487;54
RORAIMA;5487;22
SANTA CATARINA;5487;214
SAO PAULO;5487;2406
SERGIPE;5487;47
TOCANTINS;5487;64
ACRE;5495;2
ALAGOAS;5495;12
AMAZONAS;5495;22
BAHIA;5495;12
CEARA;5495;55
DISTRITO FEDERAL;5495;2
ESPIRITO SANTO;5495;8
GOIAS;5495;40
MARANHAO;5495;10
MATO GROSSO;5495;4
MATO GROSSO DO SUL;5495;8
MINAS GERAIS;5495;23
PARA;5495;13
PARAIBA;5495;17
PARANA;5495;27
PERNAMBUCO;5495;6
PIAUI;5495;27
RIO DE JANEIRO;5495;24
RIO GRANDE DO NORTE;5495;43
RIO GRANDE DO SUL;5495;2
RONDONIA;5495;3
RORAIMA;5495;1
SANTA CATARINA;5495;3
SAO PAULO;5495;113
SERGIPE;5495;2
TOCANTINS;5495;4
ACRE;5509;39
ALAGOAS;5509;30
AMAZONAS;5509;178
AMAPA;5509;1
BAHIA;5509;467
CEARA;5509;183
DISTRITO FEDERAL;5509;64
ESPIRITO SANTO;5509;234
GOIAS;5509;171
MARANHAO;5509;77
MATO GROSSO;5509;121
MATO GROSSO DO SUL;5509;66
MINAS GERAIS;5509;1429
PARA;5509;323
PARAIBA;5509;283
PARANA;5509;405
PERNAMBUCO;5509;257
PIAUI;5509;47
RIO DE JANEIRO;5509;1030
RIO GRANDE DO NORTE;5509;78
RIO GRANDE DO SUL;5509;165
RONDONIA;5509;62
RORAIMA;5509;10
SANTA CATARINA;5509;186
SAO PAULO;5509;1977
SERGIPE;5509;25
TOCANTINS;5509;17
AMAZONAS;5517;30
BAHIA;5517;123
CEARA;5517;2
DISTRITO FEDERAL;5517;19
ESPIRITO SANTO;5517;10
GOIAS;5517;13
MARANHAO;5517;2
MATO GROSSO DO SUL;5517;1
MINAS GERAIS;5517;45
PARA;5517;1
PARAIBA;5517;3
PARANA;5517;12
PERNAMBUCO;5517;2
PIAUI;5517;2
RIO DE JANEIRO;5517;123
RIO GRANDE DO SUL;5517;2
RONDONIA;5517;1
SANTA CATARINA;5517;4
SAO PAULO;5517;96
SERGIPE;5517;2
ACRE;5525;13
ALAGOAS;5525;42
AMAZONAS;5525;68
AMAPA;5525;9
BAHIA;5525;270
CEARA;5525;2043
DISTRITO FEDERAL;5525;213
ESPIRITO SANTO;5525;335
GOIAS;5525;297
MARANHAO;5525;87
MATO GROSSO;5525;237
MATO GROSSO DO SUL;5525;134
MINAS GERAIS;5525;1173
PARA;5525;191
PARAIBA;5525;100
PARANA;5525;733
PERNAMBUCO;5525;269
PIAUI;5525;35
RIO DE JANEIRO;5525;541
RIO GRANDE DO NORTE;5525;270
RIO GRANDE DO SUL;5525;321
RONDONIA;5525;54
RORAIMA;5525;7
SANTA CATARINA;5525;760
SAO PAULO;5525;2622
SERGIPE;5525;28
TOCANTINS;5525;77
AMAZONAS;5533;1
DISTRITO FEDERAL;5533;1
PARA;5533;10
PARANA;5533;1
RIO DE JANEIRO;5533;1
SANTA CATARINA;5533;1
ACRE;5541;398
ALAGOAS;5541;378
AMAZONAS;5541;2003
AMAPA;5541;125
BAHIA;5541;15981
CEARA;5541;7618
DISTRITO FEDERAL;5541;680
ESPIRITO SANTO;5541;5354
GOIAS;5541;3377
MARANHAO;5541;578
MATO GROSSO;5541;709
MATO GROSSO DO SUL;5541;1524
MINAS GERAIS;5541;34996
PARA;5541;643
PARAIBA;5541;1543
PARANA;5541;26921
PERNAMBUCO;5541;11701
PIAUI;5541;368
RIO DE JANEIRO;5541;17203
RIO GRANDE DO NORTE;5541;916
RIO GRANDE DO SUL;5541;3803
RONDONIA;5541;288
RORAIMA;5541;73
SANTA CATARINA;5541;15520
SAO PAULO;5541;86043
SERGIPE;5541;270
TOCANTINS;5541;147
ACRE;5550;418
ALAGOAS;5550;355
AMAZONAS;5550;940
AMAPA;5550;43
BAHIA;5550;2831
CEARA;5550;13753
DISTRITO FEDERAL;5550;652
ESPIRITO SANTO;5550;2304
GOIAS;5550;3400
MARANHAO;5550;1180
MATO GROSSO;5550;922
MATO GROSSO DO SUL;5550;668
MINAS GERAIS;5550;9310
PARA;5550;1145
PARAIBA;5550;2392
PARANA;5550;4032
PERNAMBUCO;5550;3854
PIAUI;5550;1107
RIO DE JANEIRO;5550;6045
RIO GRANDE DO NORTE;5550;769
RIO GRANDE DO SUL;5550;2341
RONDONIA;5550;109
RORAIMA;5550;49
SANTA CATARINA;5550;2698
SAO PAULO;5550;33641
SERGIPE;5550;225
TOCANTINS;5550;242
ACRE;5568;128
ALAGOAS;5568;216
AMAZONAS;5568;60
AMAPA;5568;17
BAHIA;5568;1723
CEARA;5568;1756
DISTRITO FEDERAL;5568;541
ESPIRITO SANTO;5568;519
GOIAS;5568;5179
MARANHAO;5568;135
MATO GROSSO;5568;1816
MATO GROSSO DO SUL;5568;477
MINAS GERAIS;5568;5210
PARA;5568;243
PARAIBA;5568;670
PARANA;5568;1852
PERNAMBUCO;5568;1304
PIAUI;5568;311
RIO DE JANEIRO;5568;3670
RIO GRANDE DO NORTE;5568;152
RIO GRANDE DO SUL;5568;768
RONDONIA;5568;229
RORAIMA;5568;9
SANTA CATARINA;5568;1399
SAO PAULO;5568;13076
SERGIPE;5568;43
TOCANTINS;5568;62
AMAZONAS;5576;3
BAHIA;5576;21
CEARA;5576;32
ESPIRITO SANTO;5576;6
GOIAS;5576;25
MARANHAO;5576;4
MATO GROSSO;5576;5
MATO GROSSO DO SUL;5576;4
MINAS GERAIS;5576;37
PARA;5576;5
PARAIBA;5576;4
PARANA;5576;16
PERNAMBUCO;5576;8
PIAUI;5576;2
RIO DE JANEIRO;5576;41
RIO GRANDE DO NORTE;5576;2
RIO GRANDE DO SUL;5576;6
RONDONIA;5576;4
SANTA CATARINA;5576;11
SAO PAULO;5576;80
SERGIPE;5576;1
TOCANTINS;5576;1
ALAGOAS;5584;1
AMAZONAS;5584;1
BAHIA;5584;7
CEARA;5584;7
ESPIRITO SANTO;5584;1
GOIAS;5584;15
MARANHAO;5584;2
MATO GROSSO;5584;1
MATO GROSSO DO SUL;5584;1
MINAS GERAIS;5584;52
PARA;5584;3
PARAIBA;5584;3
PARANA;5584;7
PERNAMBUCO;5584;23
RIO DE JANEIRO;5584;26
RIO GRANDE DO SUL;5584;3
RONDONIA;5584;1
SANTA CATARINA;5584;13
SAO PAULO;5584;181
ACRE;5592;6
ALAGOAS;5592;25
AMAZONAS;5592;50
AMAPA;5592;2
BAHIA;5592;276
CEARA;5592;113
DISTRITO FEDERAL;5592;13
ESPIRITO SANTO;5592;54
GOIAS;5592;134
MARANHAO;5592;23
MATO GROSSO;5592;29
MATO GROSSO DO SUL;5592;50
MINAS GERAIS;5592;538
PARA;5592;55
PARAIBA;5592;17
PARANA;5592;168
PERNAMBUCO;5592;85
PIAUI;5592;28
RIO DE JANEIRO;5592;191
RIO GRANDE DO NORTE;5592;119
RIO GRANDE DO SUL;5592;152
RONDONIA;5592;30
SANTA CATARINA;5592;74
SAO PAULO;5592;2117
SERGIPE;5592;7
TOCANTINS;5592;17
ALAGOAS;5606;3
AMAZONAS;5606;1
BAHIA;5606;4
CEARA;5606;7
DISTRITO FEDERAL;5606;3
ESPIRITO SANTO;5606;8
GOIAS;5606;8
MARANHAO;5606;1
MATO GROSSO;5606;5
MATO GROSSO DO SUL;5606;2
MINAS GERAIS;5606;50
PARA;5606;2
PARAIBA;5606;11
PARANA;5606;35
PERNAMBUCO;5606;9
PIAUI;5606;1
RIO DE JANEIRO;5606;277
RIO GRANDE DO NORTE;5606;1
RIO GRANDE DO SUL;5606;2
SANTA CATARINA;5606;8
SAO PAULO;5606;52
TOCANTINS;5606;1
ACRE;5614;2
ALAGOAS;5614;2
AMAZONAS;5614;3
AMAPA;5614;2
BAHIA;5614;35
CEARA;5614;20
DISTRITO FEDERAL;5614;21
ESPIRITO SANTO;5614;21
GOIAS;5614;26
MARANHAO;5614;23
MATO GROSSO;5614;49
MATO GROSSO DO SUL;5614;24
MINAS GERAIS;5614;196
PARA;5614;15
PARAIBA;5614;20
PARANA;5614;149
PERNAMBUCO;5614;23
PIAUI;5614;223
RIO DE JANEIRO;5614;222
RIO GRANDE DO NORTE;5614;28
RIO GRANDE DO SUL;5614;28
RONDONIA;5614;2
RORAIMA;5614;3
SANTA CATARINA;5614;84
SAO PAULO;5614;284
SERGIPE;5614;7
TOCANTINS;5614;3
ACRE;5622;36
ALAGOAS;5622;9
AMAZONAS;5622;112
AMAPA;5622;3
BAHIA;5622;440
CEARA;5622;828
DISTRITO FEDERAL;5622;20
ESPIRITO SANTO;5622;90
GOIAS;5622;160
MARANHAO;5622;94
MATO GROSSO;5622;36
MATO GROSSO DO SUL;5622;92
MINAS GERAIS;5622;409
PARA;5622;67
PARAIBA;5622;110
PARANA;5622;326
PERNAMBUCO;5622;203
PIAUI;5622;338
RIO DE JANEIRO;5622;480
RIO GRANDE DO NORTE;5622;66
RIO GRANDE DO SUL;5622;141
RONDONIA;5622;12
RORAIMA;5622;3
SANTA CATARINA;5622;280
SAO PAULO;5622;1461
SERGIPE;5622;16
TOCANTINS;5622;14
ACRE;5630;3
ALAGOAS;5630;18
AMAZONAS;5630;64
AMAPA;5630;1
BAHIA;5630;17
CEARA;5630;99
DISTRITO FEDERAL;5630;5
ESPIRITO SANTO;5630;45
GOIAS;5630;47
MARANHAO;5630;3
MATO GROSSO;5630;34
MATO GROSSO DO SUL;5630;31
MINAS GERAIS;5630;110
PARA;5630;25
PARAIBA;5630;15
PARANA;5630;231
PERNAMBUCO;5630;196
PIAUI;5630;6
RIO DE JANEIRO;5630;144
RIO GRANDE DO NORTE;5630;279
RIO GRANDE DO SUL;5630;84
RONDONIA;5630;1
SANTA CATARINA;5630;54
SAO PAULO;5630;920
SERGIPE;5630;4
BAHIA;5649;108
MINAS GERAIS;5649;6
PARANA;5649;3
SANTA CATARINA;5649;1
SAO PAULO;5649;5
ACRE;5657;2
AMAZONAS;5657;2
AMAPA;5657;1
BAHIA;5657;12
CEARA;5657;7
DISTRITO FEDERAL;5657;7
ESPIRITO SANTO;5657;6
GOIAS;5657;18
MATO GROSSO;5657;12
MATO GROSSO DO SUL;5657;6
MINAS GERAIS;5657;50
PARA;5657;2
PARAIBA;5657;1
PARANA;5657;64
PERNAMBUCO;5657;3
RIO DE JANEIRO;5657;15
RIO GRANDE DO NORTE;5657;1
RIO GRANDE DO SUL;5657;18
RONDONIA;5657;2
RORAIMA;5657;1
SANTA CATARINA;5657;20
SAO PAULO;5657;89
TOCANTINS;5657;1
ACRE;5665;3
ALAGOAS;5665;404
AMAZONAS;5665;111
AMAPA;5665;8
BAHIA;5665;56
CEARA;5665;1036
DISTRITO FEDERAL;5665;41
ESPIRITO SANTO;5665;17
GOIAS;5665;371
MARANHAO;5665;26
MATO GROSSO;5665;12
MATO GROSSO DO SUL;5665;31
MINAS GERAIS;5665;472
PARA;5665;15
PARAIBA;5665;29
PARANA;5665;189
PERNAMBUCO;5665;114
PIAUI;5665;5
RIO DE JANEIRO;5665;1190
RIO GRANDE DO NORTE;5665;38
RIO GRANDE DO SUL;5665;235
RONDONIA;5665;7
RORAIMA;5665;1
SANTA CATARINA;5665;136
SAO PAULO;5665;1231
SERGIPE;5665;7
TOCANTINS;5665;3
ACRE;5673;11
ALAGOAS;5673;90
AMAZONAS;5673;122
AMAPA;5673;145
BAHIA;5673;273
CEARA;5673;2788
DISTRITO FEDERAL;5673;179
ESPIRITO SANTO;5673;85
GOIAS;5673;2488
MARANHAO;5673;96
MATO GROSSO;5673;1167
MATO GROSSO DO SUL;5673;304
MINAS GERAIS;5673;1977
PARA;5673;2439
PARAIBA;5673;363
PARANA;5673;2095
PERNAMBUCO;5673;746
PIAUI;5673;163
RIO DE JANEIRO;5673;1976
RIO GRANDE DO NORTE;5673;1236
RIO GRANDE DO SUL;5673;542
RONDONIA;5673;31
RORAIMA;5673;81
SANTA CATARINA;5673;1032
SAO PAULO;5673;16310
SERGIPE;5673;30
TOCANTINS;5673;105
ACRE;5681;5
ALAGOAS;5681;169
AMAZONAS;5681;14
AMAPA;5681;6
BAHIA;5681;170
CEARA;5681;30
DISTRITO FEDERAL;5681;4581
ESPIRITO SANTO;5681;30
GOIAS;5681;1421
MARANHAO;5681;18
MATO GROSSO;5681;118
MATO GROSSO DO SUL;5681;54
MINAS GERAIS;5681;607
PARA;5681;109
PARAIBA;5681;22
PARANA;5681;165
PERNAMBUCO;5681;44
PIAUI;5681;25
RIO DE JANEIRO;5681;263
RIO GRANDE DO NORTE;5681;54
RIO GRANDE DO SUL;5681;75
RONDONIA;5681;29
RORAIMA;5681;3
SANTA CATARINA;5681;184
SAO PAULO;5681;417
SERGIPE;5681;20
TOCANTINS;5681;45
ALAGOAS;5690;1
AMAZONAS;5690;3
BAHIA;5690;14
CEARA;5690;4
DISTRITO FEDERAL;5690;1481
ESPIRITO SANTO;5690;40
GOIAS;5690;126
MATO GROSSO;5690;6
MATO GROSSO DO SUL;5690;10
MINAS GERAIS;5690;363
PARA;5690;11
PARAIBA;5690;2
PARANA;5690;11
PERNAMBUCO;5690;9
PIAUI;5690;1
RIO DE JANEIRO;5690;732
RIO GRANDE DO NORTE;5690;7
RIO GRANDE DO SUL;5690;16
RONDONIA;5690;2
SANTA CATARINA;5690;6
SAO PAULO;5690;96
SERGIPE;5690;35
TOCANTINS;5690;4
ACRE;5703;13
ALAGOAS;5703;16
AMAZONAS;5703;41
AMAPA;5703;10
BAHIA;5703;163
CEARA;5703;38
DISTRITO FEDERAL;5703;81
ESPIRITO SANTO;5703;124
GOIAS;5703;385
MARANHAO;5703;20
MATO GROSSO;5703;195
MATO GROSSO DO SUL;5703;198
MINAS GERAIS;5703;1703
PARA;5703;53
PARAIBA;5703;14
PARANA;5703;15996
PERNAMBUCO;5703;87
PIAUI;5703;13
RIO DE JANEIRO;5703;718
RIO GRANDE DO NORTE;5703;20
RIO GRANDE DO SUL;5703;608
RONDONIA;5703;44
RORAIMA;5703;5
SANTA CATARINA;5703;1969
SAO PAULO;5703;8526
SERGIPE;5703;14
TOCANTINS;5703;30
ACRE;5711;5
ALAGOAS;5711;4
AMAZONAS;5711;12
BAHIA;5711;75
CEARA;5711;14
DISTRITO FEDERAL;5711;105
ESPIRITO SANTO;5711;58
GOIAS;5711;159
MARANHAO;5711;13
MATO GROSSO;5711;91
MATO GROSSO DO SUL;5711;76
MINAS GERAIS;5711;466
PARA;5711;11
PARAIBA;5711;16
PARANA;5711;634
PERNAMBUCO;5711;38
PIAUI;5711;2
RIO DE JANEIRO;5711;102
RIO GRANDE DO NORTE;5711;19
RIO GRANDE DO SUL;5711;457
RONDONIA;5711;10
SANTA CATARINA;5711;660
SAO PAULO;5711;4036
SERGIPE;5711;2
TOCANTINS;5711;11
ACRE;5720;37
ALAGOAS;5720;22
AMAZONAS;5720;91
AMAPA;5720;16
BAHIA;5720;246
CEARA;5720;435
DISTRITO FEDERAL;5720;93
ESPIRITO SANTO;5720;109
GOIAS;5720;119
MARANHAO;5720;84
MATO GROSSO;5720;79
MATO GROSSO DO SUL;5720;59
MINAS GERAIS;5720;397
PARA;5720;138
PARAIBA;5720;160
PARANA;5720;295
PERNAMBUCO;5720;290
PIAUI;5720;32
RIO DE JANEIRO;5720;224
RIO GRANDE DO NORTE;5720;51
RIO GRANDE DO SUL;5720;189
RONDONIA;5720;28
RORAIMA;5720;11
SANTA CATARINA;5720;487
SAO PAULO;5720;1377
SERGIPE;5720;148
TOCANTINS;5720;35
ACRE;5738;44
ALAGOAS;5738;132
AMAZONAS;5738;427
AMAPA;5738;23
BAHIA;5738;1275
CEARA;5738;1372
DISTRITO FEDERAL;5738;237
ESPIRITO SANTO;5738;538
GOIAS;5738;1041
MARANHAO;5738;580
MATO GROSSO;5738;300
MATO GROSSO DO SUL;5738;202
MINAS GERAIS;5738;1762
PARA;5738;1193
PARAIBA;5738;725
PARANA;5738;846
PERNAMBUCO;5738;949
PIAUI;5738;326
RIO DE JANEIRO;5738;2249
RIO GRANDE DO NORTE;5738;382
RIO GRANDE DO SUL;5738;476
RONDONIA;5738;180
RORAIMA;5738;17
SANTA CATARINA;5738;659
SAO PAULO;5738;7021
SERGIPE;5738;114
TOCANTINS;5738;71
ACRE;5746;33
ALAGOAS;5746;128
AMAZONAS;5746;112
AMAPA;5746;13
BAHIA;5746;2478
CEARA;5746;1164
DISTRITO FEDERAL;5746;554
ESPIRITO SANTO;5746;1241
GOIAS;5746;1107
MARANHAO;5746;181
MATO GROSSO;5746;737
MATO GROSSO DO SUL;5746;631
MINAS GERAIS;5746;15958
PARA;5746;309
PARAIBA;5746;418
PARANA;5746;6658
PERNAMBUCO;5746;2474
PIAUI;5746;190
RIO DE JANEIRO;5746;3063
RIO GRANDE DO NORTE;5746;356
RIO GRANDE DO SUL;5746;1596
RONDONIA;5746;123
RORAIMA;5746;32
SANTA CATARINA;5746;4293
SAO PAULO;5746;159798
SERGIPE;5746;173
TOCANTINS;5746;156
ALAGOAS;5762;1
BAHIA;5762;2
CEARA;5762;1
DISTRITO FEDERAL;5762;1
ESPIRITO SANTO;5762;2
GOIAS;5762;1
MARANHAO;5762;41
MATO GROSSO;5762;2
MINAS GERAIS;5762;19
PARA;5762;2
PARAIBA;5762;1
PARANA;5762;4
PERNAMBUCO;5762;4
PIAUI;5762;115
RIO DE JANEIRO;5762;109
RIO GRANDE DO NORTE;5762;1
SANTA CATARINA;5762;3
SAO PAULO;5762;15
ACRE;5770;1
ALAGOAS;5770;10
AMAZONAS;5770;3
AMAPA;5770;3
BAHIA;5770;45
CEARA;5770;12
DISTRITO FEDERAL;5770;32
ESPIRITO SANTO;5770;5
GOIAS;5770;33
MARANHAO;5770;20
MATO GROSSO;5770;11
MATO GROSSO DO SUL;5770;7
MINAS GERAIS;5770;59
PARA;5770;19
PARAIBA;5770;11
PARANA;5770;39
PERNAMBUCO;5770;18
PIAUI;5770;5
RIO DE JANEIRO;5770;64
RIO GRANDE DO NORTE;5770;22
RIO GRANDE DO SUL;5770;36
RONDONIA;5770;7
RORAIMA;5770;1
SANTA CATARINA;5770;45
SAO PAULO;5770;169
SERGIPE;5770;3
TOCANTINS;5770;5
AMAZONAS;5789;1
BAHIA;5789;2
CEARA;5789;1
DISTRITO FEDERAL;5789;2
GOIAS;5789;3
MARANHAO;5789;1
MATO GROSSO;5789;1
MINAS GERAIS;5789;4
PARA;5789;3
PARANA;5789;2
PERNAMBUCO;5789;3
RIO DE JANEIRO;5789;8
RIO GRANDE DO SUL;5789;1
SANTA CATARINA;5789;2
SAO PAULO;5789;4
ACRE;5797;3
ALAGOAS;5797;8
AMAZONAS;5797;4
AMAPA;5797;1
BAHIA;5797;66
CEARA;5797;17
DISTRITO FEDERAL;5797;30
ESPIRITO SANTO;5797;28
GOIAS;5797;23
MARANHAO;5797;13
MATO GROSSO;5797;27
MATO GROSSO DO SUL;5797;17
MINAS GERAIS;5797;157
PARA;5797;54
PARAIBA;5797;12
PARANA;5797;60
PERNAMBUCO;5797;30
PIAUI;5797;10
RIO DE JANEIRO;5797;34
RIO GRANDE DO NORTE;5797;5
RIO GRANDE DO SUL;5797;44
RONDONIA;5797;6
RORAIMA;5797;1
SANTA CATARINA;5797;110
SAO PAULO;5797;328
SERGIPE;5797;9
TOCANTINS;5797;12
ALAGOAS;5800;3
AMAZONAS;5800;13
BAHIA;5800;22
CEARA;5800;8
DISTRITO FEDERAL;5800;64
ESPIRITO SANTO;5800;23
GOIAS;5800;39
MARANHAO;5800;4
MATO GROSSO;5800;25
MATO GROSSO DO SUL;5800;38
MINAS GERAIS;5800;196
PARA;5800;5
PARAIBA;5800;39
PARANA;5800;134
PERNAMBUCO;5800;22
PIAUI;5800;5
RIO DE JANEIRO;5800;211
RIO GRANDE DO NORTE;5800;6
RIO GRANDE DO SUL;5800;423
RONDONIA;5800;4
SANTA CATARINA;5800;229
SAO PAULO;5800;5607
SERGIPE;5800;6
TOCANTINS;5800;2
ACRE;5819;241
ALAGOAS;5819;103
AMAZONAS;5819;983
AMAPA;5819;38
BAHIA;5819;813
CEARA;5819;1269
DISTRITO FEDERAL;5819;741
ESPIRITO SANTO;5819;236
GOIAS;5819;723
MARANHAO;5819;1167
MATO GROSSO;5819;248
MATO GROSSO DO SUL;5819;94
MINAS GERAIS;5819;1547
PARA;5819;2282
PARAIBA;5819;195
PARANA;5819;640
PERNAMBUCO;5819;720
PIAUI;5819;155
RIO DE JANEIRO;5819;3767
RIO GRANDE DO NORTE;5819;449
RIO GRANDE DO SUL;5819;507
RONDONIA;5819;76
RORAIMA;5819;43
SANTA CATARINA;5819;810
SAO PAULO;5819;9728
SERGIPE;5819;125
TOCANTINS;5819;78
AMAZONAS;5827;5
AMAPA;5827;1
BAHIA;5827;30
CEARA;5827;38
DISTRITO FEDERAL;5827;7
ESPIRITO SANTO;5827;20
GOIAS;5827;20
MATO GROSSO;5827;4
MATO GROSSO DO SUL;5827;3
MINAS GERAIS;5827;80
PARA;5827;5
PARAIBA;5827;2
PARANA;5827;43
PERNAMBUCO;5827;14
PIAUI;5827;2
RIO DE JANEIRO;5827;41
RIO GRANDE DO NORTE;5827;8
RIO GRANDE DO SUL;5827;29
RONDONIA;5827;2
SANTA CATARINA;5827;27
SAO PAULO;5827;286
SERGIPE;5827;4
TOCANTINS;5827;1
ACRE;5835;67
ALAGOAS;5835;63
AMAZONAS;5835;180
AMAPA;5835;60
BAHIA;5835;673
CEARA;5835;316
DISTRITO FEDERAL;5835;141
ESPIRITO SANTO;5835;210
GOIAS;5835;546
MARANHAO;5835;166
MATO GROSSO;5835;397
MATO GROSSO DO SUL;5835;282
MINAS GERAIS;5835;1286
PARA;5835;811
PARAIBA;5835;194
PARANA;5835;833
PERNAMBUCO;5835;487
PIAUI;5835;117
RIO DE JANEIRO;5835;1302
RIO GRANDE DO NORTE;5835;248
RIO GRANDE DO SUL;5835;767
RONDONIA;5835;290
RORAIMA;5835;22
SANTA CATARINA;5835;1080
SAO PAULO;5835;2311
SERGIPE;5835;156
TOCANTINS;5835;119
ACRE;5843;5
ALAGOAS;5843;24
AMAZONAS;5843;789
AMAPA;5843;1
BAHIA;5843;208
CEARA;5843;369
DISTRITO FEDERAL;5843;1151
ESPIRITO SANTO;5843;72
GOIAS;5843;328
MARANHAO;5843;22
MATO GROSSO;5843;50
MATO GROSSO DO SUL;5843;110
MINAS GERAIS;5843;1015
PARA;5843;180
PARAIBA;5843;25
PARANA;5843;501
PERNAMBUCO;5843;114
PIAUI;5843;12
RIO DE JANEIRO;5843;190
RIO GRANDE DO NORTE;5843;173
RIO GRANDE DO SUL;5843;490
RONDONIA;5843;13
RORAIMA;5843;8
SANTA CATARINA;5843;313
SAO PAULO;5843;13721
SERGIPE;5843;11
TOCANTINS;5843;11
ACRE;5851;3
ALAGOAS;5851;5
AMAZONAS;5851;181
BAHIA;5851;24
CEARA;5851;197
DISTRITO FEDERAL;5851;83
ESPIRITO SANTO;5851;55
GOIAS;5851;36
MARANHAO;5851;11
MATO GROSSO;5851;10
MATO GROSSO DO SUL;5851;14
MINAS GERAIS;5851;268
PARA;5851;32
PARAIBA;5851;44
PARANA;5851;147
PERNAMBUCO;5851;154
PIAUI;5851;8
RIO DE JANEIRO;5851;149
RIO GRANDE DO NORTE;5851;1367
RIO GRANDE DO SUL;5851;63
RONDONIA;5851;4
RORAIMA;5851;2
SANTA CATARINA;5851;32
SAO PAULO;5851;2025
SERGIPE;5851;5
ACRE;5860;2
ALAGOAS;5860;1
AMAZONAS;5860;2
AMAPA;5860;3
BAHIA;5860;10
CEARA;5860;10
DISTRITO FEDERAL;5860;53
ESPIRITO SANTO;5860;5
GOIAS;5860;11
MARANHAO;5860;5
MATO GROSSO;5860;4
MATO GROSSO DO SUL;5860;3
MINAS GERAIS;5860;47
PARA;5860;90
PARAIBA;5860;5
PARANA;5860;17
PERNAMBUCO;5860;17
PIAUI;5860;5
RIO DE JANEIRO;5860;24
RIO GRANDE DO NORTE;5860;9
RIO GRANDE DO SUL;5860;24
RONDONIA;5860;4
SANTA CATARINA;5860;31
SAO PAULO;5860;136
SERGIPE;5860;1
TOCANTINS;5860;1
ACRE;5878;2
ALAGOAS;5878;3
AMAZONAS;5878;6
AMAPA;5878;1
BAHIA;5878;48
CEARA;5878;8
DISTRITO FEDERAL;5878;56
ESPIRITO SANTO;5878;53
GOIAS;5878;39
MARANHAO;5878;4
MATO GROSSO;5878;13
MATO GROSSO DO SUL;5878;36
MINAS GERAIS;5878;176
PARA;5878;11
PARAIBA;5878;3
PARANA;5878;109
PERNAMBUCO;5878;9
PIAUI;5878;1
RIO DE JANEIRO;5878;30
RIO GRANDE DO NORTE;5878;22
RIO GRANDE DO SUL;5878;57
RONDONIA;5878;2
SANTA CATARINA;5878;61
SAO PAULO;5878;752
SERGIPE;5878;9
TOCANTINS;5878;4
ALAGOAS;5886;1
AMAZONAS;5886;1
CEARA;5886;1
MINAS GERAIS;5886;1
PARA;5886;2
PARANA;5886;1
RIO DE JANEIRO;5886;1
SAO PAULO;5886;4
BAHIA;5894;3
CEARA;5894;1
MATO GROSSO;5894;1
MINAS GERAIS;5894;1
PARA;5894;2
PARANA;5894;3
RIO DE JANEIRO;5894;2
SANTA CATARINA;5894;2
SAO PAULO;5894;18
ALAGOAS;5908;6
AMAZONAS;5908;6
AMAPA;5908;1
BAHIA;5908;70
CEARA;5908;22
DISTRITO FEDERAL;5908;188
ESPIRITO SANTO;5908;28
GOIAS;5908;57
MARANHAO;5908;18
MATO GROSSO;5908;21
MATO GROSSO DO SUL;5908;8
MINAS GERAIS;5908;191
PARA;5908;43
PARAIBA;5908;33
PARANA;5908;42
PERNAMBUCO;5908;236
PIAUI;5908;7
RIO DE JANEIRO;5908;923
RIO GRANDE DO NORTE;5908;57
RIO GRANDE DO SUL;5908;61
RONDONIA;5908;1
RORAIMA;5908;1
SANTA CATARINA;5908;42
SAO PAULO;5908;720
SERGIPE;5908;11
TOCANTINS;5908;15
ALAGOAS;5916;1
BAHIA;5916;4
CEARA;5916;1
ESPIRITO SANTO;5916;1
GOIAS;5916;2
MATO GROSSO DO SUL;5916;4
MINAS GERAIS;5916;15
PARA;5916;4
PARANA;5916;15
PERNAMBUCO;5916;2
RIO DE JANEIRO;5916;5
RIO GRANDE DO SUL;5916;8
RONDONIA;5916;1
SANTA CATARINA;5916;10
SAO PAULO;5916;20
ALAGOAS;5924;2
AMAZONAS;5924;1
BAHIA;5924;16
CEARA;5924;4
DISTRITO FEDERAL;5924;6
ESPIRITO SANTO;5924;9
GOIAS;5924;11
MARANHAO;5924;2
MATO GROSSO;5924;6
MATO GROSSO DO SUL;5924;2
MINAS GERAIS;5924;35
PARA;5924;10
PARAIBA;5924;3
