UF;Cod_Infração;Quantidade
PERNAMBUCO;5452;776
PIAUI;5452;284
RIO DE JANEIRO;5452;11284
RIO GRANDE DO NORTE;5452;951
RIO GRANDE DO SUL;5452;491
RONDONIA;5452;63
RORAIMA;5452;11
SANTA CATARINA;5452;4545
SAO PAULO;5452;11418
SERGIPE;5452;44
TOCANTINS;5452;102
ALAGOAS;5460;71
AMAZONAS;5460;27
AMAPA;5460;1
BAHIA;5460;32
CEARA;5460;12
DISTRITO FEDERAL;5460;16
ESPIRITO SANTO;5460;8
GOIAS;5460;14
MARANHAO;5460;7
MATO GROSSO;5460;6
MATO GROSSO DO SUL;5460;6
MINAS GERAIS;5460;658
PARA;5460;15
PARAIBA;5460;75
PARANA;5460;2416
PERNAMBUCO;5460;28
PIAUI;5460;14
RIO DE JANEIRO;5460;274
RIO GRANDE DO NORTE;5460;21
RIO GRANDE DO SUL;5460;84
RONDONIA;5460;3
RORAIMA;5460;1
SANTA CATARINA;5460;544
SAO PAULO;5460;1288
SERGIPE;5460;2
TOCANTINS;5460;7
ALAGOAS;5479;16
AMAZONAS;5479;108
BAHIA;5479;49
CEARA;5479;33
DISTRITO FEDERAL;5479;23
ESPIRITO SANTO;5479;14
GOIAS;5479;10
MARANHAO;5479;9
MATO GROSSO;5479;4
MATO GROSSO DO SUL;5479;1
MINAS GERAIS;5479;176
PARA;5479;1
PARAIBA;5479;91
PARANA;5479;254
PERNAMBUCO;5479;31
PIAUI;5479;183
RIO DE JANEIRO;5479;472
RIO GRANDE DO NORTE;5479;121
RIO GRANDE DO SUL;5479;12
RONDONIA;5479;1
SANTA CATARINA;5479;207
SAO PAULO;5479;131
SERGIPE;5479;4
TOCANTINS;5479;7
ACRE;5487;3
ALAGOAS;5487;55
AMAZONAS;5487;993
AMAPA;5487;18
BAHIA;5487;326
CEARA;5487;75
DISTRITO FEDERAL;5487;60
ESPIRITO SANTO;5487;34
GOIAS;5487;34
MARANHAO;5487;50
MATO GROSSO;5487;14
MATO GROSSO DO SUL;5487;10
MINAS GERAIS;5487;935
PARA;5487;221
PARAIBA;5487;403
PARANA;5487;1236
PERNAMBUCO;5487;85
PIAUI;5487;264
RIO DE JANEIRO;5487;823
RIO GRANDE DO NORTE;5487;41
RIO GRANDE DO SUL;5487;75
RONDONIA;5487;27
RORAIMA;5487;4
SANTA CATARINA;5487;391
SAO PAULO;5487;1175
SERGIPE;5487;23
TOCANTINS;5487;10
ALAGOAS;5495;3
AMAZONAS;5495;13
AMAPA;5495;1
CEARA;5495;2
DISTRITO FEDERAL;5495;1
ESPIRITO SANTO;5495;9
GOIAS;5495;2
MARANHAO;5495;1
MINAS GERAIS;5495;14
PARA;5495;3
PARANA;5495;31
PERNAMBUCO;5495;3
PIAUI;5495;6
RIO DE JANEIRO;5495;11
RIO GRANDE DO NORTE;5495;1
RIO GRANDE DO SUL;5495;6
SANTA CATARINA;5495;19
SAO PAULO;5495;58
TOCANTINS;5495;2
ACRE;5509;1
ALAGOAS;5509;27
AMAZONAS;5509;55
AMAPA;5509;1
BAHIA;5509;159
CEARA;5509;40
DISTRITO FEDERAL;5509;127
ESPIRITO SANTO;5509;30
GOIAS;5509;42
MARANHAO;5509;32
MATO GROSSO;5509;5
MATO GROSSO DO SUL;5509;15
MINAS GERAIS;5509;1746
PARA;5509;55
PARAIBA;5509;78
PARANA;5509;1116
PERNAMBUCO;5509;117
PIAUI;5509;349
RIO DE JANEIRO;5509;1336
RIO GRANDE DO NORTE;5509;41
RIO GRANDE DO SUL;5509;56
RONDONIA;5509;9
RORAIMA;5509;1
SANTA CATARINA;5509;239
SAO PAULO;5509;1159
SERGIPE;5509;10
TOCANTINS;5509;11
AMAZONAS;5517;2
BAHIA;5517;3
CEARA;5517;1
DISTRITO FEDERAL;5517;1
ESPIRITO SANTO;5517;2
GOIAS;5517;1
MATO GROSSO;5517;2
MATO GROSSO DO SUL;5517;1
MINAS GERAIS;5517;28
PARANA;5517;14
PERNAMBUCO;5517;6
PIAUI;5517;1
RIO DE JANEIRO;5517;238
RIO GRANDE DO NORTE;5517;2
RIO GRANDE DO SUL;5517;2
RONDONIA;5517;13
RORAIMA;5517;1
SANTA CATARINA;5517;17
SAO PAULO;5517;72
SERGIPE;5517;1
ALAGOAS;5525;10
AMAZONAS;5525;41
AMAPA;5525;1
BAHIA;5525;99
CEARA;5525;32
DISTRITO FEDERAL;5525;47
ESPIRITO SANTO;5525;42
GOIAS;5525;48
MARANHAO;5525;20
MATO GROSSO;5525;6
MATO GROSSO DO SUL;5525;7
MINAS GERAIS;5525;808
PARA;5525;25
PARAIBA;5525;45
PARANA;5525;1664
PERNAMBUCO;5525;17
PIAUI;5525;32
RIO DE JANEIRO;5525;162
RIO GRANDE DO NORTE;5525;75
RIO GRANDE DO SUL;5525;115
RONDONIA;5525;7
RORAIMA;5525;2
SANTA CATARINA;5525;2870
SAO PAULO;5525;1851
SERGIPE;5525;13
TOCANTINS;5525;24
BAHIA;5533;1
CEARA;5533;1
MATO GROSSO;5533;3
MINAS GERAIS;5533;1
RIO GRANDE DO SUL;5533;2
SANTA CATARINA;5533;1
SAO PAULO;5533;2
TOCANTINS;5533;1
ACRE;5541;22
ALAGOAS;5541;99
AMAZONAS;5541;252
AMAPA;5541;32
BAHIA;5541;598
CEARA;5541;191
DISTRITO FEDERAL;5541;186
ESPIRITO SANTO;5541;215
GOIAS;5541;191
MARANHAO;5541;64
MATO GROSSO;5541;186
MATO GROSSO DO SUL;5541;269
MINAS GERAIS;5541;14136
PARA;5541;108
PARAIBA;5541;1353
PARANA;5541;60065
PERNAMBUCO;5541;291
PIAUI;5541;189
RIO DE JANEIRO;5541;6447
RIO GRANDE DO NORTE;5541;138
RIO GRANDE DO SUL;5541;1248
RONDONIA;5541;97
RORAIMA;5541;8
SANTA CATARINA;5541;5453
SAO PAULO;5541;33116
SERGIPE;5541;34
TOCANTINS;5541;82
ACRE;5550;10
ALAGOAS;5550;764
AMAZONAS;5550;1430
AMAPA;5550;28
BAHIA;5550;297
CEARA;5550;162
DISTRITO FEDERAL;5550;154
ESPIRITO SANTO;5550;184
GOIAS;5550;148
MARANHAO;5550;111
MATO GROSSO;5550;103
MATO GROSSO DO SUL;5550;86
MINAS GERAIS;5550;7046
PARA;5550;298
PARAIBA;5550;2177
PARANA;5550;20507
PERNAMBUCO;5550;532
PIAUI;5550;983
RIO DE JANEIRO;5550;6838
RIO GRANDE DO NORTE;5550;151
RIO GRANDE DO SUL;5550;981
RONDONIA;5550;33
RORAIMA;5550;6
SANTA CATARINA;5550;2549
SAO PAULO;5550;14310
SERGIPE;5550;54
TOCANTINS;5550;97
ACRE;5568;5
ALAGOAS;5568;168
AMAZONAS;5568;155
AMAPA;5568;17
BAHIA;5568;327
CEARA;5568;81
DISTRITO FEDERAL;5568;255
ESPIRITO SANTO;5568;147
GOIAS;5568;525
MARANHAO;5568;85
MATO GROSSO;5568;109
MATO GROSSO DO SUL;5568;141
MINAS GERAIS;5568;4969
PARA;5568;130
PARAIBA;5568;225
PARANA;5568;7787
PERNAMBUCO;5568;136
PIAUI;5568;324
RIO DE JANEIRO;5568;3232
RIO GRANDE DO NORTE;5568;80
RIO GRANDE DO SUL;5568;574
RONDONIA;5568;28
RORAIMA;5568;5
SANTA CATARINA;5568;2905
SAO PAULO;5568;9702
SERGIPE;5568;13
TOCANTINS;5568;46
ALAGOAS;5576;3
AMAZONAS;5576;1
BAHIA;5576;2
DISTRITO FEDERAL;5576;2
ESPIRITO SANTO;5576;3
GOIAS;5576;1
MINAS GERAIS;5576;43
PARA;5576;2
PARAIBA;5576;4
PARANA;5576;45
RIO DE JANEIRO;5576;30
RIO GRANDE DO NORTE;5576;1
RIO GRANDE DO SUL;5576;3
SANTA CATARINA;5576;62
SAO PAULO;5576;34
SERGIPE;5576;1
ALAGOAS;5584;1
MINAS GERAIS;5584;18
PARAIBA;5584;3
PARANA;5584;24
PERNAMBUCO;5584;1
RIO DE JANEIRO;5584;56
SANTA CATARINA;5584;7
SAO PAULO;5584;26
ALAGOAS;5592;8
AMAZONAS;5592;13
AMAPA;5592;1
BAHIA;5592;7
CEARA;5592;1
DISTRITO FEDERAL;5592;6
ESPIRITO SANTO;5592;1
GOIAS;5592;11
MARANHAO;5592;2
MATO GROSSO;5592;2
MATO GROSSO DO SUL;5592;4
MINAS GERAIS;5592;357
PARA;5592;23
PARAIBA;5592;2
PARANA;5592;418
PERNAMBUCO;5592;3
PIAUI;5592;1
RIO DE JANEIRO;5592;247
RIO GRANDE DO NORTE;5592;2
RIO GRANDE DO SUL;5592;52
RONDONIA;5592;2
RORAIMA;5592;2
SANTA CATARINA;5592;26
SAO PAULO;5592;221
TOCANTINS;5592;1
ALAGOAS;5606;2
AMAZONAS;5606;2
BAHIA;5606;2
CEARA;5606;1
DISTRITO FEDERAL;5606;3
ESPIRITO SANTO;5606;4
GOIAS;5606;1
MATO GROSSO;5606;2
MINAS GERAIS;5606;42
PARA;5606;2
PARAIBA;5606;1
PARANA;5606;73
PERNAMBUCO;5606;5
PIAUI;5606;1
RIO DE JANEIRO;5606;525
RIO GRANDE DO SUL;5606;3
SANTA CATARINA;5606;29
SAO PAULO;5606;33
ACRE;5614;7
ALAGOAS;5614;24
AMAZONAS;5614;14
AMAPA;5614;6
BAHIA;5614;114
CEARA;5614;126
DISTRITO FEDERAL;5614;71
ESPIRITO SANTO;5614;154
GOIAS;5614;114
MARANHAO;5614;32
MATO GROSSO;5614;25
MATO GROSSO DO SUL;5614;29
MINAS GERAIS;5614;691
PARA;5614;76
PARAIBA;5614;84
PARANA;5614;509
PERNAMBUCO;5614;211
PIAUI;5614;41
RIO DE JANEIRO;5614;775
RIO GRANDE DO NORTE;5614;197
RIO GRANDE DO SUL;5614;142
RONDONIA;5614;52
RORAIMA;5614;10
SANTA CATARINA;5614;535
SAO PAULO;5614;495
SERGIPE;5614;25
TOCANTINS;5614;16
ACRE;5622;4
ALAGOAS;5622;13
AMAZONAS;5622;16
AMAPA;5622;2
BAHIA;5622;24
CEARA;5622;40
DISTRITO FEDERAL;5622;33
ESPIRITO SANTO;5622;70
GOIAS;5622;29
MARANHAO;5622;8
MATO GROSSO;5622;15
MATO GROSSO DO SUL;5622;4
MINAS GERAIS;5622;377
PARA;5622;11
PARAIBA;5622;39
PARANA;5622;777
PERNAMBUCO;5622;28
PIAUI;5622;10
RIO DE JANEIRO;5622;773
RIO GRANDE DO NORTE;5622;95
RIO GRANDE DO SUL;5622;54
RONDONIA;5622;27
RORAIMA;5622;2
SANTA CATARINA;5622;322
SAO PAULO;5622;837
SERGIPE;5622;3
TOCANTINS;5622;1
ALAGOAS;5630;29
AMAZONAS;5630;4
BAHIA;5630;13
DISTRITO FEDERAL;5630;4
ESPIRITO SANTO;5630;58
GOIAS;5630;4
MARANHAO;5630;1
MATO GROSSO;5630;1
MATO GROSSO DO SUL;5630;1
MINAS GERAIS;5630;59
PARA;5630;6
PARAIBA;5630;3
PARANA;5630;457
PERNAMBUCO;5630;21
PIAUI;5630;3
RIO DE JANEIRO;5630;77
RIO GRANDE DO NORTE;5630;3
RIO GRANDE DO SUL;5630;6
RONDONIA;5630;4
RORAIMA;5630;1
SANTA CATARINA;5630;69
SAO PAULO;5630;68
AMAZONAS;5649;1
BAHIA;5649;4
CEARA;5649;2
DISTRITO FEDERAL;5649;1
ESPIRITO SANTO;5649;1
MATO GROSSO;5649;1
MINAS GERAIS;5649;5
PARANA;5649;3
PERNAMBUCO;5649;1
RIO DE JANEIRO;5649;35
RIO GRANDE DO NORTE;5649;3
RIO GRANDE DO SUL;5649;3
SANTA CATARINA;5649;4
SAO PAULO;5649;5
ALAGOAS;5657;1
AMAPA;5657;1
BAHIA;5657;3
CEARA;5657;6
DISTRITO FEDERAL;5657;1
ESPIRITO SANTO;5657;3
GOIAS;5657;4
MARANHAO;5657;3
MATO GROSSO;5657;4
MATO GROSSO DO SUL;5657;1
MINAS GERAIS;5657;42
PARA;5657;1
PARAIBA;5657;2
PARANA;5657;69
PERNAMBUCO;5657;2
PIAUI;5657;1
RIO DE JANEIRO;5657;17
RIO GRANDE DO NORTE;5657;4
RIO GRANDE DO SUL;5657;7
RONDONIA;5657;2
SANTA CATARINA;5657;113
SAO PAULO;5657;54
SERGIPE;5657;3
TOCANTINS;5657;2
ACRE;5665;1
ALAGOAS;5665;117
AMAZONAS;5665;6
AMAPA;5665;6
BAHIA;5665;33
CEARA;5665;10
DISTRITO FEDERAL;5665;155
ESPIRITO SANTO;5665;23
GOIAS;5665;76
MARANHAO;5665;6
MATO GROSSO;5665;9
MATO GROSSO DO SUL;5665;4
MINAS GERAIS;5665;712
PARA;5665;6
PARAIBA;5665;14
PARANA;5665;644
PERNAMBUCO;5665;8
PIAUI;5665;4
RIO DE JANEIRO;5665;3746
RIO GRANDE DO NORTE;5665;5
RIO GRANDE DO SUL;5665;107
RORAIMA;5665;1
SANTA CATARINA;5665;121
SAO PAULO;5665;565
SERGIPE;5665;3
ACRE;5673;5
ALAGOAS;5673;33
AMAZONAS;5673;34
AMAPA;5673;7
BAHIA;5673;57
CEARA;5673;28
DISTRITO FEDERAL;5673;30
ESPIRITO SANTO;5673;37
GOIAS;5673;35
MARANHAO;5673;48
MATO GROSSO;5673;110
MATO GROSSO DO SUL;5673;81
MINAS GERAIS;5673;1908
PARA;5673;359
PARAIBA;5673;228
PARANA;5673;6632
PERNAMBUCO;5673;47
PIAUI;5673;317
RIO DE JANEIRO;5673;2007
RIO GRANDE DO NORTE;5673;47
RIO GRANDE DO SUL;5673;281
RONDONIA;5673;19
RORAIMA;5673;6
SANTA CATARINA;5673;284
SAO PAULO;5673;7587
SERGIPE;5673;4
TOCANTINS;5673;94
ACRE;5681;1
ALAGOAS;5681;135
AMAZONAS;5681;16
AMAPA;5681;16
BAHIA;5681;31
CEARA;5681;24
DISTRITO FEDERAL;5681;2233
ESPIRITO SANTO;5681;9
GOIAS;5681;139
MARANHAO;5681;27
MATO GROSSO;5681;22
MATO GROSSO DO SUL;5681;19
MINAS GERAIS;5681;282
PARA;5681;2211
PARAIBA;5681;26
PARANA;5681;102
PERNAMBUCO;5681;28
PIAUI;5681;19
RIO DE JANEIRO;5681;1763
RIO GRANDE DO NORTE;5681;6
RIO GRANDE DO SUL;5681;23
RONDONIA;5681;5
RORAIMA;5681;2
SANTA CATARINA;5681;49
SAO PAULO;5681;815
SERGIPE;5681;4
TOCANTINS;5681;23
ACRE;5690;1
BAHIA;5690;12
CEARA;5690;5
DISTRITO FEDERAL;5690;96
ESPIRITO SANTO;5690;7
GOIAS;5690;68
MARANHAO;5690;2
MATO GROSSO;5690;9
MATO GROSSO DO SUL;5690;5
MINAS GERAIS;5690;976
PARA;5690;12
PARAIBA;5690;33
PARANA;5690;63
PERNAMBUCO;5690;9
PIAUI;5690;8
RIO DE JANEIRO;5690;74
RIO GRANDE DO NORTE;5690;4
RIO GRANDE DO SUL;5690;48
RONDONIA;5690;7
SANTA CATARINA;5690;110
SAO PAULO;5690;2147
SERGIPE;5690;1
TOCANTINS;5690;2
ACRE;5703;13
ALAGOAS;5703;18
AMAZONAS;5703;94
AMAPA;5703;4
BAHIA;5703;308
CEARA;5703;65
DISTRITO FEDERAL;5703;295
ESPIRITO SANTO;5703;270
GOIAS;5703;2950
MARANHAO;5703;49
MATO GROSSO;5703;351
MATO GROSSO DO SUL;5703;481
MINAS GERAIS;5703;2338
PARA;5703;89
PARAIBA;5703;43
PARANA;5703;14375
PERNAMBUCO;5703;110
PIAUI;5703;21
RIO DE JANEIRO;5703;1448
RIO GRANDE DO NORTE;5703;42
RIO GRANDE DO SUL;5703;2345
RONDONIA;5703;84
RORAIMA;5703;5
SANTA CATARINA;5703;5618
SAO PAULO;5703;11702
SERGIPE;5703;42
TOCANTINS;5703;129
ACRE;5711;11
ALAGOAS;5711;55
AMAZONAS;5711;24
AMAPA;5711;2
BAHIA;5711;376
CEARA;5711;193
DISTRITO FEDERAL;5711;126
ESPIRITO SANTO;5711;1875
GOIAS;5711;854
MARANHAO;5711;48
MATO GROSSO;5711;325
MATO GROSSO DO SUL;5711;392
MINAS GERAIS;5711;2174
PARA;5711;90
PARAIBA;5711;415
PARANA;5711;7624
PERNAMBUCO;5711;1162
PIAUI;5711;20
RIO DE JANEIRO;5711;537
RIO GRANDE DO NORTE;5711;143
RIO GRANDE DO SUL;5711;4181
RONDONIA;5711;108
RORAIMA;5711;8
SANTA CATARINA;5711;9737
SAO PAULO;5711;8835
SERGIPE;5711;43
TOCANTINS;5711;55
ACRE;5720;24
ALAGOAS;5720;550
AMAZONAS;5720;110
AMAPA;5720;10
BAHIA;5720;971
CEARA;5720;317
DISTRITO FEDERAL;5720;107
ESPIRITO SANTO;5720;332
GOIAS;5720;301
MARANHAO;5720;138
MATO GROSSO;5720;347
MATO GROSSO DO SUL;5720;151
MINAS GERAIS;5720;1278
PARA;5720;366
PARAIBA;5720;162
PARANA;5720;2029
PERNAMBUCO;5720;406
PIAUI;5720;208
RIO DE JANEIRO;5720;582
RIO GRANDE DO NORTE;5720;181
RIO GRANDE DO SUL;5720;534
RONDONIA;5720;323
RORAIMA;5720;18
SANTA CATARINA;5720;1962
SAO PAULO;5720;1111
SERGIPE;5720;131
TOCANTINS;5720;82
ACRE;5738;15
ALAGOAS;5738;246
AMAZONAS;5738;154
AMAPA;5738;16
BAHIA;5738;361
CEARA;5738;287
DISTRITO FEDERAL;5738;162
ESPIRITO SANTO;5738;202
GOIAS;5738;295
MARANHAO;5738;90
MATO GROSSO;5738;104
MATO GROSSO DO SUL;5738;48
MINAS GERAIS;5738;2289
PARA;5738;212
PARAIBA;5738;611
PARANA;5738;4506
PERNAMBUCO;5738;402
PIAUI;5738;286
RIO DE JANEIRO;5738;1141
RIO GRANDE DO NORTE;5738;230
RIO GRANDE DO SUL;5738;315
RONDONIA;5738;285
RORAIMA;5738;11
SANTA CATARINA;5738;1664
SAO PAULO;5738;4024
SERGIPE;5738;93
TOCANTINS;5738;79
ACRE;5746;11
ALAGOAS;5746;40
AMAZONAS;5746;57
AMAPA;5746;4
BAHIA;5746;407
CEARA;5746;155
DISTRITO FEDERAL;5746;197
ESPIRITO SANTO;5746;455
GOIAS;5746;452
MARANHAO;5746;60
MATO GROSSO;5746;537
MATO GROSSO DO SUL;5746;409
MINAS GERAIS;5746;6438
PARA;5746;104
PARAIBA;5746;68
PARANA;5746;3610
PERNAMBUCO;5746;252
PIAUI;5746;66
RIO DE JANEIRO;5746;4965
RIO GRANDE DO NORTE;5746;100
RIO GRANDE DO SUL;5746;847
RONDONIA;5746;110
RORAIMA;5746;10
SANTA CATARINA;5746;2281
SAO PAULO;5746;12303
SERGIPE;5746;46
TOCANTINS;5746;77
BAHIA;5762;13
CEARA;5762;4
DISTRITO FEDERAL;5762;4
ESPIRITO SANTO;5762;7
GOIAS;5762;12
MARANHAO;5762;3
MATO GROSSO;5762;9
MATO GROSSO DO SUL;5762;5
MINAS GERAIS;5762;18
PARA;5762;1
PARANA;5762;221
PERNAMBUCO;5762;1
PIAUI;5762;1
RIO DE JANEIRO;5762;12
RIO GRANDE DO NORTE;5762;20
RIO GRANDE DO SUL;5762;41
RONDONIA;5762;2
SANTA CATARINA;5762;88
SAO PAULO;5762;62
TOCANTINS;5762;1
ACRE;5770;9
ALAGOAS;5770;20
AMAZONAS;5770;20
AMAPA;5770;4
BAHIA;5770;189
CEARA;5770;116
DISTRITO FEDERAL;5770;77
ESPIRITO SANTO;5770;68
GOIAS;5770;106
MARANHAO;5770;30
MATO GROSSO;5770;21
MATO GROSSO DO SUL;5770;25
MINAS GERAIS;5770;299
PARA;5770;66
PARAIBA;5770;98
PARANA;5770;336
PERNAMBUCO;5770;263
PIAUI;5770;19
RIO DE JANEIRO;5770;376
RIO GRANDE DO NORTE;5770;92
RIO GRANDE DO SUL;5770;266
RONDONIA;5770;56
RORAIMA;5770;9
SANTA CATARINA;5770;512
SAO PAULO;5770;496
SERGIPE;5770;19
TOCANTINS;5770;7
BAHIA;5789;6
CEARA;5789;5
ESPIRITO SANTO;5789;8
GOIAS;5789;5
MATO GROSSO;5789;2
MATO GROSSO DO SUL;5789;2
MINAS GERAIS;5789;12
PARA;5789;6
PARAIBA;5789;5
PARANA;5789;12
PERNAMBUCO;5789;16
PIAUI;5789;3
RIO DE JANEIRO;5789;27
RIO GRANDE DO NORTE;5789;2
RIO GRANDE DO SUL;5789;15
RONDONIA;5789;1
RORAIMA;5789;1
SANTA CATARINA;5789;18
SAO PAULO;5789;14
SERGIPE;5789;1
ACRE;5797;7
ALAGOAS;5797;32
AMAZONAS;5797;37
AMAPA;5797;7
BAHIA;5797;353
CEARA;5797;193
DISTRITO FEDERAL;5797;69
ESPIRITO SANTO;5797;155
GOIAS;5797;186
MARANHAO;5797;104
MATO GROSSO;5797;265
MATO GROSSO DO SUL;5797;99
MINAS GERAIS;5797;591
PARA;5797;141
PARAIBA;5797;59
PARANA;5797;408
PERNAMBUCO;5797;97
PIAUI;5797;64
RIO DE JANEIRO;5797;178
RIO GRANDE DO NORTE;5797;48
RIO GRANDE DO SUL;5797;190
RONDONIA;5797;125
RORAIMA;5797;16
SANTA CATARINA;5797;609
SAO PAULO;5797;570
SERGIPE;5797;39
TOCANTINS;5797;57
ACRE;5800;1
ALAGOAS;5800;12
AMAZONAS;5800;7
AMAPA;5800;2
BAHIA;5800;476
CEARA;5800;35
DISTRITO FEDERAL;5800;85
ESPIRITO SANTO;5800;93
GOIAS;5800;544
MARANHAO;5800;17
MATO GROSSO;5800;110
MATO GROSSO DO SUL;5800;61
MINAS GERAIS;5800;2206
PARA;5800;27
PARAIBA;5800;517
PARANA;5800;1163
PERNAMBUCO;5800;68
PIAUI;5800;12
RIO DE JANEIRO;5800;1066
RIO GRANDE DO NORTE;5800;16
RIO GRANDE DO SUL;5800;1124
RONDONIA;5800;45
RORAIMA;5800;3
SANTA CATARINA;5800;9051
SAO PAULO;5800;18826
SERGIPE;5800;20
TOCANTINS;5800;14
ACRE;5819;26
ALAGOAS;5819;352
AMAZONAS;5819;211
AMAPA;5819;47
BAHIA;5819;1277
CEARA;5819;1653
DISTRITO FEDERAL;5819;2700
ESPIRITO SANTO;5819;1070
GOIAS;5819;3953
MARANHAO;5819;1068
MATO GROSSO;5819;452
MATO GROSSO DO SUL;5819;157
MINAS GERAIS;5819;4204
PARA;5819;1877
PARAIBA;5819;1168
PARANA;5819;4385
PERNAMBUCO;5819;3542
PIAUI;5819;412
RIO DE JANEIRO;5819;12368
RIO GRANDE DO NORTE;5819;864
RIO GRANDE DO SUL;5819;1035
RONDONIA;5819;795
RORAIMA;5819;401
SANTA CATARINA;5819;4202
SAO PAULO;5819;11835
SERGIPE;5819;149
TOCANTINS;5819;121
ACRE;5827;5
ALAGOAS;5827;4
AMAZONAS;5827;4
AMAPA;5827;3
BAHIA;5827;28
CEARA;5827;11
DISTRITO FEDERAL;5827;14
ESPIRITO SANTO;5827;21
GOIAS;5827;25
MARANHAO;5827;3
MATO GROSSO;5827;4
MATO GROSSO DO SUL;5827;3
MINAS GERAIS;5827;180
PARA;5827;4
PARAIBA;5827;7
PARANA;5827;142
PERNAMBUCO;5827;27
PIAUI;5827;3
RIO DE JANEIRO;5827;200
RIO GRANDE DO NORTE;5827;11
RIO GRANDE DO SUL;5827;32
RONDONIA;5827;4
SANTA CATARINA;5827;64
SAO PAULO;5827;351
SERGIPE;5827;2
ACRE;5835;26
ALAGOAS;5835;120
AMAZONAS;5835;131
AMAPA;5835;36
BAHIA;5835;434
CEARA;5835;874
DISTRITO FEDERAL;5835;102
ESPIRITO SANTO;5835;420
GOIAS;5835;355
MARANHAO;5835;124
MATO GROSSO;5835;277
MATO GROSSO DO SUL;5835;152
MINAS GERAIS;5835;1594
PARA;5835;178
PARAIBA;5835;386
PARANA;5835;1083
PERNAMBUCO;5835;296
PIAUI;5835;316
RIO DE JANEIRO;5835;586
RIO GRANDE DO NORTE;5835;235
RIO GRANDE DO SUL;5835;506
RONDONIA;5835;343
RORAIMA;5835;46
SANTA CATARINA;5835;2645
SAO PAULO;5835;1277
SERGIPE;5835;133
TOCANTINS;5835;76
ACRE;5843;8
ALAGOAS;5843;295
AMAZONAS;5843;71
AMAPA;5843;2
BAHIA;5843;360
CEARA;5843;232
DISTRITO FEDERAL;5843;360
ESPIRITO SANTO;5843;68
GOIAS;5843;977
MARANHAO;5843;16
MATO GROSSO;5843;54
MATO GROSSO DO SUL;5843;61
MINAS GERAIS;5843;1119
PARA;5843;54
PARAIBA;5843;179
PARANA;5843;1456
PERNAMBUCO;5843;173
PIAUI;5843;68
RIO DE JANEIRO;5843;584
RIO GRANDE DO NORTE;5843;65
RIO GRANDE DO SUL;5843;396
RONDONIA;5843;116
RORAIMA;5843;15
SANTA CATARINA;5843;1931
SAO PAULO;5843;6622
SERGIPE;5843;39
TOCANTINS;5843;23
ALAGOAS;5851;11
AMAZONAS;5851;75
AMAPA;5851;1
BAHIA;5851;22
CEARA;5851;619
DISTRITO FEDERAL;5851;17
ESPIRITO SANTO;5851;9
GOIAS;5851;10
MARANHAO;5851;3
MATO GROSSO;5851;18
MATO GROSSO DO SUL;5851;12
MINAS GERAIS;5851;171
PARA;5851;10
PARAIBA;5851;16
PARANA;5851;725
PERNAMBUCO;5851;20
PIAUI;5851;8
RIO DE JANEIRO;5851;57
RIO GRANDE DO NORTE;5851;276
RIO GRANDE DO SUL;5851;44
RONDONIA;5851;17
RORAIMA;5851;7
SANTA CATARINA;5851;90
SAO PAULO;5851;438
SERGIPE;5851;2
TOCANTINS;5851;2
ACRE;5860;2
ALAGOAS;5860;18
AMAZONAS;5860;5
AMAPA;5860;3
BAHIA;5860;98
CEARA;5860;39
DISTRITO FEDERAL;5860;32
ESPIRITO SANTO;5860;47
GOIAS;5860;21
MARANHAO;5860;9
MATO GROSSO;5860;17
MATO GROSSO DO SUL;5860;8
MINAS GERAIS;5860;196
PARA;5860;53
PARAIBA;5860;43
PARANA;5860;171
PERNAMBUCO;5860;336
PIAUI;5860;9
RIO DE JANEIRO;5860;476
RIO GRANDE DO NORTE;5860;56
RIO GRANDE DO SUL;5860;127
RONDONIA;5860;16
RORAIMA;5860;8
SANTA CATARINA;5860;170
SAO PAULO;5860;560
SERGIPE;5860;2
TOCANTINS;5860;7
ACRE;5878;8
ALAGOAS;5878;5
AMAZONAS;5878;14
BAHIA;5878;49
CEARA;5878;37
DISTRITO FEDERAL;5878;53
ESPIRITO SANTO;5878;47
GOIAS;5878;149
MARANHAO;5878;26
MATO GROSSO;5878;30
MATO GROSSO DO SUL;5878;16
MINAS GERAIS;5878;532
PARA;5878;37
PARAIBA;5878;30
PARANA;5878;643
PERNAMBUCO;5878;44
PIAUI;5878;24
RIO DE JANEIRO;5878;333
RIO GRANDE DO NORTE;5878;35
RIO GRANDE DO SUL;5878;109
RONDONIA;5878;12
RORAIMA;5878;2
SANTA CATARINA;5878;508
SAO PAULO;5878;1969
SERGIPE;5878;11
TOCANTINS;5878;13
MINAS GERAIS;5886;2
PARANA;5886;1
RONDONIA;5886;1
SAO PAULO;5886;7
ACRE;5894;1
AMAZONAS;5894;1
BAHIA;5894;14
DISTRITO FEDERAL;5894;2
ESPIRITO SANTO;5894;4
GOIAS;5894;1
MATO GROSSO;5894;2
MATO GROSSO DO SUL;5894;1
MINAS GERAIS;5894;7
PARA;5894;1
PARAIBA;5894;4
PARANA;5894;17
RIO DE JANEIRO;5894;7
RIO GRANDE DO SUL;5894;15
RORAIMA;5894;3
SANTA CATARINA;5894;85
SAO PAULO;5894;85
SERGIPE;5894;1
TOCANTINS;5894;1
ACRE;5908;9
ALAGOAS;5908;38
AMAZONAS;5908;50
AMAPA;5908;5
