UF;COD_INFRACAO;QUANTIDADE
RONDONIA;5096;6
SANTA CATARINA;5096;3
SAO PAULO;5096;64
ALAGOAS;5100;1
BAHIA;5100;1
RIO GRANDE DO SUL;5100;2
ACRE;5118;29
ALAGOAS;5118;89
AMAPA;5118;47
BAHIA;5118;69
CEARA;5118;57
DISTRITO FEDERAL;5118;6
ESPIRITO SANTO;5118;17
GOIAS;5118;14
MARANHAO;5118;1
MATO GROSSO;5118;11
MATO GROSSO DO SUL;5118;11
MINAS GERAIS;5118;60
PARA;5118;36
PARAIBA;5118;1
PARANA;5118;72
PERNAMBUCO;5118;20
PIAUI;5118;1
RIO DE JANEIRO;5118;5
RIO GRANDE DO NORTE;5118;2
RIO GRANDE DO SUL;5118;657
RONDONIA;5118;223
SANTA CATARINA;5118;64
SAO PAULO;5118;3332
SERGIPE;5118;1
TOCANTINS;5118;2
ALAGOAS;5126;3
AMAPA;5126;2
ESPIRITO SANTO;5126;3
MINAS GERAIS;5126;2
PARA;5126;1
PARANA;5126;8
PERNAMBUCO;5126;1
RIO GRANDE DO SUL;5126;102
RONDONIA;5126;4
SANTA CATARINA;5126;4
SAO PAULO;5126;121
ALAGOAS;5134;1
AMAPA;5134;1
BAHIA;5134;1
CEARA;5134;1
GOIAS;5134;1
MATO GROSSO;5134;1
MINAS GERAIS;5134;3
PARAIBA;5134;1
PARANA;5134;1
RIO DE JANEIRO;5134;1
RIO GRANDE DO SUL;5134;59
RONDONIA;5134;3
SANTA CATARINA;5134;2
SAO PAULO;5134;111
ACRE;5142;5
ALAGOAS;5142;1
AMAPA;5142;7
BAHIA;5142;4
CEARA;5142;13
ESPIRITO SANTO;5142;3
GOIAS;5142;2
MATO GROSSO DO SUL;5142;1
MINAS GERAIS;5142;11
PARA;5142;5
PARAIBA;5142;1
PARANA;5142;13
PERNAMBUCO;5142;1
PIAUI;5142;1
RIO DE JANEIRO;5142;1
RIO GRANDE DO SUL;5142;91
RONDONIA;5142;37
SANTA CATARINA;5142;14
SAO PAULO;5142;532
BAHIA;5150;2
MATO GROSSO;5150;1
RIO GRANDE DO SUL;5150;29
SANTA CATARINA;5150;2
SAO PAULO;5150;8
ACRE;5169;42
ALAGOAS;5169;30
AMAPA;5169;175
BAHIA;5169;25
CEARA;5169;4
DISTRITO FEDERAL;5169;1559
ESPIRITO SANTO;5169;8
GOIAS;5169;257
MATO GROSSO;5169;39
MATO GROSSO DO SUL;5169;9
MINAS GERAIS;5169;95
PARA;5169;37
PARAIBA;5169;1
PARANA;5169;34
PERNAMBUCO;5169;71
PIAUI;5169;1
RIO DE JANEIRO;5169;19
RIO GRANDE DO NORTE;5169;4
RIO GRANDE DO SUL;5169;90
RONDONIA;5169;196
RORAIMA;5169;1
SANTA CATARINA;5169;10
SAO PAULO;5169;1381
SERGIPE;5169;4
TOCANTINS;5169;4
AMAPA;5177;4
DISTRITO FEDERAL;5177;1
GOIAS;5177;1
MINAS GERAIS;5177;4
PARANA;5177;3
RIO GRANDE DO SUL;5177;13
RONDONIA;5177;3
SANTA CATARINA;5177;1
SAO PAULO;5177;42
ACRE;5185;56
ALAGOAS;5185;258
AMAZONAS;5185;38
AMAPA;5185;7326
BAHIA;5185;1381
CEARA;5185;327
DISTRITO FEDERAL;5185;2484
ESPIRITO SANTO;5185;1319
GOIAS;5185;19917
MARANHAO;5185;93
MATO GROSSO;5185;2426
MATO GROSSO DO SUL;5185;158
MINAS GERAIS;5185;2334
PARA;5185;578
PARAIBA;5185;92
PARANA;5185;477
PERNAMBUCO;5185;1916
PIAUI;5185;37
RIO DE JANEIRO;5185;279
RIO GRANDE DO NORTE;5185;4188
RIO GRANDE DO SUL;5185;3177
RONDONIA;5185;244
RORAIMA;5185;22
SANTA CATARINA;5185;626
SAO PAULO;5185;32486
SERGIPE;5185;227
TOCANTINS;5185;140
ACRE;5193;2
ALAGOAS;5193;24
AMAZONAS;5193;1
AMAPA;5193;147
BAHIA;5193;53
CEARA;5193;13
DISTRITO FEDERAL;5193;110
ESPIRITO SANTO;5193;157
GOIAS;5193;233
MARANHAO;5193;3
MATO GROSSO;5193;130
MATO GROSSO DO SUL;5193;6
MINAS GERAIS;5193;64
PARA;5193;37
PARAIBA;5193;7
PARANA;5193;22
PERNAMBUCO;5193;68
PIAUI;5193;1
RIO DE JANEIRO;5193;16
RIO GRANDE DO NORTE;5193;69
RIO GRANDE DO SUL;5193;223
RONDONIA;5193;23
SANTA CATARINA;5193;22
SAO PAULO;5193;927
SERGIPE;5193;4
TOCANTINS;5193;1
ACRE;5207;29
ALAGOAS;5207;64
AMAZONAS;5207;1
AMAPA;5207;52
BAHIA;5207;90
CEARA;5207;43
DISTRITO FEDERAL;5207;234
ESPIRITO SANTO;5207;103
GOIAS;5207;2128
MARANHAO;5207;12
MATO GROSSO;5207;69
MATO GROSSO DO SUL;5207;10
MINAS GERAIS;5207;246
PARA;5207;19
PARAIBA;5207;4
PARANA;5207;37
PERNAMBUCO;5207;1710
PIAUI;5207;9
RIO DE JANEIRO;5207;20
RIO GRANDE DO NORTE;5207;741
RIO GRANDE DO SUL;5207;275
RONDONIA;5207;40
RORAIMA;5207;1
SANTA CATARINA;5207;52
SAO PAULO;5207;7983
SERGIPE;5207;11
TOCANTINS;5207;12
ACRE;5215;6
ALAGOAS;5215;8
AMAZONAS;5215;2
AMAPA;5215;30
BAHIA;5215;82
CEARA;5215;2
DISTRITO FEDERAL;5215;77
ESPIRITO SANTO;5215;33
GOIAS;5215;56
MATO GROSSO;5215;1
MATO GROSSO DO SUL;5215;4
MINAS GERAIS;5215;26
PARA;5215;14
PARAIBA;5215;1
PARANA;5215;8
PERNAMBUCO;5215;34
PIAUI;5215;2
RIO DE JANEIRO;5215;3
RIO GRANDE DO NORTE;5215;30
RIO GRANDE DO SUL;5215;38
RONDONIA;5215;18
SANTA CATARINA;5215;15
SAO PAULO;5215;1150
SERGIPE;5215;11
TOCANTINS;5215;3
AMAPA;5223;2
BAHIA;5223;2
DISTRITO FEDERAL;5223;1
ESPIRITO SANTO;5223;4
GOIAS;5223;2
MATO GROSSO;5223;1
PERNAMBUCO;5223;3
RIO GRANDE DO NORTE;5223;1
RIO GRANDE DO SUL;5223;5
RONDONIA;5223;1
SANTA CATARINA;5223;1
SAO PAULO;5223;2
SERGIPE;5223;2
ALAGOAS;5231;2
AMAPA;5231;1
BAHIA;5231;2
DISTRITO FEDERAL;5231;3
ESPIRITO SANTO;5231;9
GOIAS;5231;18
MATO GROSSO;5231;4
MATO GROSSO DO SUL;5231;2
MINAS GERAIS;5231;6
PARANA;5231;1
PERNAMBUCO;5231;55
RIO DE JANEIRO;5231;1
RIO GRANDE DO NORTE;5231;4
RIO GRANDE DO SUL;5231;19
SANTA CATARINA;5231;4
SAO PAULO;5231;106
SERGIPE;5231;2
DISTRITO FEDERAL;5240;11
GOIAS;5240;4
PARA;5240;1
PARANA;5240;1
RIO GRANDE DO SUL;5240;12
RONDONIA;5240;1
SAO PAULO;5240;28
ALAGOAS;5258;1
AMAPA;5258;4
BAHIA;5258;6
DISTRITO FEDERAL;5258;44
GOIAS;5258;12
MATO GROSSO;5258;1
MINAS GERAIS;5258;3
PERNAMBUCO;5258;2
RIO DE JANEIRO;5258;1
RIO GRANDE DO NORTE;5258;4
RIO GRANDE DO SUL;5258;5
SANTA CATARINA;5258;4
SAO PAULO;5258;74
SERGIPE;5258;1
ALAGOAS;5266;1
BAHIA;5266;9
DISTRITO FEDERAL;5266;9
GOIAS;5266;1
MATO GROSSO;5266;1
MINAS GERAIS;5266;7
PARANA;5266;1
PERNAMBUCO;5266;3
RIO GRANDE DO SUL;5266;4
RONDONIA;5266;1
SAO PAULO;5266;34
ACRE;5274;10
ALAGOAS;5274;37
AMAPA;5274;10
BAHIA;5274;59
CEARA;5274;7
DISTRITO FEDERAL;5274;457
ESPIRITO SANTO;5274;8
GOIAS;5274;401
MARANHAO;5274;3
MATO GROSSO;5274;25
MATO GROSSO DO SUL;5274;3
MINAS GERAIS;5274;52
PARA;5274;16
PARAIBA;5274;1
PARANA;5274;52
PERNAMBUCO;5274;16
PIAUI;5274;2
RIO DE JANEIRO;5274;10
RIO GRANDE DO NORTE;5274;12
RIO GRANDE DO SUL;5274;148
RONDONIA;5274;31
SANTA CATARINA;5274;33
SAO PAULO;5274;2843
SERGIPE;5274;5
TOCANTINS;5274;3
ACRE;5282;5
AMAPA;5282;9
DISTRITO FEDERAL;5282;9
GOIAS;5282;3
MATO GROSSO;5282;2
MINAS GERAIS;5282;3
PARA;5282;1
PARAIBA;5282;2
RIO GRANDE DO NORTE;5282;1
RIO GRANDE DO SUL;5282;6
SANTA CATARINA;5282;3
SAO PAULO;5282;33
DISTRITO FEDERAL;5290;1
GOIAS;5290;1
MATO GROSSO;5290;1
RIO GRANDE DO SUL;5290;1
SAO PAULO;5290;5
DISTRITO FEDERAL;5304;5
GOIAS;5304;4
MATO GROSSO;5304;1
PARANA;5304;2
RIO GRANDE DO SUL;5304;3
SANTA CATARINA;5304;1
SAO PAULO;5304;14
DISTRITO FEDERAL;5312;1
SAO PAULO;5312;1
ALAGOAS;5320;2
GOIAS;5320;1
MATO GROSSO;5320;1
PARANA;5320;1
RIO GRANDE DO SUL;5320;5
RONDONIA;5320;1
SANTA CATARINA;5320;1
SAO PAULO;5320;11
AMAPA;5339;2
SAO PAULO;5339;1
AMAPA;5347;9
BAHIA;5347;2
DISTRITO FEDERAL;5347;1
ESPIRITO SANTO;5347;9
GOIAS;5347;1
MATO GROSSO;5347;8
MINAS GERAIS;5347;1
PARA;5347;1
PARANA;5347;2
PERNAMBUCO;5347;2
RIO DE JANEIRO;5347;1
RIO GRANDE DO NORTE;5347;1
RIO GRANDE DO SUL;5347;10
SANTA CATARINA;5347;2
SAO PAULO;5347;11
SERGIPE;5347;4
AMAZONAS;5355;1
GOIAS;5355;3
RIO GRANDE DO NORTE;5363;1
AMAPA;5371;1
BAHIA;5371;2
DISTRITO FEDERAL;5371;1
ESPIRITO SANTO;5371;5
GOIAS;5371;6
RIO GRANDE DO NORTE;5371;1
RIO GRANDE DO SUL;5371;1
SAO PAULO;5371;23
ACRE;5380;1
ALAGOAS;5380;82
AMAPA;5380;44
BAHIA;5380;131
CEARA;5380;30
DISTRITO FEDERAL;5380;79
ESPIRITO SANTO;5380;117
GOIAS;5380;438
MARANHAO;5380;1
MATO GROSSO;5380;29
MATO GROSSO DO SUL;5380;16
MINAS GERAIS;5380;45
PARA;5380;15
PARAIBA;5380;2
PARANA;5380;13
PERNAMBUCO;5380;306
PIAUI;5380;3
RIO DE JANEIRO;5380;28
RIO GRANDE DO NORTE;5380;46
RIO GRANDE DO SUL;5380;41
RONDONIA;5380;4
SANTA CATARINA;5380;22
SAO PAULO;5380;1010
SERGIPE;5380;91
TOCANTINS;5380;2
AMAPA;5398;2
BAHIA;5398;12
DISTRITO FEDERAL;5398;6
ESPIRITO SANTO;5398;8
GOIAS;5398;25
MATO GROSSO;5398;3
MATO GROSSO DO SUL;5398;2
MINAS GERAIS;5398;6
PARA;5398;1
PARANA;5398;2
PERNAMBUCO;5398;3
RIO GRANDE DO NORTE;5398;3
RIO GRANDE DO SUL;5398;18
SANTA CATARINA;5398;2
SAO PAULO;5398;85
SERGIPE;5398;2
ALAGOAS;5401;6
AMAPA;5401;2
BAHIA;5401;27
CEARA;5401;1
DISTRITO FEDERAL;5401;6
ESPIRITO SANTO;5401;19
GOIAS;5401;18
MATO GROSSO;5401;4
MATO GROSSO DO SUL;5401;1
MINAS GERAIS;5401;7
PARA;5401;1
PARANA;5401;5
PERNAMBUCO;5401;20
RIO DE JANEIRO;5401;2
RIO GRANDE DO NORTE;5401;10
RIO GRANDE DO SUL;5401;42
RONDONIA;5401;1
SANTA CATARINA;5401;4
SAO PAULO;5401;127
SERGIPE;5401;27
ACRE;5410;1
ALAGOAS;5410;38
AMAPA;5410;21
BAHIA;5410;40
CEARA;5410;5
DISTRITO FEDERAL;5410;237
ESPIRITO SANTO;5410;64
GOIAS;5410;89
MARANHAO;5410;1
MATO GROSSO;5410;11
MATO GROSSO DO SUL;5410;13
MINAS GERAIS;5410;20
PARA;5410;6
PARAIBA;5410;1
PARANA;5410;1
PERNAMBUCO;5410;144
RIO DE JANEIRO;5410;3
RIO GRANDE DO NORTE;5410;43
RIO GRANDE DO SUL;5410;17
RONDONIA;5410;3
SANTA CATARINA;5410;8
SAO PAULO;5410;221
SERGIPE;5410;12
ALAGOAS;5428;5
AMAZONAS;5428;1
AMAPA;5428;159
BAHIA;5428;8
DISTRITO FEDERAL;5428;7
ESPIRITO SANTO;5428;16
GOIAS;5428;18
MARANHAO;5428;1
MATO GROSSO;5428;3
MATO GROSSO DO SUL;5428;4
MINAS GERAIS;5428;36
PARA;5428;62
PARAIBA;5428;3
PARANA;5428;6
PERNAMBUCO;5428;22
PIAUI;5428;1
RIO DE JANEIRO;5428;5
RIO GRANDE DO NORTE;5428;3
RIO GRANDE DO SUL;5428;10
RONDONIA;5428;1
SANTA CATARINA;5428;10
SAO PAULO;5428;71
SERGIPE;5428;1
ESPIRITO SANTO;5436;1
GOIAS;5436;4
MATO GROSSO;5436;1
MINAS GERAIS;5436;2
PARA;5436;1
PARAIBA;5436;1
RIO GRANDE DO SUL;5436;1
SANTA CATARINA;5436;1
SAO PAULO;5436;5
ALAGOAS;5444;2
AMAPA;5444;2
BAHIA;5444;41
DISTRITO FEDERAL;5444;9
GOIAS;5444;50
MATO GROSSO;5444;1
MATO GROSSO DO SUL;5444;1
MINAS GERAIS;5444;8
PARA;5444;1
PARANA;5444;7
PERNAMBUCO;5444;1
RIO DE JANEIRO;5444;1
RIO GRANDE DO SUL;5444;25
RONDONIA;5444;1
SANTA CATARINA;5444;9
SAO PAULO;5444;16
TOCANTINS;5444;1
ACRE;5452;73
ALAGOAS;5452;164
AMAZONAS;5452;9
AMAPA;5452;608
BAHIA;5452;2447
CEARA;5452;398
DISTRITO FEDERAL;5452;633
ESPIRITO SANTO;5452;2415
GOIAS;5452;2339
MARANHAO;5452;19
MATO GROSSO;5452;110
MATO GROSSO DO SUL;5452;43
MINAS GERAIS;5452;596
PARA;5452;95
PARAIBA;5452;33
PARANA;5452;128
PERNAMBUCO;5452;7523
PIAUI;5452;13
RIO DE JANEIRO;5452;239
RIO GRANDE DO NORTE;5452;596
RIO GRANDE DO SUL;5452;549
RONDONIA;5452;35
RORAIMA;5452;3
SANTA CATARINA;5452;170
SAO PAULO;5452;7608
SERGIPE;5452;460
TOCANTINS;5452;22
ACRE;5460;2
ALAGOAS;5460;1
AMAZONAS;5460;1
AMAPA;5460;39
BAHIA;5460;100
CEARA;5460;8
DISTRITO FEDERAL;5460;25
ESPIRITO SANTO;5460;305
GOIAS;5460;72
MATO GROSSO;5460;41
MATO GROSSO DO SUL;5460;10
MINAS GERAIS;5460;63
PARA;5460;1
PARAIBA;5460;5
PARANA;5460;25
PERNAMBUCO;5460;487
RIO DE JANEIRO;5460;16
RIO GRANDE DO NORTE;5460;71
RIO GRANDE DO SUL;5460;135
RONDONIA;5460;2
SANTA CATARINA;5460;40
SAO PAULO;5460;586
SERGIPE;5460;31
ACRE;5479;11
ALAGOAS;5479;13
AMAZONAS;5479;2
AMAPA;5479;234
BAHIA;5479;289
CEARA;5479;72
DISTRITO FEDERAL;5479;289
ESPIRITO SANTO;5479;146
GOIAS;5479;38
MATO GROSSO DO SUL;5479;17
MINAS GERAIS;5479;45
PARA;5479;10
PARAIBA;5479;20
PARANA;5479;6
PERNAMBUCO;5479;302
PIAUI;5479;3
RIO DE JANEIRO;5479;17
RIO GRANDE DO NORTE;5479;1439
RIO GRANDE DO SUL;5479;10
RONDONIA;5479;6
SANTA CATARINA;5479;19
SAO PAULO;5479;98
SERGIPE;5479;75
TOCANTINS;5479;2
ACRE;5487;13
ALAGOAS;5487;25
AMAZONAS;5487;8
AMAPA;5487;1356
BAHIA;5487;1010
CEARA;5487;59
DISTRITO FEDERAL;5487;59
ESPIRITO SANTO;5487;387
GOIAS;5487;255
MARANHAO;5487;6
MATO GROSSO;5487;50
MATO GROSSO DO SUL;5487;28
MINAS GERAIS;5487;164
PARA;5487;87
PARAIBA;5487;17
PARANA;5487;37
PERNAMBUCO;5487;615
PIAUI;5487;3
RIO DE JANEIRO;5487;58
RIO GRANDE DO NORTE;5487;557
RIO GRANDE DO SUL;5487;100
RONDONIA;5487;13
RORAIMA;5487;5
SANTA CATARINA;5487;31
SAO PAULO;5487;2194
SERGIPE;5487;168
AMAPA;5495;11
BAHIA;5495;3
CEARA;5495;7
DISTRITO FEDERAL;5495;12
ESPIRITO SANTO;5495;3
GOIAS;5495;11
MATO GROSSO;5495;6
MATO GROSSO DO SUL;5495;3
MINAS GERAIS;5495;5
PARA;5495;5
PARAIBA;5495;1
PARANA;5495;2
PERNAMBUCO;5495;19
RIO GRANDE DO NORTE;5495;50
RIO GRANDE DO SUL;5495;2
SAO PAULO;5495;25
SERGIPE;5495;1
ACRE;5509;47
ALAGOAS;5509;7
AMAZONAS;5509;1
AMAPA;5509;30
BAHIA;5509;489
CEARA;5509;26
DISTRITO FEDERAL;5509;30
ESPIRITO SANTO;5509;424
GOIAS;5509;24
MATO GROSSO;5509;48
MATO GROSSO DO SUL;5509;9
MINAS GERAIS;5509;129
PARA;5509;14
PARAIBA;5509;3
PARANA;5509;15
PERNAMBUCO;5509;174
PIAUI;5509;5
RIO DE JANEIRO;5509;37
RIO GRANDE DO NORTE;5509;264
RIO GRANDE DO SUL;5509;132
RONDONIA;5509;6
SANTA CATARINA;5509;49
SAO PAULO;5509;1110
SERGIPE;5509;19
ALAGOAS;5517;2
AMAPA;5517;3
BAHIA;5517;43
GOIAS;5517;4
MINAS GERAIS;5517;1
PARANA;5517;1
PERNAMBUCO;5517;7
RIO GRANDE DO SUL;5517;1
SANTA CATARINA;5517;1
SAO PAULO;5517;25
SERGIPE;5517;1
ACRE;5525;5
ALAGOAS;5525;53
AMAZONAS;5525;2
AMAPA;5525;31
BAHIA;5525;88
CEARA;5525;11
DISTRITO FEDERAL;5525;56
ESPIRITO SANTO;5525;184
GOIAS;5525;188
MATO GROSSO;5525;20
MATO GROSSO DO SUL;5525;16
MINAS GERAIS;5525;92
PARA;5525;8
PARAIBA;5525;6
PARANA;5525;26
PERNAMBUCO;5525;391
RIO DE JANEIRO;5525;14
RIO GRANDE DO NORTE;5525;57
RIO GRANDE DO SUL;5525;177
RONDONIA;5525;22
SANTA CATARINA;5525;44
SAO PAULO;5525;1893
SERGIPE;5525;10
TOCANTINS;5525;2
ALAGOAS;5533;1
ACRE;5541;239
ALAGOAS;5541;131
AMAZONAS;5541;29
AMAPA;5541;1395
BAHIA;5541;5716
CEARA;5541;407
DISTRITO FEDERAL;5541;171
ESPIRITO SANTO;5541;4138
GOIAS;5541;1409
MARANHAO;5541;30
MATO GROSSO;5541;190
MATO GROSSO DO SUL;5541;293
MINAS GERAIS;5541;1333
PARA;5541;78
PARAIBA;5541;91
PARANA;5541;287
PERNAMBUCO;5541;18613
PIAUI;5541;28
RIO DE JANEIRO;5541;318
RIO GRANDE DO NORTE;5541;2482
RIO GRANDE DO SUL;5541;2419
RONDONIA;5541;93
RORAIMA;5541;7
SANTA CATARINA;5541;650
SAO PAULO;5541;13681
SERGIPE;5541;162
TOCANTINS;5541;35
ACRE;5550;54
ALAGOAS;5550;150
AMAZONAS;5550;11
AMAPA;5550;868
BAHIA;5550;4069
CEARA;5550;1049
DISTRITO FEDERAL;5550;827
ESPIRITO SANTO;5550;4245
GOIAS;5550;1106
MARANHAO;5550;26
MATO GROSSO;5550;69
MATO GROSSO DO SUL;5550;31
MINAS GERAIS;5550;1033
PARA;5550;113
PARAIBA;5550;42
PARANA;5550;160
PERNAMBUCO;5550;12484
PIAUI;5550;24
RIO DE JANEIRO;5550;340
RIO GRANDE DO NORTE;5550;231
RIO GRANDE DO SUL;5550;1229
RONDONIA;5550;59
RORAIMA;5550;2
SANTA CATARINA;5550;295
SAO PAULO;5550;16530
SERGIPE;5550;888
TOCANTINS;5550;15
ACRE;5568;7
ALAGOAS;5568;28
AMAZONAS;5568;2
AMAPA;5568;1783
BAHIA;5568;594
CEARA;5568;64
DISTRITO FEDERAL;5568;298
ESPIRITO SANTO;5568;459
GOIAS;5568;2264
MARANHAO;5568;20
MATO GROSSO;5568;68
MATO GROSSO DO SUL;5568;16
MINAS GERAIS;5568;403
PARA;5568;100
PARAIBA;5568;8
PARANA;5568;66
PERNAMBUCO;5568;919
PIAUI;5568;5
RIO DE JANEIRO;5568;105
RIO GRANDE DO NORTE;5568;592
RIO GRANDE DO SUL;5568;398
RONDONIA;5568;15
SANTA CATARINA;5568;201
SAO PAULO;5568;5124
SERGIPE;5568;26
TOCANTINS;5568;24
ALAGOAS;5576;1
AMAZONAS;5576;1
AMAPA;5576;10
BAHIA;5576;2
CEARA;5576;1
DISTRITO FEDERAL;5576;2
ESPIRITO SANTO;5576;1
GOIAS;5576;39
MINAS GERAIS;5576;2
PARA;5576;1
PERNAMBUCO;5576;4
RIO DE JANEIRO;5576;1
RIO GRANDE DO NORTE;5576;1
RIO GRANDE DO SUL;5576;7
SAO PAULO;5576;72
SERGIPE;5576;1
TOCANTINS;5576;1
AMAPA;5584;1
BAHIA;5584;1
DISTRITO FEDERAL;5584;1
ESPIRITO SANTO;5584;7
GOIAS;5584;4
MATO GROSSO;5584;1
MINAS GERAIS;5584;3
PERNAMBUCO;5584;5
RIO DE JANEIRO;5584;1
RIO GRANDE DO SUL;5584;8
SAO PAULO;5584;12
ACRE;5592;1
ALAGOAS;5592;7
BAHIA;5592;64
CEARA;5592;7
DISTRITO FEDERAL;5592;3
ESPIRITO SANTO;5592;49
GOIAS;5592;173
MARANHAO;5592;1
MATO GROSSO;5592;9
MATO GROSSO DO SUL;5592;2
MINAS GERAIS;5592;31
PARA;5592;1
PARANA;5592;4
PERNAMBUCO;5592;187
PIAUI;5592;1
RIO DE JANEIRO;5592;3
RIO GRANDE DO NORTE;5592;1
RIO GRANDE DO SUL;5592;56
SANTA CATARINA;5592;3
SAO PAULO;5592;148
SERGIPE;5592;7
AMAPA;5606;6
BAHIA;5606;2
DISTRITO FEDERAL;5606;2
ESPIRITO SANTO;5606;5
GOIAS;5606;10
MATO GROSSO;5606;1
MINAS GERAIS;5606;4
PARA;5606;2
PERNAMBUCO;5606;12
RIO GRANDE DO SUL;5606;2
SAO PAULO;5606;15
AMAPA;5614;37
BAHIA;5614;2
DISTRITO FEDERAL;5614;2
ESPIRITO SANTO;5614;4
GOIAS;5614;21
MARANHAO;5614;1
MATO GROSSO;5614;2
MATO GROSSO DO SUL;5614;1
MINAS GERAIS;5614;12
PARA;5614;29
PARANA;5614;3
PERNAMBUCO;5614;7
RIO DE JANEIRO;5614;5
RIO GRANDE DO NORTE;5614;1
RIO GRANDE DO SUL;5614;10
SANTA CATARINA;5614;5
SAO PAULO;5614;27
SERGIPE;5614;2
ACRE;5622;3
ALAGOAS;5622;17
AMAZONAS;5622;3
AMAPA;5622;119
BAHIA;5622;183
CEARA;5622;49
