UF;Cod_Infracao;Quantidade
SANTA CATARINA;5045;1398
SAO PAULO;5045;6636
SERGIPE;5045;100
TOCANTINS;5045;96
ACRE;5053;3
ALAGOAS;5053;14
AMAZONAS;5053;17
AMAPA;5053;6
BAHIA;5053;103
CEARA;5053;42
DISTRITO FEDERAL;5053;34
ESPIRITO SANTO;5053;9
GOIAS;5053;345
MARANHAO;5053;10
MATO GROSSO;5053;36
MATO GROSSO DO SUL;5053;21
MINAS GERAIS;5053;219
PARA;5053;28
PARAIBA;5053;21
PARANA;5053;77
PERNAMBUCO;5053;118
PIAUI;5053;19
RIO DE JANEIRO;5053;29
RIO GRANDE DO NORTE;5053;20
RIO GRANDE DO SUL;5053;75
RONDONIA;5053;9
RORAIMA;5053;4
SANTA CATARINA;5053;109
SAO PAULO;5053;204
SERGIPE;5053;11
TOCANTINS;5053;7
ACRE;5061;20
ALAGOAS;5061;19
AMAZONAS;5061;4
AMAPA;5061;1
BAHIA;5061;94
CEARA;5061;25
DISTRITO FEDERAL;5061;26
ESPIRITO SANTO;5061;25
GOIAS;5061;82
MARANHAO;5061;37
MATO GROSSO;5061;27
MATO GROSSO DO SUL;5061;28
MINAS GERAIS;5061;215
PARA;5061;30
PARAIBA;5061;18
PARANA;5061;70
PERNAMBUCO;5061;30
PIAUI;5061;2
RIO DE JANEIRO;5061;45
RIO GRANDE DO NORTE;5061;6
RIO GRANDE DO SUL;5061;65
RONDONIA;5061;58
RORAIMA;5061;11
SANTA CATARINA;5061;109
SAO PAULO;5061;380
SERGIPE;5061;11
TOCANTINS;5061;5
ACRE;5070;1
AMAZONAS;5070;1
BAHIA;5070;4
CEARA;5070;1
DISTRITO FEDERAL;5070;1
GOIAS;5070;1
MATO GROSSO;5070;1
MATO GROSSO DO SUL;5070;2
MINAS GERAIS;5070;11
PARA;5070;1
PARANA;5070;35
RIO DE JANEIRO;5070;2
RIO GRANDE DO SUL;5070;25
SANTA CATARINA;5070;18
SAO PAULO;5070;10
ALAGOAS;5088;1
BAHIA;5088;3
CEARA;5088;5
DISTRITO FEDERAL;5088;1
ESPIRITO SANTO;5088;2
GOIAS;5088;3
MARANHAO;5088;1
MATO GROSSO;5088;2
MINAS GERAIS;5088;8
PARA;5088;2
PARAIBA;5088;2
PARANA;5088;5
PIAUI;5088;2
RIO DE JANEIRO;5088;7
RIO GRANDE DO SUL;5088;19
RONDONIA;5088;2
RORAIMA;5088;1
SANTA CATARINA;5088;6
SAO PAULO;5088;16
ACRE;5096;9
AMAPA;5096;1
BAHIA;5096;20
CEARA;5096;15
DISTRITO FEDERAL;5096;8
ESPIRITO SANTO;5096;4
GOIAS;5096;8
MARANHAO;5096;2
MATO GROSSO;5096;8
MATO GROSSO DO SUL;5096;9
MINAS GERAIS;5096;31
PARA;5096;5
PARAIBA;5096;6
PARANA;5096;39
PERNAMBUCO;5096;14
PIAUI;5096;3
RIO DE JANEIRO;5096;12
RIO GRANDE DO NORTE;5096;5
RIO GRANDE DO SUL;5096;119
RONDONIA;5096;9
RORAIMA;5096;1
SANTA CATARINA;5096;55
SAO PAULO;5096;118
SERGIPE;5096;2
TOCANTINS;5096;1
CEARA;5100;3
ESPIRITO SANTO;5100;1
MATO GROSSO;5100;1
MINAS GERAIS;5100;4
PARANA;5100;4
PERNAMBUCO;5100;1
RIO DE JANEIRO;5100;2
RIO GRANDE DO NORTE;5100;1
RIO GRANDE DO SUL;5100;1
SANTA CATARINA;5100;4
SAO PAULO;5100;5
ACRE;5118;493
ALAGOAS;5118;117
AMAZONAS;5118;214
AMAPA;5118;128
BAHIA;5118;342
CEARA;5118;447
DISTRITO FEDERAL;5118;84
ESPIRITO SANTO;5118;309
GOIAS;5118;108
MARANHAO;5118;72
MATO GROSSO;5118;111
MATO GROSSO DO SUL;5118;459
MINAS GERAIS;5118;1609
PARA;5118;285
PARAIBA;5118;147
PARANA;5118;1809
PERNAMBUCO;5118;400
PIAUI;5118;67
RIO DE JANEIRO;5118;406
RIO GRANDE DO NORTE;5118;72
RIO GRANDE DO SUL;5118;613
RONDONIA;5118;805
RORAIMA;5118;109
SANTA CATARINA;5118;1316
SAO PAULO;5118;2697
SERGIPE;5118;48
TOCANTINS;5118;24
ACRE;5126;2
ALAGOAS;5126;3
AMAZONAS;5126;3
BAHIA;5126;1
CEARA;5126;6
DISTRITO FEDERAL;5126;1
ESPIRITO SANTO;5126;19
MATO GROSSO;5126;3
MATO GROSSO DO SUL;5126;13
MINAS GERAIS;5126;55
PARA;5126;1
PARAIBA;5126;1
PARANA;5126;152
PERNAMBUCO;5126;3
RIO DE JANEIRO;5126;17
RIO GRANDE DO SUL;5126;60
RONDONIA;5126;12
RORAIMA;5126;1
SANTA CATARINA;5126;149
SAO PAULO;5126;89
TOCANTINS;5126;1
ACRE;5134;3
ALAGOAS;5134;1
AMAZONAS;5134;1
AMAPA;5134;2
BAHIA;5134;16
CEARA;5134;27
DISTRITO FEDERAL;5134;5
ESPIRITO SANTO;5134;14
GOIAS;5134;12
MARANHAO;5134;3
MATO GROSSO;5134;7
MATO GROSSO DO SUL;5134;15
MINAS GERAIS;5134;116
PARA;5134;5
PARAIBA;5134;9
PARANA;5134;68
PERNAMBUCO;5134;14
PIAUI;5134;2
RIO DE JANEIRO;5134;25
RIO GRANDE DO NORTE;5134;8
RIO GRANDE DO SUL;5134;48
RONDONIA;5134;12
RORAIMA;5134;1
SANTA CATARINA;5134;28
SAO PAULO;5134;164
SERGIPE;5134;1
TOCANTINS;5134;1
ACRE;5142;119
ALAGOAS;5142;6
AMAZONAS;5142;8
AMAPA;5142;31
BAHIA;5142;113
CEARA;5142;121
DISTRITO FEDERAL;5142;29
ESPIRITO SANTO;5142;49
GOIAS;5142;34
MARANHAO;5142;13
MATO GROSSO;5142;19
MATO GROSSO DO SUL;5142;76
MINAS GERAIS;5142;237
PARA;5142;20
PARAIBA;5142;26
PARANA;5142;208
PERNAMBUCO;5142;58
PIAUI;5142;26
RIO DE JANEIRO;5142;67
RIO GRANDE DO NORTE;5142;21
RIO GRANDE DO SUL;5142;145
RONDONIA;5142;147
RORAIMA;5142;6
SANTA CATARINA;5142;281
SAO PAULO;5142;959
SERGIPE;5142;20
TOCANTINS;5142;4
ACRE;5150;1
ALAGOAS;5150;1
AMAPA;5150;1
BAHIA;5150;8
CEARA;5150;16
DISTRITO FEDERAL;5150;3
ESPIRITO SANTO;5150;2
GOIAS;5150;10
MARANHAO;5150;4
MATO GROSSO;5150;1
MATO GROSSO DO SUL;5150;2
MINAS GERAIS;5150;29
PARA;5150;2
PARAIBA;5150;6
PARANA;5150;8
PERNAMBUCO;5150;10
PIAUI;5150;3
RIO DE JANEIRO;5150;2
RIO GRANDE DO NORTE;5150;6
RIO GRANDE DO SUL;5150;17
SANTA CATARINA;5150;11
SAO PAULO;5150;24
TOCANTINS;5150;2
ACRE;5169;80
ALAGOAS;5169;31
AMAZONAS;5169;79
AMAPA;5169;31
BAHIA;5169;73
CEARA;5169;25
DISTRITO FEDERAL;5169;214
ESPIRITO SANTO;5169;67
GOIAS;5169;653
MARANHAO;5169;182
MATO GROSSO;5169;649
MATO GROSSO DO SUL;5169;151
MINAS GERAIS;5169;2483
PARA;5169;807
PARAIBA;5169;44
PARANA;5169;515
PERNAMBUCO;5169;154
PIAUI;5169;40
RIO DE JANEIRO;5169;111
RIO GRANDE DO NORTE;5169;61
RIO GRANDE DO SUL;5169;219
RONDONIA;5169;612
RORAIMA;5169;4
SANTA CATARINA;5169;249
SAO PAULO;5169;1183
SERGIPE;5169;21
TOCANTINS;5169;30
ACRE;5177;47
BAHIA;5177;3
DISTRITO FEDERAL;5177;5
ESPIRITO SANTO;5177;1
GOIAS;5177;5
MARANHAO;5177;2
MATO GROSSO;5177;18
MATO GROSSO DO SUL;5177;3
MINAS GERAIS;5177;76
PARA;5177;6
PARAIBA;5177;1
PARANA;5177;20
PERNAMBUCO;5177;2
RIO DE JANEIRO;5177;2
RIO GRANDE DO SUL;5177;10
RONDONIA;5177;2
SANTA CATARINA;5177;7
SAO PAULO;5177;34
ACRE;5185;483
ALAGOAS;5185;1506
AMAZONAS;5185;4647
AMAPA;5185;349
BAHIA;5185;9226
CEARA;5185;3152
DISTRITO FEDERAL;5185;5151
ESPIRITO SANTO;5185;1933
GOIAS;5185;12511
MARANHAO;5185;2046
MATO GROSSO;5185;5109
MATO GROSSO DO SUL;5185;3805
MINAS GERAIS;5185;16247
PARA;5185;2050
PARAIBA;5185;2303
PARANA;5185;14316
PERNAMBUCO;5185;2415
PIAUI;5185;10612
RIO DE JANEIRO;5185;12987
RIO GRANDE DO NORTE;5185;1288
RIO GRANDE DO SUL;5185;5802
RONDONIA;5185;1347
RORAIMA;5185;4692
SANTA CATARINA;5185;13885
SAO PAULO;5185;71524
SERGIPE;5185;234
TOCANTINS;5185;327
ACRE;5193;55
ALAGOAS;5193;67
AMAZONAS;5193;150
AMAPA;5193;42
BAHIA;5193;302
CEARA;5193;128
DISTRITO FEDERAL;5193;336
ESPIRITO SANTO;5193;140
GOIAS;5193;820
MARANHAO;5193;157
MATO GROSSO;5193;606
MATO GROSSO DO SUL;5193;245
MINAS GERAIS;5193;1044
PARA;5193;229
PARAIBA;5193;115
PARANA;5193;1509
PERNAMBUCO;5193;222
PIAUI;5193;243
RIO DE JANEIRO;5193;469
RIO GRANDE DO NORTE;5193;92
RIO GRANDE DO SUL;5193;515
RONDONIA;5193;140
RORAIMA;5193;135
SANTA CATARINA;5193;710
SAO PAULO;5193;3169
SERGIPE;5193;25
TOCANTINS;5193;47
ACRE;5207;135
ALAGOAS;5207;120
AMAZONAS;5207;77
AMAPA;5207;9
BAHIA;5207;314
CEARA;5207;172
DISTRITO FEDERAL;5207;248
ESPIRITO SANTO;5207;95
GOIAS;5207;1159
MARANHAO;5207;114
MATO GROSSO;5207;134
MATO GROSSO DO SUL;5207;101
MINAS GERAIS;5207;877
PARA;5207;47
PARAIBA;5207;89
PARANA;5207;411
PERNAMBUCO;5207;505
PIAUI;5207;27
RIO DE JANEIRO;5207;732
RIO GRANDE DO NORTE;5207;113
RIO GRANDE DO SUL;5207;300
RONDONIA;5207;137
RORAIMA;5207;266
SANTA CATARINA;5207;708
SAO PAULO;5207;3501
SERGIPE;5207;50
TOCANTINS;5207;28
ACRE;5215;44
ALAGOAS;5215;29
AMAZONAS;5215;82
AMAPA;5215;4
BAHIA;5215;154
CEARA;5215;30
DISTRITO FEDERAL;5215;34
ESPIRITO SANTO;5215;14
GOIAS;5215;136
MARANHAO;5215;37
MATO GROSSO;5215;25
MATO GROSSO DO SUL;5215;16
MINAS GERAIS;5215;341
PARA;5215;84
PARAIBA;5215;26
PARANA;5215;152
PERNAMBUCO;5215;49
PIAUI;5215;10
RIO DE JANEIRO;5215;653
RIO GRANDE DO NORTE;5215;17
RIO GRANDE DO SUL;5215;32
RONDONIA;5215;58
SANTA CATARINA;5215;86
SAO PAULO;5215;1217
SERGIPE;5215;5
TOCANTINS;5215;4
ACRE;5223;1
ALAGOAS;5223;2
AMAZONAS;5223;2
BAHIA;5223;1
CEARA;5223;5
DISTRITO FEDERAL;5223;2
ESPIRITO SANTO;5223;2
GOIAS;5223;9
MATO GROSSO;5223;1
MINAS GERAIS;5223;3
PARA;5223;3
PARAIBA;5223;1
PARANA;5223;6
PIAUI;5223;1
RIO DE JANEIRO;5223;12
RIO GRANDE DO NORTE;5223;1
RIO GRANDE DO SUL;5223;3
RONDONIA;5223;1
SANTA CATARINA;5223;4
SAO PAULO;5223;14
ACRE;5231;2
ALAGOAS;5231;7
AMAZONAS;5231;2
AMAPA;5231;1
BAHIA;5231;16
CEARA;5231;5
DISTRITO FEDERAL;5231;7
ESPIRITO SANTO;5231;6
GOIAS;5231;32
MARANHAO;5231;3
MATO GROSSO;5231;8
MATO GROSSO DO SUL;5231;12
MINAS GERAIS;5231;54
PARA;5231;2
PARAIBA;5231;3
PARANA;5231;92
PERNAMBUCO;5231;12
PIAUI;5231;7
RIO DE JANEIRO;5231;61
RIO GRANDE DO NORTE;5231;2
RIO GRANDE DO SUL;5231;40
RONDONIA;5231;3
RORAIMA;5231;1
SANTA CATARINA;5231;71
SAO PAULO;5231;186
SERGIPE;5231;1
TOCANTINS;5231;1
ALAGOAS;5240;2
AMAZONAS;5240;9
CEARA;5240;2
DISTRITO FEDERAL;5240;1
GOIAS;5240;11
MARANHAO;5240;3
MATO GROSSO;5240;1
MINAS GERAIS;5240;5
PARA;5240;34
PARANA;5240;9
PERNAMBUCO;5240;1
RIO DE JANEIRO;5240;6
RONDONIA;5240;1
SANTA CATARINA;5240;5
SAO PAULO;5240;37
ALAGOAS;5258;3
AMAZONAS;5258;1
AMAPA;5258;1
BAHIA;5258;12
CEARA;5258;1
DISTRITO FEDERAL;5258;21
ESPIRITO SANTO;5258;1
GOIAS;5258;52
MARANHAO;5258;8
MATO GROSSO;5258;4
MATO GROSSO DO SUL;5258;7
MINAS GERAIS;5258;41
PARA;5258;6
PARAIBA;5258;1
PARANA;5258;3
PERNAMBUCO;5258;3
PIAUI;5258;2
RIO DE JANEIRO;5258;7
RIO GRANDE DO SUL;5258;1
RONDONIA;5258;5
SANTA CATARINA;5258;17
SAO PAULO;5258;138
TOCANTINS;5258;1
ACRE;5266;2
BAHIA;5266;37
DISTRITO FEDERAL;5266;7
GOIAS;5266;13
MARANHAO;5266;1
MATO GROSSO;5266;2
MINAS GERAIS;5266;17
PARA;5266;4
PARANA;5266;14
PERNAMBUCO;5266;10
PIAUI;5266;2
RIO DE JANEIRO;5266;8
RIO GRANDE DO NORTE;5266;1
RIO GRANDE DO SUL;5266;3
RONDONIA;5266;3
SANTA CATARINA;5266;16
SAO PAULO;5266;148
ACRE;5274;61
ALAGOAS;5274;36
AMAZONAS;5274;18
AMAPA;5274;9
BAHIA;5274;319
CEARA;5274;60
DISTRITO FEDERAL;5274;121
ESPIRITO SANTO;5274;22
GOIAS;5274;609
MARANHAO;5274;235
MATO GROSSO;5274;152
MATO GROSSO DO SUL;5274;55
MINAS GERAIS;5274;593
PARA;5274;61
PARAIBA;5274;36
PARANA;5274;335
PERNAMBUCO;5274;199
PIAUI;5274;19
RIO DE JANEIRO;5274;92
RIO GRANDE DO NORTE;5274;19
RIO GRANDE DO SUL;5274;146
RONDONIA;5274;169
RORAIMA;5274;3
SANTA CATARINA;5274;316
SAO PAULO;5274;1885
SERGIPE;5274;16
TOCANTINS;5274;14
ACRE;5282;3
ALAGOAS;5282;1
AMAPA;5282;4
BAHIA;5282;5
CEARA;5282;2
DISTRITO FEDERAL;5282;5
ESPIRITO SANTO;5282;3
GOIAS;5282;12
MARANHAO;5282;1
MATO GROSSO;5282;3
MATO GROSSO DO SUL;5282;7
MINAS GERAIS;5282;34
PARAIBA;5282;3
PARANA;5282;12
PERNAMBUCO;5282;4
RIO DE JANEIRO;5282;2
RIO GRANDE DO NORTE;5282;4
RIO GRANDE DO SUL;5282;2
RONDONIA;5282;7
SANTA CATARINA;5282;27
SAO PAULO;5282;17
SERGIPE;5282;2
TOCANTINS;5282;1
ACRE;5290;1
AMAPA;5290;1
DISTRITO FEDERAL;5290;1
GOIAS;5290;2
MATO GROSSO DO SUL;5290;2
MINAS GERAIS;5290;9
PARA;5290;1
PARANA;5290;3
PERNAMBUCO;5290;2
RIO GRANDE DO NORTE;5290;1
RIO GRANDE DO SUL;5290;3
RONDONIA;5290;1
SANTA CATARINA;5290;18
SAO PAULO;5290;4
ACRE;5304;2
AMAPA;5304;2
BAHIA;5304;1
CEARA;5304;1
DISTRITO FEDERAL;5304;1
GOIAS;5304;1
MARANHAO;5304;1
MATO GROSSO;5304;1
MATO GROSSO DO SUL;5304;4
MINAS GERAIS;5304;18
PARAIBA;5304;3
PARANA;5304;5
PERNAMBUCO;5304;1
RIO DE JANEIRO;5304;1
RIO GRANDE DO SUL;5304;2
RONDONIA;5304;1
SANTA CATARINA;5304;13
SAO PAULO;5304;8
BAHIA;5312;1
GOIAS;5312;1
PARANA;5312;1
SANTA CATARINA;5312;1
ACRE;5320;1
AMAPA;5320;1
DISTRITO FEDERAL;5320;2
ESPIRITO SANTO;5320;3
GOIAS;5320;6
MATO GROSSO DO SUL;5320;8
MINAS GERAIS;5320;20
PARAIBA;5320;2
PARANA;5320;13
PERNAMBUCO;5320;3
RIO GRANDE DO NORTE;5320;1
RIO GRANDE DO SUL;5320;5
SANTA CATARINA;5320;25
SAO PAULO;5320;9
ALAGOAS;5347;1
AMAZONAS;5347;1
BAHIA;5347;2
ESPIRITO SANTO;5347;2
GOIAS;5347;8
MATO GROSSO;5347;2
MATO GROSSO DO SUL;5347;3
MINAS GERAIS;5347;7
PARA;5347;2
PARAIBA;5347;1
PARANA;5347;13
PERNAMBUCO;5347;3
RIO DE JANEIRO;5347;4
RIO GRANDE DO NORTE;5347;2
RIO GRANDE DO SUL;5347;25
RORAIMA;5347;3
SANTA CATARINA;5347;15
SAO PAULO;5347;16
TOCANTINS;5347;1
AMAZONAS;5355;1
BAHIA;5355;2
GOIAS;5355;2
MATO GROSSO;5355;3
MINAS GERAIS;5355;4
PARANA;5355;3
RIO DE JANEIRO;5355;1
SANTA CATARINA;5355;3
SAO PAULO;5355;1
AMAZONAS;5363;2
GOIAS;5363;1
MARANHAO;5363;2
MINAS GERAIS;5363;2
PARA;5363;1
PARAIBA;5363;1
PARANA;5363;2
RIO DE JANEIRO;5363;4
RIO GRANDE DO NORTE;5363;1
SANTA CATARINA;5363;1
SAO PAULO;5363;7
ALAGOAS;5371;2
AMAZONAS;5371;5
AMAPA;5371;1
BAHIA;5371;18
CEARA;5371;1
DISTRITO FEDERAL;5371;4
ESPIRITO SANTO;5371;3
GOIAS;5371;6
MARANHAO;5371;4
MATO GROSSO;5371;4
MATO GROSSO DO SUL;5371;1
MINAS GERAIS;5371;36
PARA;5371;3
PARAIBA;5371;1
PARANA;5371;18
PERNAMBUCO;5371;1
PIAUI;5371;4
RIO DE JANEIRO;5371;12
RIO GRANDE DO NORTE;5371;2
RIO GRANDE DO SUL;5371;16
RONDONIA;5371;3
SANTA CATARINA;5371;23
SAO PAULO;5371;96
TOCANTINS;5371;2
ACRE;5380;31
ALAGOAS;5380;235
AMAZONAS;5380;132
AMAPA;5380;27
BAHIA;5380;514
CEARA;5380;994
DISTRITO FEDERAL;5380;161
ESPIRITO SANTO;5380;128
GOIAS;5380;1424
MARANHAO;5380;124
MATO GROSSO;5380;354
MATO GROSSO DO SUL;5380;78
MINAS GERAIS;5380;881
PARA;5380;229
PARAIBA;5380;94
PARANA;5380;410
PERNAMBUCO;5380;271
PIAUI;5380;90
RIO DE JANEIRO;5380;4034
RIO GRANDE DO NORTE;5380;99
RIO GRANDE DO SUL;5380;125
RONDONIA;5380;36
RORAIMA;5380;13
SANTA CATARINA;5380;327
SAO PAULO;5380;2551
SERGIPE;5380;23
TOCANTINS;5380;10
ACRE;5398;13
ALAGOAS;5398;6
BAHIA;5398;67
CEARA;5398;10
DISTRITO FEDERAL;5398;2
ESPIRITO SANTO;5398;11
GOIAS;5398;18
MARANHAO;5398;30
MATO GROSSO;5398;7
MATO GROSSO DO SUL;5398;19
MINAS GERAIS;5398;66
PARA;5398;5
PARAIBA;5398;5
PARANA;5398;50
PERNAMBUCO;5398;11
PIAUI;5398;3
RIO DE JANEIRO;5398;73
RIO GRANDE DO NORTE;5398;6
RIO GRANDE DO SUL;5398;25
RONDONIA;5398;4
RORAIMA;5398;2
SANTA CATARINA;5398;39
SAO PAULO;5398;141
SERGIPE;5398;1
TOCANTINS;5398;1
ACRE;5401;10
ALAGOAS;5401;55
AMAZONAS;5401;72
AMAPA;5401;11
BAHIA;5401;713
CEARA;5401;196
DISTRITO FEDERAL;5401;25
ESPIRITO SANTO;5401;41
GOIAS;5401;56
MARANHAO;5401;20
MATO GROSSO;5401;14
MATO GROSSO DO SUL;5401;23
MINAS GERAIS;5401;224
PARA;5401;61
PARAIBA;5401;31
PARANA;5401;63
PERNAMBUCO;5401;42
PIAUI;5401;12
RIO DE JANEIRO;5401;94
RIO GRANDE DO NORTE;5401;72
RIO GRANDE DO SUL;5401;35
RONDONIA;5401;7
RORAIMA;5401;4
SANTA CATARINA;5401;24
SAO PAULO;5401;274
SERGIPE;5401;5
TOCANTINS;5401;1
ACRE;5410;3
ALAGOAS;5410;15
AMAZONAS;5410;175
AMAPA;5410;7
BAHIA;5410;340
CEARA;5410;575
DISTRITO FEDERAL;5410;310
ESPIRITO SANTO;5410;70
GOIAS;5410;173
MARANHAO;5410;127
MATO GROSSO;5410;51
MATO GROSSO DO SUL;5410;40
MINAS GERAIS;5410;592
PARA;5410;233
PARAIBA;5410;45
PARANA;5410;196
PERNAMBUCO;5410;97
PIAUI;5410;271
RIO DE JANEIRO;5410;4475
RIO GRANDE DO NORTE;5410;61
RIO GRANDE DO SUL;5410;39
RONDONIA;5410;37
RORAIMA;5410;24
SANTA CATARINA;5410;162
SAO PAULO;5410;525
SERGIPE;5410;6
TOCANTINS;5410;8
ACRE;5428;6
ALAGOAS;5428;10
AMAZONAS;5428;1
AMAPA;5428;14
BAHIA;5428;81
CEARA;5428;33
DISTRITO FEDERAL;5428;136
ESPIRITO SANTO;5428;97
GOIAS;5428;102
MARANHAO;5428;15
MATO GROSSO;5428;28
MATO GROSSO DO SUL;5428;34
MINAS GERAIS;5428;330
PARA;5428;93
PARAIBA;5428;34
PARANA;5428;148
PERNAMBUCO;5428;115
PIAUI;5428;17
RIO DE JANEIRO;5428;1793
RIO GRANDE DO NORTE;5428;43
RIO GRANDE DO SUL;5428;69
RONDONIA;5428;13
SANTA CATARINA;5428;234
SAO PAULO;5428;398
SERGIPE;5428;5
TOCANTINS;5428;8
BAHIA;5436;5
CEARA;5436;1
DISTRITO FEDERAL;5436;8
ESPIRITO SANTO;5436;3
GOIAS;5436;7
MATO GROSSO;5436;1
MATO GROSSO DO SUL;5436;3
MINAS GERAIS;5436;23
PARANA;5436;21
PERNAMBUCO;5436;2
RIO DE JANEIRO;5436;63
RIO GRANDE DO SUL;5436;1
SANTA CATARINA;5436;10
SAO PAULO;5436;25
ACRE;5444;4
ALAGOAS;5444;33
AMAZONAS;5444;3
AMAPA;5444;7
BAHIA;5444;72
CEARA;5444;65
DISTRITO FEDERAL;5444;60
ESPIRITO SANTO;5444;41
GOIAS;5444;104
MARANHAO;5444;24
MATO GROSSO;5444;38
MATO GROSSO DO SUL;5444;69
MINAS GERAIS;5444;293
PARA;5444;18
PARAIBA;5444;21
PARANA;5444;268
PERNAMBUCO;5444;95
PIAUI;5444;27
RIO DE JANEIRO;5444;515
RIO GRANDE DO NORTE;5444;88
RIO GRANDE DO SUL;5444;71
RONDONIA;5444;9
RORAIMA;5444;4
SANTA CATARINA;5444;372
SAO PAULO;5444;850
SERGIPE;5444;20
TOCANTINS;5444;16
ACRE;5452;269
ALAGOAS;5452;620
AMAZONAS;5452;951
AMAPA;5452;129
BAHIA;5452;4244
CEARA;5452;5667
DISTRITO FEDERAL;5452;1263
ESPIRITO SANTO;5452;1707
GOIAS;5452;10074
MARANHAO;5452;1243
MATO GROSSO;5452;864
MATO GROSSO DO SUL;5452;693
MINAS GERAIS;5452;6703
PARA;5452;2115
PARAIBA;5452;1141
PARANA;5452;4375
PERNAMBUCO;5452;1853
PIAUI;5452;1768
RIO DE JANEIRO;5452;52916
RIO GRANDE DO NORTE;5452;1547
RIO GRANDE DO SUL;5452;882
RONDONIA;5452;227
RORAIMA;5452;94
SANTA CATARINA;5452;2655
SAO PAULO;5452;16089
SERGIPE;5452;110
TOCANTINS;5452;158
ACRE;5460;21
ALAGOAS;5460;73
AMAZONAS;5460;44
AMAPA;5460;12
BAHIA;5460;240
CEARA;5460;89
DISTRITO FEDERAL;5460;55
ESPIRITO SANTO;5460;150
GOIAS;5460;326
MARANHAO;5460;31
MATO GROSSO;5460;60
MATO GROSSO DO SUL;5460;72
MINAS GERAIS;5460;799
PARA;5460;46
PARAIBA;5460;57
PARANA;5460;806
PERNAMBUCO;5460;171
PIAUI;5460;20
RIO DE JANEIRO;5460;1816
RIO GRANDE DO NORTE;5460;47
RIO GRANDE DO SUL;5460;307
RONDONIA;5460;28
