UF;COD_INFRACAO;QUANTIDADE
RIO GRANDE DO SUL;5304;3
RONDONIA;5304;1
RORAIMA;5304;1
SANTA CATARINA;5304;13
SAO PAULO;5304;7
ALAGOAS;5312;1
AMAPA;5312;1
BAHIA;5312;1
DISTRITO FEDERAL;5312;1
MATO GROSSO;5312;2
MINAS GERAIS;5312;1
RORAIMA;5312;1
SAO PAULO;5312;2
ACRE;5320;2
ALAGOAS;5320;2
AMAPA;5320;1
BAHIA;5320;1
CEARA;5320;1
DISTRITO FEDERAL;5320;2
ESPIRITO SANTO;5320;5
GOIAS;5320;1
MARANHAO;5320;1
MATO GROSSO;5320;2
MATO GROSSO DO SUL;5320;7
MINAS GERAIS;5320;10
PARAIBA;5320;1
PARANA;5320;19
PERNAMBUCO;5320;1
PIAUI;5320;1
RIO DE JANEIRO;5320;5
RIO GRANDE DO NORTE;5320;2
RIO GRANDE DO SUL;5320;5
SANTA CATARINA;5320;32
SAO PAULO;5320;10
AMAPA;5339;1
BAHIA;5339;1
CEARA;5339;1
MINAS GERAIS;5339;2
SAO PAULO;5339;1
ACRE;5347;2
AMAZONAS;5347;2
AMAPA;5347;1
BAHIA;5347;7
CEARA;5347;4
DISTRITO FEDERAL;5347;1
ESPIRITO SANTO;5347;3
GOIAS;5347;3
MARANHAO;5347;2
MATO GROSSO;5347;8
MATO GROSSO DO SUL;5347;2
MINAS GERAIS;5347;17
PARAIBA;5347;1
PARANA;5347;20
PERNAMBUCO;5347;2
RIO DE JANEIRO;5347;3
RIO GRANDE DO NORTE;5347;4
RIO GRANDE DO SUL;5347;21
SANTA CATARINA;5347;24
SAO PAULO;5347;16
SERGIPE;5347;1
BAHIA;5355;1
ESPIRITO SANTO;5355;3
GOIAS;5355;2
MARANHAO;5355;1
MINAS GERAIS;5355;3
PARANA;5355;3
RIO GRANDE DO SUL;5355;3
SANTA CATARINA;5355;2
SAO PAULO;5355;3
BAHIA;5363;1
MARANHAO;5363;3
MATO GROSSO;5363;1
PERNAMBUCO;5363;1
SAO PAULO;5363;5
ACRE;5371;3
ALAGOAS;5371;1
AMAZONAS;5371;12
AMAPA;5371;4
BAHIA;5371;9
CEARA;5371;7
DISTRITO FEDERAL;5371;21
ESPIRITO SANTO;5371;4
GOIAS;5371;7
MARANHAO;5371;10
MATO GROSSO;5371;3
MATO GROSSO DO SUL;5371;5
MINAS GERAIS;5371;64
PARA;5371;6
PARAIBA;5371;2
PARANA;5371;19
PERNAMBUCO;5371;4
PIAUI;5371;3
RIO DE JANEIRO;5371;10
RIO GRANDE DO NORTE;5371;2
RIO GRANDE DO SUL;5371;18
RONDONIA;5371;5
RORAIMA;5371;1
SANTA CATARINA;5371;35
SAO PAULO;5371;138
TOCANTINS;5371;7
ACRE;5380;46
ALAGOAS;5380;139
AMAZONAS;5380;155
AMAPA;5380;7
BAHIA;5380;518
CEARA;5380;1199
DISTRITO FEDERAL;5380;64
ESPIRITO SANTO;5380;104
GOIAS;5380;469
MARANHAO;5380;190
MATO GROSSO;5380;131
MATO GROSSO DO SUL;5380;92
MINAS GERAIS;5380;676
PARA;5380;276
PARAIBA;5380;81
PARANA;5380;238
PERNAMBUCO;5380;200
PIAUI;5380;14
RIO DE JANEIRO;5380;313
RIO GRANDE DO NORTE;5380;175
RIO GRANDE DO SUL;5380;112
RONDONIA;5380;80
RORAIMA;5380;6
SANTA CATARINA;5380;361
SAO PAULO;5380;1977
SERGIPE;5380;33
TOCANTINS;5380;28
ACRE;5398;4
ALAGOAS;5398;2
AMAZONAS;5398;12
AMAPA;5398;1
BAHIA;5398;59
CEARA;5398;37
DISTRITO FEDERAL;5398;3
ESPIRITO SANTO;5398;6
GOIAS;5398;22
MARANHAO;5398;33
MATO GROSSO;5398;1
MATO GROSSO DO SUL;5398;14
MINAS GERAIS;5398;82
PARA;5398;5
PARAIBA;5398;8
PARANA;5398;22
PERNAMBUCO;5398;9
PIAUI;5398;1
RIO DE JANEIRO;5398;5
RIO GRANDE DO NORTE;5398;27
RIO GRANDE DO SUL;5398;23
RONDONIA;5398;3
RORAIMA;5398;3
SANTA CATARINA;5398;71
SAO PAULO;5398;130
SERGIPE;5398;2
TOCANTINS;5398;2
ACRE;5401;34
ALAGOAS;5401;34
AMAZONAS;5401;48
AMAPA;5401;70
BAHIA;5401;259
CEARA;5401;454
DISTRITO FEDERAL;5401;8
ESPIRITO SANTO;5401;31
GOIAS;5401;28
MARANHAO;5401;72
MATO GROSSO;5401;6
MATO GROSSO DO SUL;5401;13
MINAS GERAIS;5401;179
PARA;5401;20
PARAIBA;5401;48
PARANA;5401;30
PERNAMBUCO;5401;43
PIAUI;5401;4
RIO DE JANEIRO;5401;18
RIO GRANDE DO NORTE;5401;86
RIO GRANDE DO SUL;5401;27
RONDONIA;5401;15
RORAIMA;5401;3
SANTA CATARINA;5401;40
SAO PAULO;5401;235
SERGIPE;5401;9
TOCANTINS;5401;8
ACRE;5410;31
ALAGOAS;5410;27
AMAZONAS;5410;158
AMAPA;5410;7
BAHIA;5410;750
CEARA;5410;706
DISTRITO FEDERAL;5410;67
ESPIRITO SANTO;5410;95
GOIAS;5410;77
MARANHAO;5410;142
MATO GROSSO;5410;54
MATO GROSSO DO SUL;5410;53
MINAS GERAIS;5410;349
PARA;5410;54
PARAIBA;5410;41
PARANA;5410;171
PERNAMBUCO;5410;87
PIAUI;5410;13
RIO DE JANEIRO;5410;743
RIO GRANDE DO NORTE;5410;229
RIO GRANDE DO SUL;5410;36
RONDONIA;5410;31
RORAIMA;5410;13
SANTA CATARINA;5410;186
SAO PAULO;5410;311
SERGIPE;5410;10
TOCANTINS;5410;17
ACRE;5428;9
ALAGOAS;5428;14
AMAZONAS;5428;7
AMAPA;5428;56
BAHIA;5428;80
CEARA;5428;51
DISTRITO FEDERAL;5428;314
ESPIRITO SANTO;5428;81
GOIAS;5428;84
MARANHAO;5428;11
MATO GROSSO;5428;16
MATO GROSSO DO SUL;5428;14
MINAS GERAIS;5428;259
PARA;5428;38
PARAIBA;5428;21
PARANA;5428;112
PERNAMBUCO;5428;107
PIAUI;5428;14
RIO DE JANEIRO;5428;502
RIO GRANDE DO NORTE;5428;30
RIO GRANDE DO SUL;5428;43
RONDONIA;5428;22
RORAIMA;5428;6
SANTA CATARINA;5428;183
SAO PAULO;5428;287
TOCANTINS;5428;3
ALAGOAS;5436;6
AMAZONAS;5436;1
BAHIA;5436;1
CEARA;5436;1
ESPIRITO SANTO;5436;2
GOIAS;5436;10
MATO GROSSO DO SUL;5436;3
MINAS GERAIS;5436;15
PARANA;5436;3
RIO DE JANEIRO;5436;5
RIO GRANDE DO SUL;5436;3
SANTA CATARINA;5436;33
SAO PAULO;5436;27
TOCANTINS;5436;14
ALAGOAS;5444;98
AMAZONAS;5444;5
AMAPA;5444;8
BAHIA;5444;51
CEARA;5444;133
DISTRITO FEDERAL;5444;744
ESPIRITO SANTO;5444;32
GOIAS;5444;154
MARANHAO;5444;18
MATO GROSSO;5444;25
MATO GROSSO DO SUL;5444;8
MINAS GERAIS;5444;271
PARA;5444;22
PARAIBA;5444;25
PARANA;5444;139
PERNAMBUCO;5444;147
PIAUI;5444;21
RIO DE JANEIRO;5444;130
RIO GRANDE DO NORTE;5444;25
RIO GRANDE DO SUL;5444;88
RONDONIA;5444;8
RORAIMA;5444;5
SANTA CATARINA;5444;302
SAO PAULO;5444;644
SERGIPE;5444;8
TOCANTINS;5444;7
ACRE;5452;1223
ALAGOAS;5452;677
AMAZONAS;5452;982
AMAPA;5452;87
BAHIA;5452;2753
CEARA;5452;8562
DISTRITO FEDERAL;5452;443
ESPIRITO SANTO;5452;1868
GOIAS;5452;3655
MARANHAO;5452;1246
MATO GROSSO;5452;882
MATO GROSSO DO SUL;5452;957
MINAS GERAIS;5452;5790
PARA;5452;837
PARAIBA;5452;1609
PARANA;5452;4195
PERNAMBUCO;5452;2371
PIAUI;5452;119
RIO DE JANEIRO;5452;7108
RIO GRANDE DO NORTE;5452;1946
RIO GRANDE DO SUL;5452;775
RONDONIA;5452;256
RORAIMA;5452;47
SANTA CATARINA;5452;2898
