UF;Cod_Infração;Quantidade
ALAGOAS;6599;1047
ALAGOAS;6602;67
ALAGOAS;6610;54
ALAGOAS;6629;3
ALAGOAS;6637;324
ALAGOAS;6645;171
ALAGOAS;6653;73
ALAGOAS;6661;19
ALAGOAS;6670;259
ALAGOAS;6688;16
ALAGOAS;6696;1
ALAGOAS;6700;156
ALAGOAS;6726;272
ALAGOAS;6734;1
ALAGOAS;6750;6
ALAGOAS;6769;827
ALAGOAS;6777;1
ALAGOAS;6785;7
ALAGOAS;6807;36
ALAGOAS;6823;19
ALAGOAS;6831;158
ALAGOAS;6840;5
ALAGOAS;6858;99
ALAGOAS;6866;23
ALAGOAS;6882;1
ALAGOAS;6890;1
ALAGOAS;6904;7
ALAGOAS;6912;16
ALAGOAS;6920;92
ALAGOAS;6947;22
ALAGOAS;6955;2
ALAGOAS;6963;2
ALAGOAS;6971;4
ALAGOAS;6980;1
ALAGOAS;7030;955
ALAGOAS;7048;495
ALAGOAS;7056;6
ALAGOAS;7072;4
ALAGOAS;7099;7
ALAGOAS;7102;1
ALAGOAS;7110;2
ALAGOAS;7218;22
ALAGOAS;7234;15
ALAGOAS;7242;18
ALAGOAS;7269;12
ALAGOAS;7285;10
ALAGOAS;7315;15
ALAGOAS;7323;1
ALAGOAS;7331;1
ALAGOAS;7340;989
ALAGOAS;7358;5
ALAGOAS;7366;235
ALAGOAS;7455;11771
ALAGOAS;7463;2481
ALAGOAS;7471;300
ALAGOAS;7552;1
ALAGOAS;7560;34
ALAGOAS;7579;73
ALAGOAS;7587;4470
ALAGOAS;7625;129
ALAGOAS;7633;1108
ALAGOAS;7641;2
ALAGOAS;7670;6
ALAGOAS;7684;143
ALAGOAS;7714;10
ALAGOAS;7722;151
ALAGOAS;7730;12
ALAGOAS;7749;5
ALAGOAS;7757;1
ALAGOAS;7781;2
AMAPA;5002;52
AMAPA;5010;322
AMAPA;5029;1
AMAPA;5037;22
AMAPA;5045;124
AMAPA;5053;2
AMAPA;5061;1
AMAPA;5088;1
AMAPA;5096;6
AMAPA;5118;112
AMAPA;5134;10
AMAPA;5142;28
AMAPA;5169;50
AMAPA;5177;3
AMAPA;5185;301
AMAPA;5193;52
AMAPA;5207;10
AMAPA;5215;2
AMAPA;5258;1
AMAPA;5274;12
AMAPA;5282;3
AMAPA;5320;1
AMAPA;5347;2
AMAPA;5380;12
AMAPA;5398;3
AMAPA;5401;9
AMAPA;5410;3
AMAPA;5428;27
AMAPA;5444;5
AMAPA;5452;65
AMAPA;5460;6
AMAPA;5479;5
AMAPA;5487;46
AMAPA;5509;8
AMAPA;5525;2
AMAPA;5541;108
AMAPA;5550;46
AMAPA;5568;18
AMAPA;5584;2
AMAPA;5592;6
AMAPA;5614;6
AMAPA;5622;9
AMAPA;5665;3
AMAPA;5673;114
AMAPA;5681;3
AMAPA;5703;32
AMAPA;5711;4
AMAPA;5720;7
AMAPA;5738;27
AMAPA;5746;28
AMAPA;5770;2
AMAPA;5797;8
AMAPA;5819;43
AMAPA;5827;2
AMAPA;5835;164
AMAPA;5843;4
AMAPA;5851;1
AMAPA;5860;2
AMAPA;5908;2
AMAPA;5924;1
AMAPA;5940;3
AMAPA;5967;41
AMAPA;5975;13
AMAPA;5991;5
AMAPA;6017;8
AMAPA;6033;8
AMAPA;6041;9
AMAPA;6050;1480
AMAPA;6068;48
AMAPA;6076;14
AMAPA;6084;1
AMAPA;6122;2
AMAPA;6181;1
AMAPA;6270;1
AMAPA;6408;9
AMAPA;6556;5
AMAPA;6564;2
AMAPA;6580;14
AMAPA;6599;349
AMAPA;6602;17
AMAPA;6610;5
AMAPA;6637;70
AMAPA;6645;26
AMAPA;6653;29
AMAPA;6661;31
AMAPA;6670;96
AMAPA;6688;1
AMAPA;6696;2
AMAPA;6700;39
AMAPA;6726;108
AMAPA;6769;55
AMAPA;6785;1
AMAPA;6807;3
AMAPA;6823;1
AMAPA;6831;30
AMAPA;6858;49
AMAPA;6866;11
AMAPA;6904;1
AMAPA;6912;10
AMAPA;6947;16
AMAPA;6963;4
AMAPA;6971;1
AMAPA;6980;4
AMAPA;7030;15
AMAPA;7048;8
AMAPA;7072;1
AMAPA;7102;1
AMAPA;7188;1
AMAPA;7218;3
AMAPA;7234;1
AMAPA;7242;3
AMAPA;7285;3
AMAPA;7293;1
AMAPA;7315;2
AMAPA;7323;2
AMAPA;7340;82
AMAPA;7358;3
AMAPA;7366;30
AMAPA;7455;4042
AMAPA;7463;554
AMAPA;7471;95
AMAPA;7560;4
AMAPA;7579;63
AMAPA;7587;13
AMAPA;7625;60
AMAPA;7633;117
AMAPA;7670;23
AMAPA;7684;9
AMAPA;7714;2
AMAPA;7722;9
AMAPA;7749;3
AMAZONAS;5002;28920
AMAZONAS;5010;509
AMAZONAS;5029;2
AMAZONAS;5037;31
AMAZONAS;5045;119
AMAZONAS;5053;15
AMAZONAS;5061;10
AMAZONAS;5070;2
AMAZONAS;5096;1
AMAZONAS;5118;202
AMAZONAS;5126;1
AMAZONAS;5134;1
AMAZONAS;5142;11
AMAZONAS;5169;97
AMAZONAS;5177;1
AMAZONAS;5185;5196
AMAZONAS;5193;267
AMAZONAS;5207;101
AMAZONAS;5215;86
AMAZONAS;5231;7
AMAZONAS;5240;2
AMAZONAS;5274;23
AMAZONAS;5363;2
AMAZONAS;5371;13
AMAZONAS;5380;261
AMAZONAS;5398;6
AMAZONAS;5401;80
AMAZONAS;5410;218
AMAZONAS;5428;18
AMAZONAS;5436;1
AMAZONAS;5444;5
AMAZONAS;5452;1428
AMAZONAS;5460;59
AMAZONAS;5479;150
AMAZONAS;5487;871
AMAZONAS;5495;31
AMAZONAS;5509;300
AMAZONAS;5517;13
AMAZONAS;5525;143
AMAZONAS;5541;2964
AMAZONAS;5550;1754
AMAZONAS;5568;71
AMAZONAS;5576;3
AMAZONAS;5592;21
AMAZONAS;5614;4
AMAZONAS;5622;49
AMAZONAS;5630;23
AMAZONAS;5657;4
AMAZONAS;5665;100
AMAZONAS;5673;57
AMAZONAS;5681;3
AMAZONAS;5690;1
AMAZONAS;5703;48
AMAZONAS;5711;60
AMAZONAS;5720;771
AMAZONAS;5738;860
AMAZONAS;5746;199
AMAZONAS;5770;2
AMAZONAS;5797;5
AMAZONAS;5800;16
AMAZONAS;5819;599
AMAZONAS;5827;3
AMAZONAS;5835;228
AMAZONAS;5843;2880
AMAZONAS;5851;84
AMAZONAS;5860;2
AMAZONAS;5878;6
AMAZONAS;5908;5
AMAZONAS;5916;1
AMAZONAS;5924;4
AMAZONAS;5959;7
AMAZONAS;5967;99
AMAZONAS;5975;6
AMAZONAS;5991;819
AMAZONAS;6009;1
AMAZONAS;6017;498
AMAZONAS;6025;45
AMAZONAS;6033;17
AMAZONAS;6041;2308
AMAZONAS;6050;3076
AMAZONAS;6068;34
AMAZONAS;6076;21
AMAZONAS;6084;10
AMAZONAS;6122;816
AMAZONAS;6130;9
AMAZONAS;6157;4
AMAZONAS;6173;14
AMAZONAS;6181;3
AMAZONAS;6190;3
AMAZONAS;6262;1
AMAZONAS;6270;3
AMAZONAS;6394;1
AMAZONAS;6408;38
AMAZONAS;6432;3
AMAZONAS;6440;3
AMAZONAS;6459;1
AMAZONAS;6483;6
AMAZONAS;6491;10
AMAZONAS;6521;1
AMAZONAS;6530;19
AMAZONAS;6548;2
AMAZONAS;6556;53
AMAZONAS;6564;81
AMAZONAS;6580;35
AMAZONAS;6599;1311
AMAZONAS;6602;85
AMAZONAS;6610;27
AMAZONAS;6637;341
AMAZONAS;6645;83
AMAZONAS;6653;85
AMAZONAS;6661;10
AMAZONAS;6670;288
AMAZONAS;6688;4
AMAZONAS;6696;2
AMAZONAS;6700;43
AMAZONAS;6726;331
AMAZONAS;6750;3
AMAZONAS;6769;120
AMAZONAS;6785;8
AMAZONAS;6807;2
AMAZONAS;6823;21
AMAZONAS;6831;57
AMAZONAS;6840;8
AMAZONAS;6858;358
AMAZONAS;6866;10
AMAZONAS;6882;2
AMAZONAS;6904;11
AMAZONAS;6912;3
AMAZONAS;6920;7
AMAZONAS;6947;14
AMAZONAS;6963;10
AMAZONAS;6971;1
AMAZONAS;6980;5
AMAZONAS;7030;3147
AMAZONAS;7048;2531
AMAZONAS;7056;23
AMAZONAS;7072;117
AMAZONAS;7080;1
AMAZONAS;7099;10
AMAZONAS;7218;9
AMAZONAS;7226;2
AMAZONAS;7234;1220
AMAZONAS;7242;77
AMAZONAS;7250;2
AMAZONAS;7269;236
AMAZONAS;7285;42
AMAZONAS;7293;6
AMAZONAS;7307;6
AMAZONAS;7315;21
AMAZONAS;7340;247
AMAZONAS;7358;9
AMAZONAS;7366;369
AMAZONAS;7374;4
AMAZONAS;7455;3449
AMAZONAS;7463;1032
AMAZONAS;7471;219
AMAZONAS;7560;15
AMAZONAS;7579;62
AMAZONAS;7587;59
AMAZONAS;7625;956
AMAZONAS;7633;998
AMAZONAS;7684;1222
AMAZONAS;7714;105
AMAZONAS;7722;166
AMAZONAS;7730;8
AMAZONAS;7749;5
AMAZONAS;7765;6
BAHIA;5002;804
BAHIA;5010;2607
BAHIA;5029;19
BAHIA;5037;102
BAHIA;5045;859
BAHIA;5053;195
BAHIA;5061;160
BAHIA;5070;1
BAHIA;5088;7
BAHIA;5096;26
BAHIA;5100;7
BAHIA;5118;450
BAHIA;5126;3
BAHIA;5134;25
BAHIA;5142;167
BAHIA;5150;21
BAHIA;5169;74
BAHIA;5177;1
BAHIA;5185;7793
BAHIA;5193;459
BAHIA;5207;304
BAHIA;5215;111
BAHIA;5223;8
BAHIA;5231;10
BAHIA;5240;4
BAHIA;5258;9
BAHIA;5266;59
BAHIA;5274;312
BAHIA;5282;5
BAHIA;5290;3
BAHIA;5304;1
BAHIA;5320;5
BAHIA;5347;3
BAHIA;5363;3
BAHIA;5371;15
BAHIA;5380;372
BAHIA;5398;40
BAHIA;5401;186
BAHIA;5410;211
BAHIA;5428;83
BAHIA;5436;3
BAHIA;5444;170
BAHIA;5452;1710
BAHIA;5460;197
BAHIA;5479;366
BAHIA;5487;658
BAHIA;5495;25
BAHIA;5509;259
BAHIA;5517;60
BAHIA;5525;311
BAHIA;5541;6869
BAHIA;5550;2222
BAHIA;5568;1345
BAHIA;5576;27
BAHIA;5584;6
BAHIA;5592;316
BAHIA;5606;12
BAHIA;5614;24
BAHIA;5622;437
BAHIA;5630;13
BAHIA;5649;14
BAHIA;5657;11
BAHIA;5665;46
BAHIA;5673;194
BAHIA;5681;145
BAHIA;5690;18
BAHIA;5703;224
BAHIA;5711;80
BAHIA;5720;239
BAHIA;5738;1104
BAHIA;5746;2927
BAHIA;5762;4
BAHIA;5770;42
BAHIA;5789;1
BAHIA;5797;92
BAHIA;5800;37
BAHIA;5819;570
BAHIA;5827;22
BAHIA;5835;1009
BAHIA;5843;128
BAHIA;5851;17
BAHIA;5860;19
BAHIA;5878;52
BAHIA;5894;1
BAHIA;5908;108
BAHIA;5916;4
BAHIA;5924;17
BAHIA;5932;2
BAHIA;5940;46
BAHIA;5959;31
BAHIA;5967;2378
BAHIA;5975;89
BAHIA;5983;3
BAHIA;5991;172
BAHIA;6009;7
BAHIA;6017;130
BAHIA;6025;26
BAHIA;6033;14
BAHIA;6041;833
BAHIA;6050;2670
BAHIA;6068;1468
BAHIA;6076;72
BAHIA;6084;37
BAHIA;6106;2
BAHIA;6122;184
BAHIA;6130;11
BAHIA;6157;4
BAHIA;6165;2
BAHIA;6173;7
BAHIA;6181;7
BAHIA;6203;1
BAHIA;6254;1
BAHIA;6270;41
BAHIA;6289;1
BAHIA;6297;1
BAHIA;6319;2
BAHIA;6351;1
BAHIA;6378;3
BAHIA;6408;144
BAHIA;6416;1
BAHIA;6432;23
BAHIA;6440;3
BAHIA;6459;10
BAHIA;6475;1
BAHIA;6483;7
BAHIA;6491;18
BAHIA;6505;1
BAHIA;6521;1
BAHIA;6530;208
BAHIA;6548;57
BAHIA;6556;76
BAHIA;6564;118
BAHIA;6572;6
BAHIA;6580;188
BAHIA;6599;2713
BAHIA;6602;569
BAHIA;6610;278
BAHIA;6629;11
BAHIA;6637;1203
BAHIA;6645;643
BAHIA;6653;292
BAHIA;6661;109
BAHIA;6670;1179
BAHIA;6688;71
BAHIA;6696;7
BAHIA;6700;720
BAHIA;6726;1368
BAHIA;6742;3
BAHIA;6750;46
BAHIA;6769;985
BAHIA;6777;3
BAHIA;6785;16
BAHIA;6807;144
BAHIA;6823;200
BAHIA;6831;612
BAHIA;6840;142
BAHIA;6858;289
BAHIA;6866;190
BAHIA;6882;5
BAHIA;6890;3
BAHIA;6904;24
BAHIA;6912;304
BAHIA;6920;2033
BAHIA;6939;1
BAHIA;6947;84
BAHIA;6955;3
BAHIA;6963;53
BAHIA;6971;18
BAHIA;6980;26
BAHIA;7030;1424
BAHIA;7048;979
BAHIA;7056;93
BAHIA;7072;56
BAHIA;7080;1
BAHIA;7099;11
BAHIA;7102;5
BAHIA;7110;2
BAHIA;7137;3
BAHIA;7153;2
BAHIA;7170;1
BAHIA;7218;138
BAHIA;7234;227
BAHIA;7242;125
BAHIA;7250;1
BAHIA;7269;44
BAHIA;7285;24
BAHIA;7293;16
BAHIA;7307;1
BAHIA;7315;15
BAHIA;7323;14
BAHIA;7340;2046
BAHIA;7358;27
BAHIA;7366;1082
BAHIA;7374;39
BAHIA;7439;1
BAHIA;7455;88669
BAHIA;7463;17709
BAHIA;7471;2952
BAHIA;7552;7
BAHIA;7560;180
BAHIA;7579;1173
BAHIA;7587;1642
BAHIA;7595;1
BAHIA;7617;20
BAHIA;7625;306
BAHIA;7633;3341
BAHIA;7641;10
BAHIA;7670;1
BAHIA;7684;353
BAHIA;7714;37
BAHIA;7722;1853
BAHIA;7730;117
BAHIA;7749;24
BAHIA;7757;1
BAHIA;7765;1
BAHIA;7781;6
CEARA;5002;7813
CEARA;5010;1613
CEARA;5029;8
CEARA;5037;88
CEARA;5045;586
CEARA;5053;314
CEARA;5061;41
CEARA;5070;2
CEARA;5088;7
CEARA;5096;37
CEARA;5100;30
CEARA;5118;997
CEARA;5126;9
CEARA;5134;46
CEARA;5142;319
CEARA;5150;152
CEARA;5169;48
CEARA;5185;5954
CEARA;5193;557
CEARA;5207;221
CEARA;5215;42
CEARA;5223;1
CEARA;5231;10
CEARA;5240;1
CEARA;5266;1
CEARA;5274;151
CEARA;5282;3
CEARA;5290;1
CEARA;5304;2
CEARA;5312;1
CEARA;5320;1
CEARA;5363;2
CEARA;5371;3
CEARA;5380;1396
CEARA;5398;27
CEARA;5401;280
CEARA;5410;687
CEARA;5428;57
CEARA;5436;1
CEARA;5444;241
CEARA;5452;8371
CEARA;5460;107
CEARA;5479;409
CEARA;5487;990
CEARA;5495;100
CEARA;5509;203
CEARA;5517;2
CEARA;5525;2243
CEARA;5541;7990
CEARA;5550;16809
CEARA;5568;1274
CEARA;5576;19
CEARA;5584;12
CEARA;5592;170
CEARA;5606;8
CEARA;5614;33
CEARA;5622;1254
CEARA;5630;25
CEARA;5657;6
CEARA;5665;946
CEARA;5673;1995
CEARA;5681;37
CEARA;5703;55
CEARA;5711;29
CEARA;5720;698
CEARA;5738;3248
CEARA;5746;1569
CEARA;5762;2
CEARA;5770;23
CEARA;5797;27
CEARA;5800;13
CEARA;5819;937
CEARA;5827;52
CEARA;5835;688
CEARA;5843;212
CEARA;5851;1002
CEARA;5860;27
CEARA;5878;6
CEARA;5886;1
CEARA;5894;1
CEARA;5908;98
CEARA;5916;2
CEARA;5924;7
CEARA;5940;6
CEARA;5959;27
CEARA;5967;877
CEARA;5975;144
CEARA;5991;810
CEARA;6009;3
CEARA;6017;485
CEARA;6025;17
CEARA;6033;41
CEARA;6041;2219
CEARA;6050;12024
CEARA;6068;169
CEARA;6076;55
CEARA;6084;21
CEARA;6092;1
CEARA;6122;576
CEARA;6130;20
CEARA;6157;3
CEARA;6165;1
CEARA;6173;13
CEARA;6181;16
CEARA;6190;1
CEARA;6270;88
CEARA;6289;2
CEARA;6297;2
CEARA;6319;1
CEARA;6386;3
CEARA;6394;4
CEARA;6408;571
CEARA;6416;4
CEARA;6432;9
CEARA;6440;2
CEARA;6459;7
CEARA;6483;9
CEARA;6491;15
CEARA;6521;1
CEARA;6530;11
CEARA;6548;1
CEARA;6556;41
CEARA;6564;175
CEARA;6580;156
CEARA;6599;13848
CEARA;6602;784
CEARA;6610;202
CEARA;6629;56
CEARA;6637;1434
CEARA;6645;520
CEARA;6653;188
CEARA;6661;1057
CEARA;6670;1316
CEARA;6688;61
CEARA;6696;79
CEARA;6700;263
CEARA;6726;1059
CEARA;6734;1
CEARA;6742;33
CEARA;6750;13
CEARA;6769;1547
CEARA;6777;1
CEARA;6785;17
CEARA;6807;47
CEARA;6815;1
CEARA;6823;44
CEARA;6831;228
CEARA;6840;57
CEARA;6858;563
CEARA;6866;38
CEARA;6882;5
CEARA;6890;4
CEARA;6904;15
CEARA;6912;54
CEARA;6920;6996
CEARA;6939;2
CEARA;6947;84
CEARA;6955;4
CEARA;6963;68
CEARA;6971;4
CEARA;6980;13
CEARA;7030;4759
CEARA;7048;2448
CEARA;7056;26
CEARA;7072;124
CEARA;7080;1
CEARA;7099;33
CEARA;7102;221
CEARA;7110;1
CEARA;7153;1
CEARA;7218;69
CEARA;7226;1
CEARA;7234;419
CEARA;7242;34
CEARA;7269;77
CEARA;7285;2118
CEARA;7293;34
CEARA;7315;15
CEARA;7323;37
CEARA;7340;7307
CEARA;7358;13
CEARA;7366;422
CEARA;7374;4
CEARA;7455;83074
CEARA;7463;14481
CEARA;7471;2019
CEARA;7560;57
CEARA;7579;593
CEARA;7587;3429
CEARA;7595;1
CEARA;7625;657
CEARA;7633;2571
CEARA;7641;3
CEARA;7650;2
CEARA;7670;55
CEARA;7684;29385
CEARA;7714;575
CEARA;7722;448
CEARA;7730;104
CEARA;7749;42
CEARA;7757;1
CEARA;7765;4
CEARA;7781;17
DISTRITO FEDERAL;5002;496
DISTRITO FEDERAL;5010;720
DISTRITO FEDERAL;5029;12
DISTRITO FEDERAL;5037;65
DISTRITO FEDERAL;5045;560
DISTRITO FEDERAL;5053;28
DISTRITO FEDERAL;5061;29
DISTRITO FEDERAL;5088;1
DISTRITO FEDERAL;5096;6
DISTRITO FEDERAL;5118;93
DISTRITO FEDERAL;5134;11
DISTRITO FEDERAL;5142;46
DISTRITO FEDERAL;5150;4
DISTRITO FEDERAL;5169;122
DISTRITO FEDERAL;5177;2
DISTRITO FEDERAL;5185;3061
DISTRITO FEDERAL;5193;196
DISTRITO FEDERAL;5207;205
DISTRITO FEDERAL;5215;17
DISTRITO FEDERAL;5231;18
DISTRITO FEDERAL;5240;3
DISTRITO FEDERAL;5258;3
DISTRITO FEDERAL;5266;3
DISTRITO FEDERAL;5274;51
DISTRITO FEDERAL;5320;1
DISTRITO FEDERAL;5347;2
DISTRITO FEDERAL;5355;1
DISTRITO FEDERAL;5371;5
DISTRITO FEDERAL;5380;159
DISTRITO FEDERAL;5398;7
DISTRITO FEDERAL;5401;12
DISTRITO FEDERAL;5410;228
DISTRITO FEDERAL;5428;59
DISTRITO FEDERAL;5436;2
DISTRITO FEDERAL;5444;34
DISTRITO FEDERAL;5452;1202
DISTRITO FEDERAL;5460;21
DISTRITO FEDERAL;5479;128
DISTRITO FEDERAL;5487;161
DISTRITO FEDERAL;5495;14
DISTRITO FEDERAL;5509;52
DISTRITO FEDERAL;5517;8
DISTRITO FEDERAL;5525;145
DISTRITO FEDERAL;5541;876
DISTRITO FEDERAL;5550;1148
DISTRITO FEDERAL;5568;693
DISTRITO FEDERAL;5576;5
DISTRITO FEDERAL;5584;3
DISTRITO FEDERAL;5592;12
DISTRITO FEDERAL;5606;9
DISTRITO FEDERAL;5614;24
DISTRITO FEDERAL;5622;24
DISTRITO FEDERAL;5630;4
DISTRITO FEDERAL;5657;5
DISTRITO FEDERAL;5665;39
DISTRITO FEDERAL;5673;152
DISTRITO FEDERAL;5681;4837
DISTRITO FEDERAL;5690;740
DISTRITO FEDERAL;5703;73
DISTRITO FEDERAL;5711;85
DISTRITO FEDERAL;5720;103
DISTRITO FEDERAL;5738;275
DISTRITO FEDERAL;5746;955
DISTRITO FEDERAL;5762;1
DISTRITO FEDERAL;5770;46
DISTRITO FEDERAL;5797;25
DISTRITO FEDERAL;5800;62
DISTRITO FEDERAL;5819;1107
DISTRITO FEDERAL;5827;5
DISTRITO FEDERAL;5835;236
DISTRITO FEDERAL;5843;1298
DISTRITO FEDERAL;5851;69
DISTRITO FEDERAL;5860;52
DISTRITO FEDERAL;5878;41
DISTRITO FEDERAL;5894;1
DISTRITO FEDERAL;5908;96
DISTRITO FEDERAL;5924;5
DISTRITO FEDERAL;5940;7
DISTRITO FEDERAL;5959;7
DISTRITO FEDERAL;5967;791
DISTRITO FEDERAL;5975;13
DISTRITO FEDERAL;5991;61
DISTRITO FEDERAL;6009;2
DISTRITO FEDERAL;6017;53
DISTRITO FEDERAL;6025;11
DISTRITO FEDERAL;6033;15
DISTRITO FEDERAL;6041;333
DISTRITO FEDERAL;6050;2300
DISTRITO FEDERAL;6068;142
DISTRITO FEDERAL;6076;15
DISTRITO FEDERAL;6084;7
DISTRITO FEDERAL;6122;239
DISTRITO FEDERAL;6130;19
DISTRITO FEDERAL;6149;6
DISTRITO FEDERAL;6157;2
DISTRITO FEDERAL;6165;2
DISTRITO FEDERAL;6173;8
DISTRITO FEDERAL;6181;3
DISTRITO FEDERAL;6190;1
DISTRITO FEDERAL;6254;1
DISTRITO FEDERAL;6270;31
DISTRITO FEDERAL;6289;3
DISTRITO FEDERAL;6297;1
