Cod_Infracao;UF;Quantidade
5460;SERGIPE;14
5460;TOCANTINS;11
5479;ACRE;25
5479;ALAGOAS;129
5479;AMAZONAS;145
5479;AMAPA;13
5479;BAHIA;279
5479;CEARA;448
5479;DISTRITO FEDERAL;388
5479;ESPIRITO SANTO;89
5479;GOIAS;42
5479;MARANHAO;46
5479;MATO GROSSO;5
5479;MATO GROSSO DO SUL;11
5479;MINAS GERAIS;200
5479;PARA;33
5479;PARAIBA;105
5479;PARANA;105
5479;PERNAMBUCO;178
5479;PIAUI;41
5479;RIO DE JANEIRO;264
5479;RIO GRANDE DO NORTE;179
5479;RIO GRANDE DO SUL;44
5479;RONDONIA;6
5479;RORAIMA;7
5479;SANTA CATARINA;101
5479;SAO PAULO;231
5479;SERGIPE;30
5479;TOCANTINS;9
5487;ACRE;112
5487;ALAGOAS;91
5487;AMAZONAS;411
5487;AMAPA;92
5487;BAHIA;811
5487;CEARA;1075
5487;DISTRITO FEDERAL;83
5487;ESPIRITO SANTO;318
5487;GOIAS;167
5487;MARANHAO;105
5487;MATO GROSSO;137
5487;MATO GROSSO DO SUL;252
5487;MINAS GERAIS;1361
5487;PARA;683
5487;PARAIBA;602
5487;PARANA;521
5487;PERNAMBUCO;575
5487;PIAUI;233
5487;RIO DE JANEIRO;826
5487;RIO GRANDE DO NORTE;361
5487;RIO GRANDE DO SUL;194
5487;RONDONIA;47
5487;RORAIMA;11
5487;SANTA CATARINA;142
5487;SAO PAULO;2494
5487;SERGIPE;105
5487;TOCANTINS;12
5495;ALAGOAS;3
5495;AMAZONAS;15
5495;AMAPA;2
5495;BAHIA;14
5495;CEARA;34
5495;DISTRITO FEDERAL;34
5495;ESPIRITO SANTO;39
5495;GOIAS;46
5495;MARANHAO;5
5495;MATO GROSSO;3
5495;MATO GROSSO DO SUL;12
5495;MINAS GERAIS;22
5495;PARA;2
5495;PARAIBA;4
5495;PARANA;21
5495;PERNAMBUCO;5
5495;PIAUI;17
5495;RIO DE JANEIRO;10
5495;RIO GRANDE DO NORTE;5
5495;RIO GRANDE DO SUL;8
5495;RONDONIA;1
5495;SANTA CATARINA;11
5495;SAO PAULO;89
5495;TOCANTINS;2
5509;ACRE;18
5509;ALAGOAS;62
5509;AMAZONAS;59
5509;AMAPA;19
5509;BAHIA;467
5509;CEARA;165
5509;DISTRITO FEDERAL;58
5509;ESPIRITO SANTO;418
5509;GOIAS;35
5509;MARANHAO;70
5509;MATO GROSSO;81
5509;MATO GROSSO DO SUL;79
5509;MINAS GERAIS;1589
5509;PARA;162
5509;PARAIBA;137
5509;PARANA;258
5509;PERNAMBUCO;330
5509;PIAUI;48
5509;RIO DE JANEIRO;580
5509;RIO GRANDE DO NORTE;96
5509;RIO GRANDE DO SUL;193
5509;RONDONIA;25
5509;RORAIMA;7
5509;SANTA CATARINA;172
5509;SAO PAULO;1786
5509;SERGIPE;11
5509;TOCANTINS;7
5517;ALAGOAS;2
5517;AMAZONAS;34
5517;AMAPA;1
5517;BAHIA;95
5517;CEARA;1
5517;ESPIRITO SANTO;5
5517;GOIAS;1
5517;MARANHAO;2
5517;MATO GROSSO DO SUL;1
5517;MINAS GERAIS;45
5517;PARAIBA;30
5517;PARANA;7
5517;PERNAMBUCO;1
5517;PIAUI;1
5517;RIO DE JANEIRO;70
5517;RIO GRANDE DO NORTE;1
5517;RIO GRANDE DO SUL;5
5517;RONDONIA;1
5517;SANTA CATARINA;1
5517;SAO PAULO;24
5517;SERGIPE;12
5525;ACRE;40
5525;ALAGOAS;59
5525;AMAZONAS;116
5525;AMAPA;1
5525;BAHIA;374
5525;CEARA;1046
5525;DISTRITO FEDERAL;337
5525;ESPIRITO SANTO;408
5525;GOIAS;185
5525;MARANHAO;71
5525;MATO GROSSO;243
5525;MATO GROSSO DO SUL;132
5525;MINAS GERAIS;1220
5525;PARA;74
5525;PARAIBA;79
5525;PARANA;791
5525;PERNAMBUCO;227
5525;PIAUI;37
5525;RIO DE JANEIRO;353
5525;RIO GRANDE DO NORTE;162
5525;RIO GRANDE DO SUL;972
5525;RONDONIA;40
5525;RORAIMA;8
5525;SANTA CATARINA;979
5525;SAO PAULO;3068
5525;SERGIPE;64
5525;TOCANTINS;13
5533;PARANA;1
5533;RIO GRANDE DO SUL;2
5533;SANTA CATARINA;1
5533;TOCANTINS;1
5541;ACRE;110
5541;ALAGOAS;637
5541;AMAZONAS;1671
5541;AMAPA;244
5541;BAHIA;11698
5541;CEARA;6868
5541;DISTRITO FEDERAL;1067
5541;ESPIRITO SANTO;3871
5541;GOIAS;1399
5541;MARANHAO;289
5541;MATO GROSSO;643
5541;MATO GROSSO DO SUL;1677
5541;MINAS GERAIS;41035
5541;PARA;389
5541;PARAIBA;1775
5541;PARANA;27056
5541;PERNAMBUCO;8399
5541;PIAUI;274
5541;RIO DE JANEIRO;7084
5541;RIO GRANDE DO NORTE;718
5541;RIO GRANDE DO SUL;5068
5541;RONDONIA;149
5541;RORAIMA;68
5541;SANTA CATARINA;10545
5541;SAO PAULO;72177
5541;SERGIPE;284
5541;TOCANTINS;109
5550;ACRE;403
5550;ALAGOAS;1384
5550;AMAZONAS;1025
5550;AMAPA;62
5550;BAHIA;3515
5550;CEARA;14679
5550;DISTRITO FEDERAL;3434
5550;ESPIRITO SANTO;2440
5550;GOIAS;1341
5550;MARANHAO;979
5550;MATO GROSSO;543
5550;MATO GROSSO DO SUL;629
5550;MINAS GERAIS;11159
5550;PARA;676
5550;PARAIBA;2446
5550;PARANA;3499
5550;PERNAMBUCO;3468
5550;PIAUI;1849
5550;RIO DE JANEIRO;2468
5550;RIO GRANDE DO NORTE;798
5550;RIO GRANDE DO SUL;2653
5550;RONDONIA;108
5550;RORAIMA;54
5550;SANTA CATARINA;3428
5550;SAO PAULO;32607
5550;SERGIPE;365
5550;TOCANTINS;141
5568;ACRE;88
5568;ALAGOAS;584
5568;AMAZONAS;147
5568;AMAPA;13
5568;BAHIA;1461
5568;CEARA;1351
5568;DISTRITO FEDERAL;1549
5568;ESPIRITO SANTO;655
5568;GOIAS;2151
5568;MARANHAO;105
5568;MATO GROSSO;1235
5568;MATO GROSSO DO SUL;424
5568;MINAS GERAIS;6559
5568;PARA;199
5568;PARAIBA;484
5568;PARANA;1953
5568;PERNAMBUCO;931
5568;PIAUI;177
5568;RIO DE JANEIRO;1651
5568;RIO GRANDE DO NORTE;122
5568;RIO GRANDE DO SUL;1415
5568;RONDONIA;97
5568;RORAIMA;10
5568;SANTA CATARINA;1941
5568;SAO PAULO;12567
5568;SERGIPE;45
5568;TOCANTINS;39
5576;ACRE;1
5576;ALAGOAS;3
5576;AMAZONAS;3
5576;BAHIA;14
5576;CEARA;19
5576;DISTRITO FEDERAL;10
5576;ESPIRITO SANTO;8
5576;GOIAS;8
5576;MATO GROSSO;1
5576;MATO GROSSO DO SUL;2
5576;MINAS GERAIS;55
5576;PARA;2
5576;PARAIBA;8
5576;PARANA;23
5576;PERNAMBUCO;7
5576;PIAUI;2
5576;RIO DE JANEIRO;48
5576;RIO GRANDE DO NORTE;1
5576;RIO GRANDE DO SUL;14
5576;RONDONIA;2
5576;SANTA CATARINA;16
5576;SAO PAULO;136
5576;SERGIPE;1
5584;ALAGOAS;2
5584;AMAZONAS;1
5584;AMAPA;2
5584;BAHIA;5
5584;CEARA;4
5584;MARANHAO;1
5584;MATO GROSSO DO SUL;8
5584;MINAS GERAIS;39
5584;PARAIBA;2
5584;PARANA;5
5584;PERNAMBUCO;4
5584;RIO DE JANEIRO;5
5584;RIO GRANDE DO SUL;11
5584;SANTA CATARINA;2
5584;SAO PAULO;87
5592;ACRE;1
5592;ALAGOAS;28
5592;AMAZONAS;31
5592;AMAPA;10
5592;BAHIA;193
5592;CEARA;39
5592;DISTRITO FEDERAL;7
5592;ESPIRITO SANTO;20
5592;GOIAS;41
5592;MARANHAO;24
5592;MATO GROSSO;23
5592;MATO GROSSO DO SUL;57
5592;MINAS GERAIS;392
5592;PARA;14
5592;PARAIBA;11
5592;PARANA;242
5592;PERNAMBUCO;44
5592;PIAUI;34
5592;RIO DE JANEIRO;46
5592;RIO GRANDE DO NORTE;27
5592;RIO GRANDE DO SUL;110
5592;RONDONIA;16
5592;RORAIMA;3
5592;SANTA CATARINA;58
5592;SAO PAULO;1384
5592;SERGIPE;5
5592;TOCANTINS;7
5606;ALAGOAS;2
5606;BAHIA;15
5606;CEARA;29
5606;DISTRITO FEDERAL;29
5606;ESPIRITO SANTO;13
5606;GOIAS;8
5606;MARANHAO;1
5606;MATO GROSSO;3
5606;MATO GROSSO DO SUL;3
5606;MINAS GERAIS;30
5606;PARA;2
5606;PARANA;14
5606;PERNAMBUCO;1
5606;RIO DE JANEIRO;194
5606;RIO GRANDE DO SUL;10
5606;RONDONIA;1
5606;SANTA CATARINA;8
5606;SAO PAULO;43
5614;ACRE;3
5614;ALAGOAS;7
5614;AMAZONAS;4
5614;AMAPA;13
5614;BAHIA;56
5614;CEARA;23
5614;DISTRITO FEDERAL;17
5614;ESPIRITO SANTO;18
5614;GOIAS;107
5614;MARANHAO;4
5614;MATO GROSSO;15
5614;MATO GROSSO DO SUL;40
5614;MINAS GERAIS;158
5614;PARA;40
5614;PARAIBA;14
5614;PARANA;242
5614;PERNAMBUCO;78
5614;PIAUI;12
5614;RIO DE JANEIRO;140
5614;RIO GRANDE DO NORTE;14
5614;RIO GRANDE DO SUL;145
5614;RONDONIA;10
5614;RORAIMA;4
5614;SANTA CATARINA;154
5614;SAO PAULO;281
5614;SERGIPE;3
5614;TOCANTINS;4
5622;ACRE;6
5622;ALAGOAS;90
5622;AMAZONAS;31
5622;AMAPA;11
5622;BAHIA;213
5622;CEARA;743
5622;DISTRITO FEDERAL;28
5622;ESPIRITO SANTO;115
5622;GOIAS;81
5622;MARANHAO;67
5622;MATO GROSSO;22
5622;MATO GROSSO DO SUL;80
5622;MINAS GERAIS;419
5622;PARA;17
5622;PARAIBA;147
5622;PARANA;342
5622;PERNAMBUCO;130
5622;PIAUI;397
5622;RIO DE JANEIRO;269
5622;RIO GRANDE DO NORTE;49
5622;RIO GRANDE DO SUL;156
5622;RONDONIA;9
5622;RORAIMA;4
5622;SANTA CATARINA;188
5622;SAO PAULO;1850
5622;SERGIPE;8
5622;TOCANTINS;5
5630;ALAGOAS;51
5630;AMAZONAS;16
5630;BAHIA;13
5630;CEARA;37
5630;DISTRITO FEDERAL;8
5630;ESPIRITO SANTO;13
5630;GOIAS;13
5630;MARANHAO;35
5630;MATO GROSSO;1
5630;MATO GROSSO DO SUL;12
5630;MINAS GERAIS;95
5630;PARA;3
5630;PARAIBA;12
5630;PARANA;203
5630;PERNAMBUCO;94
5630;PIAUI;500
5630;RIO DE JANEIRO;37
5630;RIO GRANDE DO NORTE;70
5630;RIO GRANDE DO SUL;29
5630;RONDONIA;2
5630;SANTA CATARINA;47
5630;SAO PAULO;564
5649;ACRE;1
5649;BAHIA;20
5649;GOIAS;1
5649;MINAS GERAIS;3
5649;PIAUI;1
5649;RIO DE JANEIRO;1
5649;SAO PAULO;2
5657;ACRE;1
5657;ALAGOAS;3
5657;AMAZONAS;4
5657;BAHIA;11
5657;CEARA;5
5657;DISTRITO FEDERAL;3
5657;ESPIRITO SANTO;13
5657;GOIAS;8
5657;MATO GROSSO;5
5657;MATO GROSSO DO SUL;5
5657;MINAS GERAIS;47
5657;PARAIBA;1
5657;PARANA;23
5657;PERNAMBUCO;9
5657;PIAUI;1
5657;RIO DE JANEIRO;10
5657;RIO GRANDE DO NORTE;4
5657;RIO GRANDE DO SUL;21
5657;RONDONIA;2
5657;SANTA CATARINA;22
5657;SAO PAULO;103
5657;SERGIPE;1
5665;ACRE;2
5665;ALAGOAS;417
5665;AMAZONAS;135
5665;AMAPA;1
5665;BAHIA;34
5665;CEARA;1071
5665;DISTRITO FEDERAL;33
5665;ESPIRITO SANTO;44
5665;GOIAS;30
5665;MARANHAO;48
5665;MATO GROSSO;8
5665;MATO GROSSO DO SUL;24
5665;MINAS GERAIS;558
5665;PARA;10
5665;PARAIBA;15
5665;PARANA;189
5665;PERNAMBUCO;88
5665;PIAUI;349
5665;RIO DE JANEIRO;747
5665;RIO GRANDE DO NORTE;17
5665;RIO GRANDE DO SUL;247
5665;RONDONIA;3
5665;RORAIMA;1
5665;SANTA CATARINA;98
5665;SAO PAULO;1384
5665;SERGIPE;2
5665;TOCANTINS;3
5673;ACRE;22
5673;ALAGOAS;133
5673;AMAZONAS;72
5673;AMAPA;219
5673;BAHIA;375
5673;CEARA;1067
5673;DISTRITO FEDERAL;1023
5673;ESPIRITO SANTO;116
5673;GOIAS;13645
5673;MARANHAO;225
5673;MATO GROSSO;557
5673;MATO GROSSO DO SUL;169
5673;MINAS GERAIS;3055
5673;PARA;1867
5673;PARAIBA;125
5673;PARANA;1949
5673;PERNAMBUCO;796
5673;PIAUI;1356
5673;RIO DE JANEIRO;3336
5673;RIO GRANDE DO NORTE;616
5673;RIO GRANDE DO SUL;817
5673;RONDONIA;25
5673;RORAIMA;40
5673;SANTA CATARINA;1088
5673;SAO PAULO;17207
5673;SERGIPE;22
5673;TOCANTINS;193
5681;ACRE;13
5681;ALAGOAS;1592
5681;AMAZONAS;12
5681;AMAPA;9
5681;BAHIA;276
5681;CEARA;36
5681;DISTRITO FEDERAL;7524
5681;ESPIRITO SANTO;36
5681;GOIAS;2150
5681;MARANHAO;32
5681;MATO GROSSO;292
5681;MATO GROSSO DO SUL;133
5681;MINAS GERAIS;910
5681;PARA;346
5681;PARAIBA;34
5681;PARANA;240
5681;PERNAMBUCO;59
5681;PIAUI;47
5681;RIO DE JANEIRO;192
5681;RIO GRANDE DO NORTE;55
5681;RIO GRANDE DO SUL;64
5681;RONDONIA;57
5681;RORAIMA;2
5681;SANTA CATARINA;172
5681;SAO PAULO;622
5681;SERGIPE;42
5681;TOCANTINS;95
5690;ACRE;1
5690;BAHIA;6
5690;DISTRITO FEDERAL;246
5690;ESPIRITO SANTO;10
5690;GOIAS;63
5690;MARANHAO;3
5690;MATO GROSSO;6
5690;MATO GROSSO DO SUL;8
5690;MINAS GERAIS;588
5690;PARA;4
5690;PARAIBA;3
5690;PARANA;15
5690;PERNAMBUCO;39
5690;PIAUI;3
5690;RIO DE JANEIRO;189
5690;RIO GRANDE DO NORTE;4
5690;RIO GRANDE DO SUL;26
5690;RONDONIA;2
5690;SANTA CATARINA;11
5690;SAO PAULO;227
5690;SERGIPE;1
5690;TOCANTINS;6
5703;ACRE;10
5703;ALAGOAS;15
5703;AMAZONAS;21
5703;AMAPA;11
5703;BAHIA;171
5703;CEARA;33
5703;DISTRITO FEDERAL;97
5703;ESPIRITO SANTO;133
5703;GOIAS;377
5703;MARANHAO;32
5703;MATO GROSSO;110
5703;MATO GROSSO DO SUL;148
5703;MINAS GERAIS;1691
5703;PARA;48
5703;PARAIBA;15
5703;PARANA;10389
5703;PERNAMBUCO;97
5703;PIAUI;21
5703;RIO DE JANEIRO;459
5703;RIO GRANDE DO NORTE;13
5703;RIO GRANDE DO SUL;620
5703;RONDONIA;37
5703;RORAIMA;1
5703;SANTA CATARINA;1580
5703;SAO PAULO;12881
5703;SERGIPE;11
5703;TOCANTINS;31
5711;ACRE;6
5711;ALAGOAS;3
5711;AMAZONAS;32
5711;BAHIA;198
5711;CEARA;55
5711;DISTRITO FEDERAL;67
5711;ESPIRITO SANTO;68
5711;GOIAS;180
5711;MARANHAO;14
5711;MATO GROSSO;116
5711;MATO GROSSO DO SUL;89
5711;MINAS GERAIS;557
5711;PARA;31
5711;PARAIBA;35
5711;PARANA;604
5711;PERNAMBUCO;72
5711;PIAUI;13
5711;RIO DE JANEIRO;97
5711;RIO GRANDE DO NORTE;13
5711;RIO GRANDE DO SUL;467
5711;RONDONIA;11
5711;RORAIMA;2
5711;SANTA CATARINA;645
5711;SAO PAULO;4445
5711;SERGIPE;7
5711;TOCANTINS;7
5720;ACRE;54
5720;ALAGOAS;68
5720;AMAZONAS;44
5720;AMAPA;17
5720;BAHIA;197
5720;CEARA;775
5720;DISTRITO FEDERAL;94
5720;ESPIRITO SANTO;72
5720;GOIAS;125
5720;MARANHAO;76
5720;MATO GROSSO;57
5720;MATO GROSSO DO SUL;55
5720;MINAS GERAIS;447
5720;PARA;65
5720;PARAIBA;87
5720;PARANA;283
5720;PERNAMBUCO;263
5720;PIAUI;77
5720;RIO DE JANEIRO;209
5720;RIO GRANDE DO NORTE;72
5720;RIO GRANDE DO SUL;303
5720;RONDONIA;71
5720;RORAIMA;10
5720;SANTA CATARINA;548
5720;SAO PAULO;1106
5720;SERGIPE;22
5720;TOCANTINS;8
5738;ACRE;100
5738;ALAGOAS;450
5738;AMAZONAS;489
5738;AMAPA;22
5738;BAHIA;1257
5738;CEARA;2160
5738;DISTRITO FEDERAL;390
5738;ESPIRITO SANTO;610
5738;GOIAS;476
5738;MARANHAO;545
5738;MATO GROSSO;190
5738;MATO GROSSO DO SUL;228
5738;MINAS GERAIS;2124
5738;PARA;399
5738;PARAIBA;956
5738;PARANA;922
5738;PERNAMBUCO;847
5738;PIAUI;419
5738;RIO DE JANEIRO;1171
5738;RIO GRANDE DO NORTE;195
5738;RIO GRANDE DO SUL;659
5738;RONDONIA;104
5738;RORAIMA;22
5738;SANTA CATARINA;772
5738;SAO PAULO;6790
5738;SERGIPE;126
5738;TOCANTINS;45
5746;ACRE;33
5746;ALAGOAS;192
5746;AMAZONAS;133
5746;AMAPA;23
5746;BAHIA;3379
5746;CEARA;1207
5746;DISTRITO FEDERAL;834
5746;ESPIRITO SANTO;1277
5746;GOIAS;1300
5746;MARANHAO;194
5746;MATO GROSSO;643
5746;MATO GROSSO DO SUL;945
5746;MINAS GERAIS;24103
5746;PARA;258
5746;PARAIBA;1863
5746;PARANA;8420
5746;PERNAMBUCO;3587
5746;PIAUI;199
5746;RIO DE JANEIRO;4007
5746;RIO GRANDE DO NORTE;339
5746;RIO GRANDE DO SUL;2125
5746;RONDONIA;129
5746;RORAIMA;22
5746;SANTA CATARINA;5404
5746;SAO PAULO;190185
5746;SERGIPE;194
5746;TOCANTINS;161
5762;BAHIA;1
5762;CEARA;3
5762;GOIAS;1
5762;MATO GROSSO;1
5762;MINAS GERAIS;4
5762;PARAIBA;1
5762;PARANA;2
5762;PERNAMBUCO;1
5762;PIAUI;1
5762;RIO DE JANEIRO;3
5762;RIO GRANDE DO NORTE;19
5762;RIO GRANDE DO SUL;7
5762;SANTA CATARINA;4
5762;SAO PAULO;18
5762;TOCANTINS;1
5770;ACRE;6
5770;ALAGOAS;10
5770;AMAZONAS;6
5770;AMAPA;3
5770;BAHIA;23
5770;CEARA;15
5770;DISTRITO FEDERAL;67
5770;ESPIRITO SANTO;12
5770;GOIAS;29
5770;MARANHAO;7
5770;MATO GROSSO;10
5770;MATO GROSSO DO SUL;9
5770;MINAS GERAIS;49
5770;PARA;5
5770;PARAIBA;8
5770;PARANA;44
5770;PERNAMBUCO;20
5770;PIAUI;2
5770;RIO DE JANEIRO;67
5770;RIO GRANDE DO NORTE;1
5770;RIO GRANDE DO SUL;58
5770;RONDONIA;4
5770;RORAIMA;1
5770;SANTA CATARINA;91
5770;SAO PAULO;167
5770;SERGIPE;8
5770;TOCANTINS;1
5789;BAHIA;2
5789;CEARA;2
5789;DISTRITO FEDERAL;1
5789;ESPIRITO SANTO;2
5789;GOIAS;1
5789;MATO GROSSO DO SUL;1
5789;MINAS GERAIS;2
5789;PARA;2
5789;PARANA;1
5789;RIO DE JANEIRO;3
5789;RIO GRANDE DO SUL;6
5789;RONDONIA;5
5789;RORAIMA;1
5789;SANTA CATARINA;7
5789;SAO PAULO;3
5789;TOCANTINS;1
5797;ACRE;4
5797;ALAGOAS;18
5797;AMAZONAS;3
5797;AMAPA;1
5797;BAHIA;80
5797;CEARA;20
5797;DISTRITO FEDERAL;9
5797;ESPIRITO SANTO;32
5797;GOIAS;29
5797;MARANHAO;9
5797;MATO GROSSO;39
5797;MATO GROSSO DO SUL;11
5797;MINAS GERAIS;148
5797;PARA;25
5797;PARAIBA;3
5797;PARANA;111
5797;PERNAMBUCO;49
5797;PIAUI;7
5797;RIO DE JANEIRO;52
5797;RIO GRANDE DO NORTE;5
5797;RIO GRANDE DO SUL;69
5797;RONDONIA;20
5797;RORAIMA;4
5797;SANTA CATARINA;132
5797;SAO PAULO;227
5797;SERGIPE;7
5797;TOCANTINS;6
5800;ACRE;2
5800;ALAGOAS;7
5800;AMAZONAS;14
5800;AMAPA;1
5800;BAHIA;23
5800;CEARA;4
5800;DISTRITO FEDERAL;35
5800;ESPIRITO SANTO;12
5800;GOIAS;57
5800;MARANHAO;2
5800;MATO GROSSO;26
5800;MATO GROSSO DO SUL;25
5800;MINAS GERAIS;290
5800;PARA;5
5800;PARAIBA;21
5800;PARANA;105
5800;PERNAMBUCO;8
5800;PIAUI;7
5800;RIO DE JANEIRO;102
5800;RIO GRANDE DO NORTE;3
5800;RIO GRANDE DO SUL;262
5800;RONDONIA;4
5800;SANTA CATARINA;223
5800;SAO PAULO;8336
5800;SERGIPE;3
5800;TOCANTINS;2
5819;ACRE;80
5819;ALAGOAS;313
5819;AMAZONAS;201
5819;AMAPA;49
5819;BAHIA;1368
5819;CEARA;1687
5819;DISTRITO FEDERAL;923
5819;ESPIRITO SANTO;226
5819;GOIAS;672
5819;MARANHAO;545
5819;MATO GROSSO;218
5819;MATO GROSSO DO SUL;112
5819;MINAS GERAIS;1922
5819;PARA;887
5819;PARAIBA;235
5819;PARANA;1001
5819;PERNAMBUCO;803
5819;PIAUI;434
5819;RIO DE JANEIRO;1925
5819;RIO GRANDE DO NORTE;246
5819;RIO GRANDE DO SUL;784
5819;RONDONIA;90
5819;RORAIMA;68
5819;SANTA CATARINA;1247
5819;SAO PAULO;9622
5819;SERGIPE;53
5819;TOCANTINS;41
5827;ACRE;3
5827;ALAGOAS;8
5827;AMAZONAS;3
5827;AMAPA;1
5827;BAHIA;31
5827;CEARA;23
5827;DISTRITO FEDERAL;11
5827;ESPIRITO SANTO;9
5827;GOIAS;10
5827;MARANHAO;2
5827;MATO GROSSO;3
5827;MATO GROSSO DO SUL;5
5827;MINAS GERAIS;86
5827;PARA;3
5827;PARAIBA;11
5827;PARANA;44
5827;PERNAMBUCO;21
5827;RIO DE JANEIRO;23
5827;RIO GRANDE DO NORTE;3
5827;RIO GRANDE DO SUL;45
5827;SANTA CATARINA;31
5827;SAO PAULO;356
5835;ACRE;78
5835;ALAGOAS;209
5835;AMAZONAS;172
5835;AMAPA;144
5835;BAHIA;966
5835;CEARA;544
5835;DISTRITO FEDERAL;238
5835;ESPIRITO SANTO;309
5835;GOIAS;619
5835;MARANHAO;215
5835;MATO GROSSO;526
5835;MATO GROSSO DO SUL;418
5835;MINAS GERAIS;1622
5835;PARA;528
5835;PARAIBA;198
5835;PARANA;1072
5835;PERNAMBUCO;658
5835;PIAUI;170
5835;RIO DE JANEIRO;1037
5835;RIO GRANDE DO NORTE;283
5835;RIO GRANDE DO SUL;1063
5835;RONDONIA;255
5835;RORAIMA;59
5835;SANTA CATARINA;1290
5835;SAO PAULO;4320
5835;SERGIPE;258
5835;TOCANTINS;111
5843;ACRE;8
5843;ALAGOAS;64
5843;AMAZONAS;343
5843;AMAPA;3
5843;BAHIA;187
5843;CEARA;230
5843;DISTRITO FEDERAL;1386
5843;ESPIRITO SANTO;61
5843;GOIAS;203
5843;MARANHAO;21
5843;MATO GROSSO;42
5843;MATO GROSSO DO SUL;84
5843;MINAS GERAIS;969
5843;PARA;25
5843;PARAIBA;22
5843;PARANA;546
5843;PERNAMBUCO;119
5843;PIAUI;13
5843;RIO DE JANEIRO;189
5843;RIO GRANDE DO NORTE;111
5843;RIO GRANDE DO SUL;481
5843;RONDONIA;19
5843;RORAIMA;9
5843;SANTA CATARINA;343
5843;SAO PAULO;12060
5843;SERGIPE;27
5843;TOCANTINS;10
5851;ALAGOAS;9
5851;AMAZONAS;20
5851;BAHIA;14
5851;CEARA;150
5851;DISTRITO FEDERAL;105
5851;ESPIRITO SANTO;36
5851;GOIAS;38
5851;MARANHAO;5
5851;MATO GROSSO;6
5851;MATO GROSSO DO SUL;10
5851;MINAS GERAIS;211
5851;PARA;23
5851;PARAIBA;7
5851;PARANA;178
5851;PERNAMBUCO;105
5851;PIAUI;1
5851;RIO DE JANEIRO;22
5851;RIO GRANDE DO NORTE;37
5851;RIO GRANDE DO SUL;67
5851;RONDONIA;1
5851;RORAIMA;1
5851;SANTA CATARINA;33
5851;SAO PAULO;1061
5851;SERGIPE;2
5851;TOCANTINS;1
5860;ACRE;2
5860;ALAGOAS;2
5860;AMAZONAS;1
5860;AMAPA;1
5860;BAHIA;12
5860;CEARA;16
5860;DISTRITO FEDERAL;47
5860;ESPIRITO SANTO;8
5860;GOIAS;18
5860;MARANHAO;2
5860;MATO GROSSO;2
5860;MATO GROSSO DO SUL;8
5860;MINAS GERAIS;48
5860;PARA;16
5860;PARAIBA;4
5860;PARANA;23
5860;PERNAMBUCO;42
5860;PIAUI;1
5860;RIO DE JANEIRO;31
5860;RIO GRANDE DO NORTE;5
5860;RIO GRANDE DO SUL;29
5860;RONDONIA;4
5860;SANTA CATARINA;44
5860;SAO PAULO;164
5878;ACRE;5
5878;ALAGOAS;9
5878;AMAZONAS;1
5878;BAHIA;94
5878;CEARA;8
5878;DISTRITO FEDERAL;21
5878;ESPIRITO SANTO;62
5878;GOIAS;40
5878;MARANHAO;5
5878;MATO GROSSO;9
5878;MATO GROSSO DO SUL;18
5878;MINAS GERAIS;171
5878;PARA;7
5878;PARAIBA;8
5878;PARANA;130
5878;PERNAMBUCO;58
5878;PIAUI;1
5878;RIO DE JANEIRO;42
5878;RIO GRANDE DO NORTE;4
5878;RIO GRANDE DO SUL;88
5878;RONDONIA;2
5878;SANTA CATARINA;77
5878;SAO PAULO;799
5878;SERGIPE;5
5886;BAHIA;2
5886;CEARA;3
5886;ESPIRITO SANTO;1
5886;MINAS GERAIS;3
5886;PARAIBA;1
5886;PARANA;1
5886;PERNAMBUCO;2
5886;SAO PAULO;2
5894;BAHIA;4
5894;DISTRITO FEDERAL;1
5894;MATO GROSSO DO SUL;1
5894;MINAS GERAIS;1
5894;PARAIBA;2
5894;PARANA;1
5894;PERNAMBUCO;27
5894;RIO DE JANEIRO;1
5894;RIO GRANDE DO SUL;3
5894;SANTA CATARINA;5
5894;SAO PAULO;7
5908;ACRE;2
5908;ALAGOAS;23
5908;AMAZONAS;11
5908;BAHIA;89
5908;CEARA;82
5908;DISTRITO FEDERAL;92
5908;ESPIRITO SANTO;44
5908;GOIAS;67
5908;MARANHAO;11
5908;MATO GROSSO;17
5908;MATO GROSSO DO SUL;13
5908;MINAS GERAIS;301
5908;PARA;22
5908;PARAIBA;22
5908;PARANA;100
5908;PERNAMBUCO;82
5908;PIAUI;3
5908;RIO DE JANEIRO;781
5908;RIO GRANDE DO NORTE;67
5908;RIO GRANDE DO SUL;61
5908;RONDONIA;9
5908;RORAIMA;41
5908;SANTA CATARINA;90
5908;SAO PAULO;914
5908;SERGIPE;5
5908;TOCANTINS;4
5916;ALAGOAS;1
5916;BAHIA;4
5916;CEARA;1
5916;DISTRITO FEDERAL;1
5916;ESPIRITO SANTO;1
5916;GOIAS;2
5916;MARANHAO;2
5916;MATO GROSSO DO SUL;4
5916;MINAS GERAIS;7
5916;PARA;2
5916;PARANA;14
5916;PERNAMBUCO;2
5916;RIO DE JANEIRO;2
5916;RIO GRANDE DO SUL;2
5916;SANTA CATARINA;11
5916;SAO PAULO;12
5924;ACRE;2
5924;ALAGOAS;3
5924;AMAZONAS;1
5924;AMAPA;1
5924;BAHIA;21
5924;CEARA;11
5924;DISTRITO FEDERAL;3
5924;ESPIRITO SANTO;8
