UF;Codigo_Infracao;Quantidade
ACRE;5002;2
ALAGOAS;5002;7
AMAZONAS;5002;152
BAHIA;5002;102
CEARA;5002;28
DISTRITO FEDERAL;5002;25
ESPIRITO SANTO;5002;70
GOIAS;5002;160
MARANHAO;5002;20
MATO GROSSO;5002;66
MATO GROSSO DO SUL;5002;191
MINAS GERAIS;5002;1751
PARA;5002;28
PARAIBA;5002;4
PARANA;5002;537
PERNAMBUCO;5002;62
PIAUI;5002;2
RIO DE JANEIRO;5002;194
RIO GRANDE DO NORTE;5002;10
RIO GRANDE DO SUL;5002;636
RONDONIA;5002;12
RORAIMA;5002;4
SANTA CATARINA;5002;358
SAO PAULO;5002;13422
SERGIPE;5002;9
TOCANTINS;5002;8
ACRE;5010;179
ALAGOAS;5010;1222
AMAZONAS;5010;673
AMAPA;5010;95
BAHIA;5010;2428
CEARA;5010;1381
DISTRITO FEDERAL;5010;474
ESPIRITO SANTO;5010;436
GOIAS;5010;769
MARANHAO;5010;530
MATO GROSSO;5010;466
MATO GROSSO DO SUL;5010;479
MINAS GERAIS;5010;22163
PARA;5010;319
PARAIBA;5010;572
PARANA;5010;813
PERNAMBUCO;5010;947
PIAUI;5010;740
RIO DE JANEIRO;5010;1047
RIO GRANDE DO NORTE;5010;783
RIO GRANDE DO SUL;5010;1101
RONDONIA;5010;406
RORAIMA;5010;344
SANTA CATARINA;5010;388
SAO PAULO;5010;1020
SERGIPE;5010;610
TOCANTINS;5010;125
ACRE;5029;10
ALAGOAS;5029;7
AMAZONAS;5029;7
BAHIA;5029;19
CEARA;5029;9
DISTRITO FEDERAL;5029;18
ESPIRITO SANTO;5029;97
GOIAS;5029;13
MARANHAO;5029;2
MATO GROSSO;5029;9
MATO GROSSO DO SUL;5029;33
MINAS GERAIS;5029;741
PARAIBA;5029;40
PARANA;5029;187
PERNAMBUCO;5029;18
PIAUI;5029;3
RIO DE JANEIRO;5029;38
RIO GRANDE DO NORTE;5029;5
RIO GRANDE DO SUL;5029;432
RONDONIA;5029;10
RORAIMA;5029;1
SANTA CATARINA;5029;55
SAO PAULO;5029;341
SERGIPE;5029;36
TOCANTINS;5029;1
ACRE;5037;9
ALAGOAS;5037;41
AMAZONAS;5037;54
AMAPA;5037;4
BAHIA;5037;130
CEARA;5037;107
DISTRITO FEDERAL;5037;35
ESPIRITO SANTO;5037;41
GOIAS;5037;78
MARANHAO;5037;32
MATO GROSSO;5037;41
MATO GROSSO DO SUL;5037;39
MINAS GERAIS;5037;1565
PARA;5037;21
PARAIBA;5037;49
PARANA;5037;86
PERNAMBUCO;5037;40
PIAUI;5037;41
RIO DE JANEIRO;5037;109
RIO GRANDE DO NORTE;5037;41
RIO GRANDE DO SUL;5037;151
RONDONIA;5037;22
RORAIMA;5037;7
SANTA CATARINA;5037;35
SAO PAULO;5037;99
SERGIPE;5037;47
TOCANTINS;5037;7
ACRE;5045;92
ALAGOAS;5045;107
AMAZONAS;5045;66
AMAPA;5045;47
BAHIA;5045;697
CEARA;5045;258
DISTRITO FEDERAL;5045;384
ESPIRITO SANTO;5045;273
GOIAS;5045;394
MARANHAO;5045;144
MATO GROSSO;5045;217
MATO GROSSO DO SUL;5045;208
MINAS GERAIS;5045;2845
PARA;5045;147
PARAIBA;5045;154
PARANA;5045;348
PERNAMBUCO;5045;232
PIAUI;5045;196
RIO DE JANEIRO;5045;362
RIO GRANDE DO NORTE;5045;176
RIO GRANDE DO SUL;5045;354
RONDONIA;5045;194
RORAIMA;5045;87
SANTA CATARINA;5045;369
SAO PAULO;5045;472
SERGIPE;5045;156
TOCANTINS;5045;66
ACRE;5053;5
ALAGOAS;5053;34
AMAZONAS;5053;38
AMAPA;5053;3
BAHIA;5053;180
CEARA;5053;152
DISTRITO FEDERAL;5053;21
ESPIRITO SANTO;5053;16
GOIAS;5053;31
MARANHAO;5053;8
MATO GROSSO;5053;41
MATO GROSSO DO SUL;5053;34
MINAS GERAIS;5053;184
PARA;5053;15
PARAIBA;5053;34
PARANA;5053;95
PERNAMBUCO;5053;62
PIAUI;5053;19
RIO DE JANEIRO;5053;59
RIO GRANDE DO NORTE;5053;37
RIO GRANDE DO SUL;5053;72
RONDONIA;5053;34
RORAIMA;5053;8
SANTA CATARINA;5053;50
SAO PAULO;5053;71
SERGIPE;5053;20
TOCANTINS;5053;4
ACRE;5061;5
ALAGOAS;5061;23
AMAZONAS;5061;9
BAHIA;5061;116
CEARA;5061;32
DISTRITO FEDERAL;5061;20
ESPIRITO SANTO;5061;23
GOIAS;5061;30
MARANHAO;5061;8
MATO GROSSO;5061;18
MATO GROSSO DO SUL;5061;15
MINAS GERAIS;5061;316
PARA;5061;20
PARAIBA;5061;20
PARANA;5061;40
PERNAMBUCO;5061;40
PIAUI;5061;15
RIO DE JANEIRO;5061;43
RIO GRANDE DO NORTE;5061;34
RIO GRANDE DO SUL;5061;28
RONDONIA;5061;10
RORAIMA;5061;11
SANTA CATARINA;5061;18
SAO PAULO;5061;35
SERGIPE;5061;23
ACRE;5070;1
ESPIRITO SANTO;5070;2
MINAS GERAIS;5070;5
PARAIBA;5070;1
PARANA;5070;3
RIO DE JANEIRO;5070;2
RIO GRANDE DO SUL;5070;36
SANTA CATARINA;5070;2
SAO PAULO;5070;14
BAHIA;5088;9
CEARA;5088;4
DISTRITO FEDERAL;5088;1
GOIAS;5088;2
MATO GROSSO;5088;3
MATO GROSSO DO SUL;5088;3
MINAS GERAIS;5088;22
PARA;5088;2
PARANA;5088;3
PIAUI;5088;3
RIO DE JANEIRO;5088;3
RIO GRANDE DO NORTE;5088;5
RIO GRANDE DO SUL;5088;9
RONDONIA;5088;2
SANTA CATARINA;5088;2
SAO PAULO;5088;3
SERGIPE;5088;2
TOCANTINS;5088;1
ALAGOAS;5096;2
BAHIA;5096;23
CEARA;5096;9
DISTRITO FEDERAL;5096;7
ESPIRITO SANTO;5096;15
GOIAS;5096;9
MARANHAO;5096;3
MATO GROSSO;5096;6
MATO GROSSO DO SUL;5096;3
MINAS GERAIS;5096;35
PARA;5096;7
PARAIBA;5096;5
PARANA;5096;15
PERNAMBUCO;5096;12
PIAUI;5096;1
RIO DE JANEIRO;5096;13
RIO GRANDE DO NORTE;5096;5
RIO GRANDE DO SUL;5096;65
RONDONIA;5096;1
RORAIMA;5096;1
SANTA CATARINA;5096;14
SAO PAULO;5096;19
SERGIPE;5096;8
TOCANTINS;5096;2
AMAZONAS;5100;2
BAHIA;5100;4
CEARA;5100;6
MARANHAO;5100;2
MATO GROSSO DO SUL;5100;2
MINAS GERAIS;5100;1
PARA;5100;1
PARAIBA;5100;2
PARANA;5100;1
PERNAMBUCO;5100;1
RIO GRANDE DO NORTE;5100;1
RIO GRANDE DO SUL;5100;1
RONDONIA;5100;1
SAO PAULO;5100;4
ACRE;5118;88
ALAGOAS;5118;142
AMAZONAS;5118;274
AMAPA;5118;58
BAHIA;5118;589
CEARA;5118;862
DISTRITO FEDERAL;5118;67
ESPIRITO SANTO;5118;89
GOIAS;5118;117
MARANHAO;5118;61
MATO GROSSO;5118;81
MATO GROSSO DO SUL;5118;122
MINAS GERAIS;5118;2073
PARA;5118;95
PARAIBA;5118;154
PARANA;5118;207
PERNAMBUCO;5118;371
PIAUI;5118;185
RIO DE JANEIRO;5118;287
RIO GRANDE DO NORTE;5118;175
RIO GRANDE DO SUL;5118;320
RONDONIA;5118;28
RORAIMA;5118;44
SANTA CATARINA;5118;71
SAO PAULO;5118;210
SERGIPE;5118;240
TOCANTINS;5118;26
ACRE;5126;4
AMAZONAS;5126;1
BAHIA;5126;3
CEARA;5126;3
ESPIRITO SANTO;5126;23
GOIAS;5126;1
MATO GROSSO;5126;2
MATO GROSSO DO SUL;5126;7
MINAS GERAIS;5126;83
PARAIBA;5126;6
PARANA;5126;38
PERNAMBUCO;5126;7
RIO DE JANEIRO;5126;5
RIO GRANDE DO NORTE;5126;1
RIO GRANDE DO SUL;5126;70
RONDONIA;5126;1
SANTA CATARINA;5126;3
SAO PAULO;5126;42
SERGIPE;5126;9
ACRE;5134;2
ALAGOAS;5134;3
AMAZONAS;5134;5
AMAPA;5134;2
BAHIA;5134;25
CEARA;5134;54
DISTRITO FEDERAL;5134;3
ESPIRITO SANTO;5134;15
GOIAS;5134;15
MATO GROSSO;5134;4
MATO GROSSO DO SUL;5134;6
MINAS GERAIS;5134;165
PARA;5134;3
PARAIBA;5134;14
PARANA;5134;19
PERNAMBUCO;5134;19
PIAUI;5134;10
RIO DE JANEIRO;5134;29
RIO GRANDE DO NORTE;5134;13
RIO GRANDE DO SUL;5134;35
RONDONIA;5134;4
RORAIMA;5134;3
SANTA CATARINA;5134;5
SAO PAULO;5134;22
SERGIPE;5134;19
TOCANTINS;5134;1
ACRE;5142;11
ALAGOAS;5142;5
AMAZONAS;5142;2
AMAPA;5142;26
BAHIA;5142;116
CEARA;5142;97
DISTRITO FEDERAL;5142;18
ESPIRITO SANTO;5142;46
GOIAS;5142;51
MARANHAO;5142;6
MATO GROSSO;5142;16
MATO GROSSO DO SUL;5142;14
MINAS GERAIS;5142;271
PARA;5142;29
PARAIBA;5142;31
PARANA;5142;49
PERNAMBUCO;5142;71
PIAUI;5142;22
RIO DE JANEIRO;5142;67
RIO GRANDE DO NORTE;5142;25
RIO GRANDE DO SUL;5142;66
RONDONIA;5142;8
RORAIMA;5142;11
SANTA CATARINA;5142;44
SAO PAULO;5142;60
SERGIPE;5142;45
TOCANTINS;5142;6
ALAGOAS;5150;4
AMAZONAS;5150;6
BAHIA;5150;16
CEARA;5150;60
GOIAS;5150;3
MATO GROSSO;5150;2
MATO GROSSO DO SUL;5150;3
MINAS GERAIS;5150;18
PARA;5150;2
PARAIBA;5150;16
PARANA;5150;6
PERNAMBUCO;5150;17
RIO DE JANEIRO;5150;6
RIO GRANDE DO NORTE;5150;6
RIO GRANDE DO SUL;5150;14
SANTA CATARINA;5150;2
SAO PAULO;5150;8
SERGIPE;5150;4
TOCANTINS;5150;1
ACRE;5169;163
ALAGOAS;5169;50
AMAZONAS;5169;239
AMAPA;5169;16
BAHIA;5169;137
CEARA;5169;77
DISTRITO FEDERAL;5169;170
ESPIRITO SANTO;5169;46
GOIAS;5169;124
MARANHAO;5169;70
MATO GROSSO;5169;158
MATO GROSSO DO SUL;5169;164
MINAS GERAIS;5169;2001
PARA;5169;44
PARAIBA;5169;33
PARANA;5169;396
PERNAMBUCO;5169;70
PIAUI;5169;76
RIO DE JANEIRO;5169;76
RIO GRANDE DO NORTE;5169;76
RIO GRANDE DO SUL;5169;257
RONDONIA;5169;113
RORAIMA;5169;85
SANTA CATARINA;5169;265
SAO PAULO;5169;209
SERGIPE;5169;43
TOCANTINS;5169;30
ALAGOAS;5177;4
AMAZONAS;5177;2
BAHIA;5177;2
CEARA;5177;6
DISTRITO FEDERAL;5177;2
ESPIRITO SANTO;5177;2
GOIAS;5177;2
MATO GROSSO;5177;2
MATO GROSSO DO SUL;5177;3
MINAS GERAIS;5177;25
PARA;5177;3
PARAIBA;5177;1
PARANA;5177;15
PERNAMBUCO;5177;3
RIO DE JANEIRO;5177;1
RIO GRANDE DO NORTE;5177;2
RIO GRANDE DO SUL;5177;5
RONDONIA;5177;2
RORAIMA;5177;1
SANTA CATARINA;5177;16
SAO PAULO;5177;1
SERGIPE;5177;2
TOCANTINS;5177;2
ACRE;5185;167
ALAGOAS;5185;417
AMAZONAS;5185;1113
AMAPA;5185;125
BAHIA;5185;1689
CEARA;5185;1090
DISTRITO FEDERAL;5185;1077
ESPIRITO SANTO;5185;826
GOIAS;5185;1248
MARANHAO;5185;370
MATO GROSSO;5185;682
MATO GROSSO DO SUL;5185;943
MINAS GERAIS;5185;12120
PARA;5185;257
PARAIBA;5185;1056
PARANA;5185;2112
PERNAMBUCO;5185;696
PIAUI;5185;400
RIO DE JANEIRO;5185;4714
RIO GRANDE DO NORTE;5185;1010
RIO GRANDE DO SUL;5185;2567
RONDONIA;5185;783
RORAIMA;5185;1467
SANTA CATARINA;5185;1562
SAO PAULO;5185;16549
SERGIPE;5185;317
TOCANTINS;5185;68
ACRE;5193;34
ALAGOAS;5193;100
AMAZONAS;5193;176
AMAPA;5193;36
BAHIA;5193;310
CEARA;5193;182
DISTRITO FEDERAL;5193;213
ESPIRITO SANTO;5193;80
GOIAS;5193;99
MARANHAO;5193;71
MATO GROSSO;5193;139
MATO GROSSO DO SUL;5193;127
MINAS GERAIS;5193;872
PARA;5193;70
PARAIBA;5193;128
PARANA;5193;224
PERNAMBUCO;5193;77
PIAUI;5193;88
RIO DE JANEIRO;5193;251
RIO GRANDE DO NORTE;5193;133
RIO GRANDE DO SUL;5193;239
RONDONIA;5193;138
RORAIMA;5193;97
SANTA CATARINA;5193;179
SAO PAULO;5193;783
SERGIPE;5193;58
TOCANTINS;5193;20
ACRE;5207;22
ALAGOAS;5207;93
AMAZONAS;5207;52
AMAPA;5207;3
BAHIA;5207;341
CEARA;5207;353
DISTRITO FEDERAL;5207;228
ESPIRITO SANTO;5207;135
GOIAS;5207;976
MARANHAO;5207;62
MATO GROSSO;5207;53
MATO GROSSO DO SUL;5207;72
MINAS GERAIS;5207;2325
PARA;5207;29
PARAIBA;5207;75
PARANA;5207;216
PERNAMBUCO;5207;373
PIAUI;5207;53
RIO DE JANEIRO;5207;150
RIO GRANDE DO NORTE;5207;110
RIO GRANDE DO SUL;5207;166
RONDONIA;5207;217
RORAIMA;5207;230
SANTA CATARINA;5207;226
SAO PAULO;5207;2055
SERGIPE;5207;57
TOCANTINS;5207;17
ACRE;5215;17
ALAGOAS;5215;6
AMAZONAS;5215;33
AMAPA;5215;2
BAHIA;5215;102
CEARA;5215;16
DISTRITO FEDERAL;5215;5
ESPIRITO SANTO;5215;9
GOIAS;5215;9
MARANHAO;5215;3
MATO GROSSO;5215;4
MATO GROSSO DO SUL;5215;10
MINAS GERAIS;5215;565
PARA;5215;6
PARAIBA;5215;18
PARANA;5215;25
PERNAMBUCO;5215;20
PIAUI;5215;4
RIO DE JANEIRO;5215;9
RIO GRANDE DO NORTE;5215;6
RIO GRANDE DO SUL;5215;22
RONDONIA;5215;3
RORAIMA;5215;6
SANTA CATARINA;5215;12
SAO PAULO;5215;188
SERGIPE;5215;5
TOCANTINS;5215;1
ALAGOAS;5223;1
AMAZONAS;5223;1
DISTRITO FEDERAL;5223;1
MINAS GERAIS;5223;6
PARAIBA;5223;1
PERNAMBUCO;5223;2
RORAIMA;5223;1
SAO PAULO;5223;6
ALAGOAS;5231;2
AMAZONAS;5231;2
BAHIA;5231;6
CEARA;5231;3
DISTRITO FEDERAL;5231;7
ESPIRITO SANTO;5231;8
GOIAS;5231;6
MATO GROSSO;5231;5
MATO GROSSO DO SUL;5231;6
MINAS GERAIS;5231;53
PARA;5231;3
PARAIBA;5231;3
PARANA;5231;26
PERNAMBUCO;5231;5
PIAUI;5231;1
RIO DE JANEIRO;5231;14
RIO GRANDE DO NORTE;5231;6
RIO GRANDE DO SUL;5231;11
RONDONIA;5231;3
RORAIMA;5231;2
SANTA CATARINA;5231;12
SAO PAULO;5231;90
SERGIPE;5231;1
ACRE;5240;2
BAHIA;5240;4
CEARA;5240;1
GOIAS;5240;2
MINAS GERAIS;5240;8
PARA;5240;1
PARANA;5240;2
RIO GRANDE DO SUL;5240;3
RORAIMA;5240;1
SANTA CATARINA;5240;1
SAO PAULO;5240;4
BAHIA;5258;3
ESPIRITO SANTO;5258;1
GOIAS;5258;1
MARANHAO;5258;1
MINAS GERAIS;5258;47
PARANA;5258;3
SAO PAULO;5258;79
SERGIPE;5258;1
ACRE;5266;1
BAHIA;5266;8
CEARA;5266;38
MATO GROSSO DO SUL;5266;1
MINAS GERAIS;5266;15
PARAIBA;5266;2
PARANA;5266;1
PERNAMBUCO;5266;3
RIO GRANDE DO NORTE;5266;1
RIO GRANDE DO SUL;5266;2
SAO PAULO;5266;14
ACRE;5274;39
ALAGOAS;5274;7
AMAZONAS;5274;18
AMAPA;5274;1
BAHIA;5274;170
CEARA;5274;41
DISTRITO FEDERAL;5274;15
ESPIRITO SANTO;5274;6
GOIAS;5274;10
MARANHAO;5274;4
MATO GROSSO;5274;14
MATO GROSSO DO SUL;5274;8
MINAS GERAIS;5274;914
PARA;5274;3
PARAIBA;5274;4
PARANA;5274;31
PERNAMBUCO;5274;18
PIAUI;5274;3
RIO DE JANEIRO;5274;15
RIO GRANDE DO NORTE;5274;6
RIO GRANDE DO SUL;5274;70
RONDONIA;5274;5
RORAIMA;5274;25
SANTA CATARINA;5274;12
SAO PAULO;5274;47
SERGIPE;5274;16
ACRE;5282;3
ALAGOAS;5282;5
AMAZONAS;5282;2
BAHIA;5282;3
CEARA;5282;1
DISTRITO FEDERAL;5282;3
GOIAS;5282;2
MARANHAO;5282;3
MINAS GERAIS;5282;78
PARANA;5282;5
PERNAMBUCO;5282;2
PIAUI;5282;1
RIO DE JANEIRO;5282;1
RIO GRANDE DO NORTE;5282;2
RIO GRANDE DO SUL;5282;5
SANTA CATARINA;5282;6
SAO PAULO;5282;4
ACRE;5290;1
AMAZONAS;5290;1
ESPIRITO SANTO;5290;1
MARANHAO;5290;1
MINAS GERAIS;5290;18
PARA;5290;1
PARAIBA;5290;1
PARANA;5290;2
PIAUI;5290;2
RIO GRANDE DO SUL;5290;3
BAHIA;5304;1
DISTRITO FEDERAL;5304;1
ESPIRITO SANTO;5304;1
GOIAS;5304;2
MARANHAO;5304;2
MATO GROSSO;5304;1
MINAS GERAIS;5304;35
PARAIBA;5304;1
PARANA;5304;4
PERNAMBUCO;5304;1
RIO DE JANEIRO;5304;2
RIO GRANDE DO NORTE;5304;2
RIO GRANDE DO SUL;5304;1
SANTA CATARINA;5304;8
SAO PAULO;5304;3
MINAS GERAIS;5312;2
SAO PAULO;5312;1
ACRE;5320;1
ALAGOAS;5320;3
BAHIA;5320;3
DISTRITO FEDERAL;5320;2
ESPIRITO SANTO;5320;3
GOIAS;5320;3
MINAS GERAIS;5320;33
PARAIBA;5320;5
PARANA;5320;8
PERNAMBUCO;5320;3
PIAUI;5320;6
RIO DE JANEIRO;5320;1
RIO GRANDE DO NORTE;5320;1
RIO GRANDE DO SUL;5320;6
SANTA CATARINA;5320;7
SAO PAULO;5320;1
MINAS GERAIS;5339;1
PARANA;5339;1
ALAGOAS;5347;1
AMAZONAS;5347;2
BAHIA;5347;1
CEARA;5347;1
GOIAS;5347;1
MINAS GERAIS;5347;24
PARA;5347;2
PARAIBA;5347;4
PARANA;5347;6
RIO GRANDE DO SUL;5347;15
RONDONIA;5347;1
RORAIMA;5347;2
SANTA CATARINA;5347;6
SAO PAULO;5347;11
ALAGOAS;5355;1
CEARA;5355;2
GOIAS;5355;2
MATO GROSSO;5355;2
MINAS GERAIS;5355;3
PARAIBA;5355;1
PARANA;5355;4
RIO DE JANEIRO;5355;1
RIO GRANDE DO SUL;5355;1
RONDONIA;5355;1
SANTA CATARINA;5355;3
SAO PAULO;5355;4
AMAZONAS;5363;1
MATO GROSSO;5363;1
MINAS GERAIS;5363;2
SAO PAULO;5363;4
ACRE;5371;1
ALAGOAS;5371;2
AMAZONAS;5371;10
BAHIA;5371;3
CEARA;5371;2
DISTRITO FEDERAL;5371;9
ESPIRITO SANTO;5371;1
GOIAS;5371;10
MATO GROSSO;5371;4
MATO GROSSO DO SUL;5371;2
MINAS GERAIS;5371;28
PARA;5371;1
PARAIBA;5371;5
PARANA;5371;22
PERNAMBUCO;5371;2
PIAUI;5371;2
RIO DE JANEIRO;5371;7
RIO GRANDE DO SUL;5371;10
RONDONIA;5371;3
RORAIMA;5371;1
SANTA CATARINA;5371;16
SAO PAULO;5371;48
SERGIPE;5371;3
TOCANTINS;5371;2
ACRE;5380;4
ALAGOAS;5380;38
AMAZONAS;5380;126
AMAPA;5380;2
BAHIA;5380;38
CEARA;5380;189
DISTRITO FEDERAL;5380;7
ESPIRITO SANTO;5380;9
GOIAS;5380;9
MARANHAO;5380;2
MATO GROSSO;5380;3
MATO GROSSO DO SUL;5380;19
MINAS GERAIS;5380;567
PARA;5380;21
PARAIBA;5380;40
PARANA;5380;80
PERNAMBUCO;5380;15
PIAUI;5380;10
RIO DE JANEIRO;5380;20
RIO GRANDE DO NORTE;5380;43
RIO GRANDE DO SUL;5380;10
RONDONIA;5380;2
RORAIMA;5380;1
SANTA CATARINA;5380;8
SAO PAULO;5380;1086
SERGIPE;5380;3
ACRE;5398;1
AMAZONAS;5398;6
BAHIA;5398;2
CEARA;5398;14
DISTRITO FEDERAL;5398;1
GOIAS;5398;2
MATO GROSSO DO SUL;5398;1
MINAS GERAIS;5398;113
PARAIBA;5398;2
PERNAMBUCO;5398;1
PIAUI;5398;3
RIO DE JANEIRO;5398;4
RIO GRANDE DO NORTE;5398;1
RIO GRANDE DO SUL;5398;2
RORAIMA;5398;1
SANTA CATARINA;5398;1
SAO PAULO;5398;77
ALAGOAS;5401;2
AMAZONAS;5401;52
BAHIA;5401;2
CEARA;5401;54
DISTRITO FEDERAL;5401;5
ESPIRITO SANTO;5401;3
GOIAS;5401;1
MATO GROSSO;5401;3
MATO GROSSO DO SUL;5401;7
MINAS GERAIS;5401;160
PARA;5401;2
PARAIBA;5401;6
PARANA;5401;6
PIAUI;5401;1
RIO DE JANEIRO;5401;1
RIO GRANDE DO NORTE;5401;2
RIO GRANDE DO SUL;5401;6
RONDONIA;5401;2
RORAIMA;5401;1
SANTA CATARINA;5401;1
SAO PAULO;5401;113
ALAGOAS;5410;1
AMAZONAS;5410;135
AMAPA;5410;2
BAHIA;5410;17
CEARA;5410;31
DISTRITO FEDERAL;5410;9
ESPIRITO SANTO;5410;2
GOIAS;5410;1
MARANHAO;5410;2
MATO GROSSO;5410;4
MATO GROSSO DO SUL;5410;5
MINAS GERAIS;5410;208
PARA;5410;1
PARAIBA;5410;7
PARANA;5410;10
PERNAMBUCO;5410;7
PIAUI;5410;8
RIO DE JANEIRO;5410;4
RIO GRANDE DO NORTE;5410;20
RIO GRANDE DO SUL;5410;1
RONDONIA;5410;1
RORAIMA;5410;3
SAO PAULO;5410;133
SERGIPE;5410;1
TOCANTINS;5410;1
ACRE;5428;16
ALAGOAS;5428;9
AMAZONAS;5428;7
AMAPA;5428;1
BAHIA;5428;99
CEARA;5428;50
DISTRITO FEDERAL;5428;22
ESPIRITO SANTO;5428;95
GOIAS;5428;55
MARANHAO;5428;25
MATO GROSSO;5428;17
MATO GROSSO DO SUL;5428;18
MINAS GERAIS;5428;211
PARA;5428;9
PARAIBA;5428;14
PARANA;5428;147
PERNAMBUCO;5428;251
PIAUI;5428;45
RIO DE JANEIRO;5428;128
RIO GRANDE DO NORTE;5428;73
RIO GRANDE DO SUL;5428;52
RONDONIA;5428;22
RORAIMA;5428;5
SANTA CATARINA;5428;88
SAO PAULO;5428;163
SERGIPE;5428;6
TOCANTINS;5428;22
BAHIA;5436;1
MINAS GERAIS;5436;17
RIO DE JANEIRO;5436;1
SAO PAULO;5436;14
ACRE;5444;6
ALAGOAS;5444;73
AMAZONAS;5444;11
AMAPA;5444;5
BAHIA;5444;142
CEARA;5444;70
DISTRITO FEDERAL;5444;56
ESPIRITO SANTO;5444;27
GOIAS;5444;63
MARANHAO;5444;71
MATO GROSSO;5444;29
MATO GROSSO DO SUL;5444;17
MINAS GERAIS;5444;303
PARA;5444;37
PARAIBA;5444;76
PARANA;5444;228
PERNAMBUCO;5444;212
PIAUI;5444;104
RIO DE JANEIRO;5444;164
RIO GRANDE DO NORTE;5444;82
RIO GRANDE DO SUL;5444;73
RONDONIA;5444;21
RORAIMA;5444;78
SANTA CATARINA;5444;93
SAO PAULO;5444;363
SERGIPE;5444;14
TOCANTINS;5444;12
ACRE;5452;22
ALAGOAS;5452;251
AMAZONAS;5452;841
AMAPA;5452;8
BAHIA;5452;83
CEARA;5452;450
DISTRITO FEDERAL;5452;91
ESPIRITO SANTO;5452;67
GOIAS;5452;62
MARANHAO;5452;23
MATO GROSSO;5452;68
MATO GROSSO DO SUL;5452;223
MINAS GERAIS;5452;2784
PARA;5452;104
PARAIBA;5452;1234
PARANA;5452;535
PERNAMBUCO;5452;444
PIAUI;5452;122
RIO DE JANEIRO;5452;198
RIO GRANDE DO NORTE;5452;333
RIO GRANDE DO SUL;5452;146
RONDONIA;5452;33
RORAIMA;5452;5
SANTA CATARINA;5452;97
SAO PAULO;5452;6132
SERGIPE;5452;12
TOCANTINS;5452;19
ACRE;5460;12
ALAGOAS;5460;15
AMAZONAS;5460;23
AMAPA;5460;1
BAHIA;5460;13
CEARA;5460;52
DISTRITO FEDERAL;5460;3
ESPIRITO SANTO;5460;4
GOIAS;5460;5
MARANHAO;5460;3
MATO GROSSO;5460;4
MATO GROSSO DO SUL;5460;32
MINAS GERAIS;5460;510
PARA;5460;3
PARAIBA;5460;43
PARANA;5460;53
PERNAMBUCO;5460;14
PIAUI;5460;9
RIO DE JANEIRO;5460;8
RIO GRANDE DO NORTE;5460;14
RIO GRANDE DO SUL;5460;30
RONDONIA;5460;3
SANTA CATARINA;5460;3
SAO PAULO;5460;743
SERGIPE;5460;2
ACRE;5479;1
ALAGOAS;5479;12
AMAZONAS;5479;119
AMAPA;5479;4
BAHIA;5479;37
CEARA;5479;121
DISTRITO FEDERAL;5479;14
ESPIRITO SANTO;5479;3
GOIAS;5479;3
MARANHAO;5479;4
MATO GROSSO;5479;1
MATO GROSSO DO SUL;5479;2
MINAS GERAIS;5479;101
PARA;5479;1
PARAIBA;5479;17
PARANA;5479;18
PERNAMBUCO;5479;16
PIAUI;5479;75
RIO DE JANEIRO;5479;3
RIO GRANDE DO NORTE;5479;34
RIO GRANDE DO SUL;5479;3
RONDONIA;5479;1
RORAIMA;5479;5
SANTA CATARINA;5479;3
SAO PAULO;5479;75
SERGIPE;5479;2
ACRE;5487;2
ALAGOAS;5487;27
AMAZONAS;5487;771
AMAPA;5487;26
BAHIA;5487;63
CEARA;5487;287
DISTRITO FEDERAL;5487;22
ESPIRITO SANTO;5487;10
GOIAS;5487;7
MARANHAO;5487;17
MATO GROSSO;5487;31
MATO GROSSO DO SUL;5487;53
MINAS GERAIS;5487;969
PARA;5487;51
PARAIBA;5487;160
PARANA;5487;52
PERNAMBUCO;5487;49
PIAUI;5487;81
RIO DE JANEIRO;5487;26
RIO GRANDE DO NORTE;5487;48
RIO GRANDE DO SUL;5487;24
RONDONIA;5487;4
RORAIMA;5487;8
SANTA CATARINA;5487;15
SAO PAULO;5487;639
SERGIPE;5487;5
TOCANTINS;5487;8
ALAGOAS;5495;2
AMAZONAS;5495;36
BAHIA;5495;2
CEARA;5495;1
MATO GROSSO DO SUL;5495;2
MINAS GERAIS;5495;32
PARAIBA;5495;5
PARANA;5495;2
RIO DE JANEIRO;5495;1
RONDONIA;5495;1
SANTA CATARINA;5495;1
SAO PAULO;5495;24
ACRE;5509;1
ALAGOAS;5509;6
AMAZONAS;5509;108
BAHIA;5509;22
CEARA;5509;134
DISTRITO FEDERAL;5509;16
ESPIRITO SANTO;5509;8
GOIAS;5509;4
MARANHAO;5509;9
MATO GROSSO;5509;10
MATO GROSSO DO SUL;5509;15
MINAS GERAIS;5509;955
PARA;5509;10
PARAIBA;5509;62
PARANA;5509;24
PERNAMBUCO;5509;51
PIAUI;5509;69
RIO DE JANEIRO;5509;18
RIO GRANDE DO NORTE;5509;25
RIO GRANDE DO SUL;5509;19
RONDONIA;5509;2
SANTA CATARINA;5509;9
SAO PAULO;5509;922
TOCANTINS;5509;2
ACRE;5517;1
AMAZONAS;5517;1
BAHIA;5517;3
CEARA;5517;1
ESPIRITO SANTO;5517;1
GOIAS;5517;2
MARANHAO;5517;37
MINAS GERAIS;5517;32
PARAIBA;5517;2
PARANA;5517;3
PIAUI;5517;1
RIO DE JANEIRO;5517;4
